ticker,52W High,52W Low,Avg Volume,Change,EPS Q/Q,EPS next 5Y,EPS next Y,EPS past 5Y,EPS this Y,Gross Margin,Income,Insider Own,Insider Trans,Inst Own,Inst Trans,Market Cap,Oper. Margin,Payout,Perf Half Y,Perf Month,Perf Quarter,Perf Week,Perf YTD,Perf Year,Profit Margin,ROA,ROE,ROI,SMA20,SMA200,SMA50,Sales,Sales Q/Q,Sales past 5Y,Short Float,Shs Float,Shs Outstand,ask,beta,bid,bookValue,dayHigh,dayLow,enterpriseToEbitda,enterpriseToRevenue,fiftyDayAverage,fiftyTwoWeekHigh,fiftyTwoWeekLow,forwardEps,forwardPE,heldPercentInsiders,heldPercentInstitutions,open,pegRatio,previousClose,priceToBook,priceToSalesTrailing12Months,profitMargins,regularMarketDayHigh,regularMarketDayLow,regularMarketOpen,regularMarketPreviousClose,regularMarketPrice,sharesPercentSharesOut,shortPercentOfFloat,shortRatio,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingEps,trailingPE,twoHundredDayAverage,ATR,Beta,Book/sh,Cash/sh,Current Ratio,Debt/Eq,Dividend,Dividend %,EPS (ttm),EPS next Q,Earnings,Employees,Forward P/E,Index,LT Debt/Eq,P/B,P/C,P/E,P/FCF,P/S,PEG,Prev Close,Price,Quick Ratio,RSI (14),Recom,Rel Volume,Short Ratio,Target Price,Volume
CAKE,-0.3221,1.1123,2350000000.0,0.0872,-3.0260000000000002,-0.1007,2.043,0.078,0.33399999999999996,0.77,-141900000000.0,0.0706,0.0,,0.08070000000000001,1470000000.0,-0.11,,0.8137000000000001,0.1359,0.2205,-0.017,-0.2108,-0.2797,-0.065,-0.053,-0.302,0.105,0.0725,0.0756,0.1949,2190000000.0,-0.509,0.047,0.32020000000000004,42230000000.0,43870000000.0,30.73,1.513935,30.5,7.741,30.76,28.53,45.487,1.357,27.28,45.24,14.52,1.22,25.139343,0.07064,1.01823,28.55,2.52,28.21,3.9620204,0.6338064,-0.05836,30.76,28.53,28.55,28.21,28.55,0.2974,0.36470002,8.65,1.08,0.038284298,-3.242,,23.295362,1.49,1.67,8.02,5.64,0.9,1.07,,,-3.24,-0.43,,46250.0,26.17,,1.07,3.95,5.62,,,0.64,,31.12,31.67,0.8,63.04,3.0,0.88,7.63,25.71,
CCXI,-0.1962,7.1661,,0.094,2.119,,-0.8490000000000001,0.021,-0.28,,-29800000000.0,0.042,-0.4113,0.773,0.2163,3570000000.0,-0.415,,0.5274,-0.0118,-0.1582,0.106,0.3297,5.938,-0.392,-0.10300000000000001,-0.196,-0.68,0.0233,0.0944,-0.0254,76100000000.0,5.861000000000001,,0.10060000000000001,52440000000.0,63280000000.0,52.71,1.722408,52.68,6.121,53.69,48.54,-92.435,37.596,52.483234,65.43,6.44,-1.35,-38.955555,0.28927,0.67078,49.02,,48.07,8.591734,47.624172,-0.39183998,53.69,48.54,49.02,48.07,49.02,0.0766,0.1137,11.38,,,-0.496,,52.01,2.72,1.71,6.65,7.16,9.0,0.06,,,-0.55,-0.31,,82.0,,,0.06,8.91,8.27,,,54.85,,59.06,59.27,9.0,65.93,1.5,1.02,9.13,76.75,
CDLX,-0.3172,1.6861000000000002,,0.1081,-1.548,0.34600000000000003,0.8690000000000001,,0.741,0.426,-37600000000.0,0.028999999999999998,1.1732,0.9279999999999999,0.10210000000000001,2100000000.0,-0.18600000000000003,,0.6804000000000001,-0.0843,0.0504,0.0472,0.1677,1.0723,-0.18899999999999997,-0.18600000000000003,-0.27899999999999997,-0.121,-0.048600000000000004,0.1091,-0.0074,199400000000.0,-0.42100000000000004,,0.16449999999999998,25010000000.0,27070000000.0,73.36,2.309989,73.13,5.084,73.9,67.21,-57.987,8.639,74.19971,107.5,27.326,-0.13,-564.6154,0.09076,0.84584,67.6,-2.03,66.24,14.43745,10.0419655,-0.18857001,73.9,67.21,67.6,66.24,67.6,0.1508,0.17819999,6.8,,,-1.453,,62.015507,4.05,,4.82,3.6,3.4,0.0,,,-1.43,-0.28,,472.0,,,0.0,16.79,22.45,,1699.32,11.08,,78.05,80.92,3.4,65.52,2.6,1.02,7.45,69.5,
CNST,-0.6014,2.9451,,0.08460000000000001,0.132,,-0.171,,0.11699999999999999,,-100600000000.0,0.129,-0.005699999999999999,0.9953,0.2444,1120000000.0,,,-0.0046,0.0004,-0.3714,0.11470000000000001,-0.49670000000000003,1.9861000000000002,,-0.285,-0.34299999999999997,,0.0793,-0.2979,-0.0604,,,,0.1286,28010000000.0,42590000000.0,23.67,2.887096,23.68,9.936,24.42,22.05,-5.576,,23.514118,59.49,6.01,-3.22,-7.3633537,0.021459999,0.9953,22.35,,21.86,2.3862722,,,24.42,22.05,22.35,21.86,22.35,0.0759,0.111,6.8,,,-2.767,,31.166014,1.6,,11.08,10.43,19.2,0.06,,,-2.4,-0.68,,106.0,,,0.06,2.06,2.19,,,,,22.75,22.87,19.2,54.46,2.1,0.4,6.93,,
DCPH,-0.29600000000000004,0.5958,,0.1157,-1.14,0.21,0.077,,-0.589,0.9990000000000001,-263500000000.0,0.005,-0.5432,0.7709999999999999,0.0433,2780000000.0,,,0.4886,0.059500000000000004,-0.1463,0.098,-0.1957,0.35850000000000004,,-0.392,-0.431,-0.36700000000000005,0.11349999999999999,-0.0644,0.038,7200000000.0,-0.716,,0.1003,39760000000.0,55920000000.0,50.15,1.827329,49.88,11.05,50.1,46.65,-7.134,270.693,46.074707,71.11,31.37,-4.8,-10.429167,0.30216,0.67095,46.65,-0.4,44.87,4.530317,394.60608,,50.1,46.65,46.65,44.87,46.65,0.0708,0.100600004,12.96,,,-5.148,,50.09406,2.68,,11.08,10.71,12.3,0.0,,,-5.15,-1.3,,255.0,,,0.0,4.82,4.99,,,423.3,,55.17,53.46,12.3,55.44,1.9,0.81,10.36,73.0,
DNLI,0.0104,1.9112,,0.1275,0.09,,-0.081,,-4.283,,-215800000000.0,0.026000000000000002,-0.6077,0.898,0.0369,3830000000.0,,,1.5400999999999998,0.20879999999999999,0.4057,0.16879999999999998,1.0706,0.9166,,-0.345,-0.45899999999999996,-0.539,0.1305,0.5448,0.26280000000000003,27700000000.0,0.381,,0.09210000000000002,97280000000.0,105720000000.0,36.1,1.903922,34.79,4.742,36.1162,31.75,-13.178,105.015,29.907646,36.1162,12.39,-2.23,-16.174887,0.08049,0.78657997,33.46,,31.99,7.606495,137.87308,,36.1162,31.75,33.46,31.99,33.46,0.0846,0.1495,9.25,,,-2.158,,24.378515,1.85,,4.75,5.41,9.6,0.0,,,-2.16,2.84,,276.0,,,0.0,8.75,7.69,,,152.53,,40.16,41.56,9.6,73.71,1.9,0.59,13.41,35.82,
DPHC,0.1067,1.9474,2150000000.0,0.13449999999999998,-1.348,,,,,,1800000000.0,0.035699999999999996,0.0,0.7,0.0337,837760000000.0,,0.0,1.7888,1.1655,1.7668000000000001,0.5909,1.8141,,,0.006,0.006999999999999999,,0.6811,1.5652000000000001,1.1063,,,,0.058499999999999996,27000000000.0,35000000000.0,28.13,,28.01,0.143,,25.04,,,14.645441,,9.5,,,0.03571,0.62176,27.2,,24.68,195.80418,,,,25.04,27.2,24.68,27.2,0.045100003,0.0665,0.37,,,0.053,528.3019,11.182782,2.97,,7.85,0.02,1.6,0.0,,,0.05,,,,,,0.0,2.96,962.8,437.74,,,,20.57,23.2,1.6,51.94,,1.31,0.83,,
EBS,-0.243,1.2465000000000002,,0.0621,,0.092,0.11259999999999999,-0.026000000000000002,-0.085,0.645,170300000000.0,0.032,-0.20679999999999998,0.872,-0.0147,5560000000.0,0.209,0.0,0.8161,-0.228,0.4657,-0.0058,0.9309000000000001,1.0033,0.135,0.07200000000000001,0.155,0.048,-0.1134,0.37670000000000003,-0.051399999999999994,1260000000.0,0.623,0.223,0.0558,45010000000.0,52600000000.0,104.25,1.428093,104.05,22.662,104.28,99.72,14.079,4.568,117.33676,137.61,46.37,7.58,13.7427435,0.15599,0.88958,99.72,1.58,98.08,4.5966816,4.3779774,0.13523,104.28,99.72,99.72,98.08,99.72,0.047399998,0.066199996,2.92,,,3.191,32.64494,84.20022,5.09,1.41,22.79,4.81,2.7,0.66,,,3.21,2.1,,1834.0,13.28,,0.63,4.81,22.77,34.09,31.55,4.86,3.71,110.41,109.51,1.9,52.27,1.9,0.29,2.83,112.29,
ENPH,-0.1364,3.0448000000000004,5290000000.0,0.0674,-5.636,0.3538,0.3814,0.535,0.27399999999999997,0.377,169400000000.0,0.018000000000000002,-0.8654999999999999,0.727,0.2082,8890000000.0,0.185,0.0,1.5315,-0.07200000000000001,0.3774,0.0504,1.6594,2.1471999999999998,0.235,0.20800000000000002,0.61,0.46,-0.0415,0.49770000000000003,0.0562,721200000000.0,-0.064,0.127,0.1015,114970000000.0,125600000000.0,,1.040691,69.5,2.938,69.78,66.31,53.986,11.045,70.077354,80.47,17.18,1.67,41.61078,0.19753,0.57295,67.17,1.54,65.1,23.652143,13.792836,0.23491,69.78,66.31,67.17,65.1,67.17,0.0926,0.1097,3.43,,,1.243,55.905064,52.719494,6.08,1.08,2.95,4.87,3.4,0.96,,,1.23,0.24,,577.0,64.15,,0.68,37.01,22.42,88.69,89.3,18.88,2.51,105.5,109.18,3.2,80.36,2.3,0.81,3.22,78.64,
EXEL,-0.1104,0.8090999999999999,2049999999.9999998,0.1381,-0.163,0.46,0.7968000000000001,0.225,-0.5379999999999999,0.963,281600000000.0,0.013000000000000001,-0.2268,0.841,0.0218,7350000000.0,0.322,0.0,0.7101999999999999,0.1226,0.08460000000000001,0.19640000000000002,0.4035,0.2853,0.282,0.147,0.16399999999999998,0.17300000000000001,0.1387,0.1813,0.0795,998400000000.0,0.08,1.0759999999999998,0.0344,298910000000.0,307810000000.0,24.74,1.395763,24.19,5.935,24.765,22.4201,16.707,5.559,22.260881,27.8,13.67,0.8,30.912498,0.030199999,0.78894997,22.45,1.03,21.73,4.166807,7.6536636,0.28208,24.765,22.4201,22.45,21.73,22.45,0.033299997,0.0376,5.98,,,0.889,27.817772,22.013622,1.05,1.36,5.96,3.74,9.8,0.0,,,0.89,0.06,,617.0,28.98,,0.0,4.01,6.39,26.84,20.82,7.76,0.58,24.8,23.91,9.7,51.04,2.0,1.22,4.91,31.46,
FATE,-0.027999999999999997,1.9738,,0.11560000000000001,0.017,,-0.139,-0.026000000000000002,-0.215,,-116500000000.0,0.001,,0.9468000000000001,0.166,3070000000.0,,,1.1667,0.0694,0.17329999999999998,0.20350000000000001,0.9131,1.0881,,-0.28800000000000003,-0.386,-0.41100000000000003,0.09210000000000002,0.3326,0.09720000000000001,13200000000.0,0.9640000000000001,,0.17350000000000002,73130000000.0,79310000000.0,37.43,1.683946,36.91,5.462,37.54,34.26,-21.092,186.369,33.80853,38.52,12.59,-1.72,-21.76744,0.02066,0.94682,34.26,,33.56,6.854632,246.11607,,37.54,34.26,34.26,33.56,34.26,0.1461,0.2039,21.05,,,-1.565,,30.529276,2.3,1.81,5.98,5.76,11.9,0.0,,,-1.57,-0.36,,178.0,,,0.0,8.03,8.33,,,336.76,,44.98,48.01,11.9,73.47,1.7,0.93,16.01,39.5,
FREQ,-0.2206,1.0081,,0.1861,0.523,,0.612,,-0.033,0.642,-18100000000.0,0.026000000000000002,-0.1231,0.495,0.3154,743550000000.0,-0.439,,0.371,0.0233,0.11869999999999999,0.263,0.27949999999999997,,-0.40399999999999997,-0.08900000000000001,-0.166,-0.124,0.1142,0.12869999999999998,0.0536,44700000000.0,,,0.1487,26130000000.0,31070000000.0,22.57,,22.26,-25.04,22.715,19.5748,-23.705,9.908,20.898235,28.78,11.17,-0.43,-52.162792,0.16073999,0.44417,19.99,,18.91,,16.870335,-0.38015997,22.715,19.5748,19.99,18.91,19.99,0.1155,0.1272,33.54,,,-10.293,,19.507753,1.59,,5.2,5.45,4.8,0.0,,,-0.58,-0.28,,47.0,,,0.0,4.09,3.9,,32.59,17.06,,21.46,21.26,4.8,50.97,2.0,0.34,25.85,,
FSLY,-0.29309999999999997,6.8335,11670000000.0,0.0951,0.157,0.3,2.333,,-1.2109999999999999,0.575,-52700000000.0,0.02,-0.5488000000000001,0.619,0.3418,9520000000.0,-0.21600000000000003,,6.481599999999999,0.0443,0.602,0.028999999999999998,3.1489999999999996,1.8674000000000002,-0.214,-0.133,-0.16,-0.16399999999999998,-0.024300000000000002,0.9258,-0.0363,246300000000.0,0.617,,0.0987,82550000000.0,99840000000.0,83.5,,83.13,5.162,83.66,80.3,-208.146,31.039,86.94853,117.79,10.63,0.04,2081.75,0.115930006,0.42012,,-91.78,76.04,16.131344,35.56351,-0.21389,83.66,80.3,,76.04,,0.0774,0.0999,0.61,,,-0.55,,52.976883,8.05,,5.43,3.56,13.7,0.06,,,-0.55,0.0,,717.0,2943.72,,0.05,23.31,35.59,,,55.48,,115.72,126.58,13.7,76.4,2.4,1.58,0.91,96.9,
GBT,-0.35850000000000004,0.4058,,0.0644,0.147,0.37,0.625,-0.332,-0.34299999999999997,0.988,-286400000000.0,0.017,-0.1301,,0.0021,3480000000.0,,,0.3461,-0.09300000000000001,-0.1103,-0.0481,-0.29350000000000004,0.0392,,-0.384,-0.508,-0.431,-0.0859,-0.1772,-0.1465,47700000000.0,,,0.1612,54430000000.0,61120000000.0,56.98,1.745261,56.06,8.084,56.29,52.92,-9.546,59.837,63.408382,87.54,39.95,-1.29,-43.534885,0.02479,1.0183799,53.58,-0.41,52.76,6.9470563,72.20279,,56.29,52.92,53.58,52.76,53.58,0.143,0.16520001,13.05,,,-4.726,,65.146736,2.94,1.77,8.11,8.67,8.6,0.15,,,-4.73,-0.74,,352.0,,,0.15,7.69,7.2,,,81.56,,61.55,62.36,8.2,61.4,1.8,0.94,12.34,,
GCO,-0.5477000000000001,3.3626,,0.1057,,0.1,2.316,-0.012,0.452,0.461,-99100000000.0,0.057999999999999996,-0.0297,0.991,-0.0693,338280000000.0,,,0.4689,0.2942,0.08529999999999999,0.1201,-0.4979,-0.43939999999999996,,,,0.099,0.23370000000000002,-0.08990000000000001,0.3098,1890000000.0,-0.196,-0.051,0.1456,13480000000.0,14180000000.0,24.12,1.660535,24.03,30.67,24.3,21.98,23.735,0.55,18.42853,53.2,5.52,3.62,6.646409,0.05786,1.1073899,22.11,-0.76,21.76,0.7844799,0.1913502,-0.052699998,24.3,21.98,22.11,21.76,22.11,0.1337,0.19780001,6.76,,,-6.996,,18.883333,1.49,1.59,32.43,20.73,1.6,0.46,,,-7.08,-0.13,,22050.0,6.0,,0.4,0.67,1.05,,,0.17,,21.96,21.69,0.8,46.97,2.2,0.69,5.48,29.4,
H,-0.37770000000000004,1.4609,,0.0726,-3.898,0.037000000000000005,0.618,0.265,0.075,0.445,278000000000.0,0.015,-0.0029,0.987,0.0014000000000000002,6140000000.0,-0.061,0.222,0.19149999999999998,0.08380000000000001,0.066,-0.0147,-0.3411,-0.2351,0.07400000000000001,0.033,0.075,-0.003,0.0475,-0.0746,0.11130000000000001,3730000000.0,-0.8059999999999999,0.026000000000000002,0.0917,36850000000.0,101270000000.0,,1.421404,59.25,34.506,59.29,55.42,32.261,4.04,54.13853,94.98,24.02,-1.64,-36.042683,0.02782,1.06212,55.42,-3.57,55.11,1.7130355,3.4502094,0.16041,59.29,55.42,55.42,55.11,55.42,0.0334,0.145,3.29,0.58,0.010524405,2.689,21.982151,53.95623,2.37,1.43,34.46,14.87,2.8,0.72,,,2.51,-1.24,,55000.0,,,0.71,1.67,3.86,22.87,,1.55,6.18,59.01,57.42,2.7,55.93,3.0,1.04,3.91,51.59,
HQY,-0.3829,0.5927,,0.0626,-1.0070000000000001,0.175,0.1234,0.2,-0.503,0.579,-19800000000.0,0.009000000000000001,-0.1467,0.938,0.0054,4510000000.0,0.021,,0.24100000000000002,-0.0623,-0.1005,-0.0629,-0.26030000000000003,-0.09359999999999999,-0.027000000000000003,-0.008,-0.018000000000000002,0.015,-0.0354,-0.09789999999999999,-0.0256,724400000000.0,1.032,0.434,0.0605,75350000000.0,76870000000.0,54.9,1.392419,54.79,17.436,54.93,51.57,23.646,6.619,55.502205,88.78,34.4,1.72,31.85465,0.025190001,1.0047799,51.62,1.89,51.56,3.142349,5.8144712,-0.0274,54.93,51.57,51.62,51.56,51.62,0.059299998,0.069299996,7.03,,,-0.279,,55.575905,2.55,1.44,18.53,,2.5,0.75,,,-0.28,0.36,,2931.0,32.15,,0.71,2.98,,,40.55,5.82,,54.82,55.2,,58.19,2.0,0.4,5.97,65.69,
ICHR,-0.4677,0.5497,,0.0653,19.271,0.3826,0.2775,0.988,-0.7959999999999999,0.133,19100000000.0,0.018000000000000002,-0.35100000000000003,0.927,-0.009000000000000001,500960000000.0,0.03,0.0,0.048499999999999995,-0.2862,-0.056900000000000006,-0.09519999999999999,-0.3628,-0.1868,0.024,0.034,0.085,0.054000000000000006,-0.1724,-0.23129999999999998,-0.24059999999999998,785400000000.0,0.5920000000000001,0.2,0.0504,22660000000.0,22840000000.0,21.63,2.287311,21.2,10.415,21.375,20.3,12.099,0.785,27.829853,39.83,13.68,2.95,7.186441,0.03401,0.94825,20.3,0.23,19.9,2.0355258,0.61946464,0.024300002,21.375,20.3,20.3,19.9,20.3,0.0497,0.060500003,3.35,,,0.828,25.603865,24.742573,1.2,2.32,10.43,2.45,2.0,0.86,,,0.83,0.6,,1355.0,8.87,,0.82,2.51,10.7,31.69,,0.78,0.83,24.41,26.18,1.1,65.97,2.0,1.62,3.98,37.71,
INSM,-0.13140000000000002,1.5103,,0.0702,0.213,,0.26,-0.10400000000000001,0.287,0.795,-241900000000.0,0.008,-0.0682,0.9828,0.1588,3120000000.0,,,0.9555,0.0759,0.069,0.1056,0.2709,0.6126,,-0.315,-0.8220000000000001,-0.382,0.08900000000000001,0.22940000000000002,0.0974,163900000000.0,0.41700000000000004,,0.12269999999999999,94680000000.0,96630000000.0,30.33,2.656633,30.33,3.996,31.12,28.71,-12.442,16.071,27.86706,34.94,12.09,-1.94,-15.64433,0.0125899995,0.98282,28.71,,28.36,7.595095,18.786129,-1.47539,31.12,28.71,28.71,28.36,28.71,0.1145,0.1535,16.19,,,-2.651,,24.46442,1.52,2.59,4.19,6.09,9.0,0.9,,,-2.65,-0.61,,435.0,,,0.9,8.6,5.92,,,23.19,,35.53,36.05,8.5,66.88,1.9,1.12,14.82,46.25,
IOVA,-0.15039999999999998,0.9948999999999999,1420000000.0,0.11199999999999999,-0.23,,0.0,-0.27,-0.251,,-245700000000.0,0.002,0.0,,0.1143,5160000000.0,,,0.804,0.2299,0.177,0.1501,0.2735,0.6441,,-0.532,-0.594,,0.158,0.20199999999999999,0.1809,,,,0.1429,101920000000.0,133160000000.0,35.3,1.028428,33.89,5.178,35.87,,-15.511,,30.000587,41.49,17.67,-2.02,-17.450495,0.0064499998,1.04882,,0.86,31.7,6.8076477,,,35.87,,,31.7,,0.0994,0.1066,15.2,,,-1.927,,31.192173,2.04,0.96,5.69,4.94,14.3,0.0,,,-1.93,-0.46,,148.0,,,0.0,5.48,6.32,,,,,29.42,31.19,14.3,49.12,1.7,1.85,11.13,47.91,
ITCI,-0.2998,3.5185000000000004,1700000000.0,0.10310000000000001,-0.413,,0.205,-0.201,0.055999999999999994,0.935,-186600000000.0,0.006999999999999999,-0.07339999999999999,0.8009999999999999,0.018500000000000003,2300000000.0,,,1.3607,0.542,0.4147,0.6898000000000001,-0.111,2.0684,,-0.513,-0.606,,0.498,0.47700000000000004,0.4326,3100000000.0,,,0.08449999999999999,63200000000.0,66430000000.00001,31.08,1.670568,30.6,5.683,31.28,28.3,-7.718,484.601,20.33603,43.56,6.75,-2.87,-10.627178,0.06066,0.69587,28.53,,27.65,5.3668838,672.9003,,31.28,28.3,28.53,27.65,28.53,0.0794,0.091000006,9.25,,,-3.084,,20.100761,1.92,1.61,5.71,4.81,10.4,0.0,,,-3.05,-1.0,,330.0,,,0.0,4.76,5.65,,,742.96,,27.06,27.16,10.3,56.08,1.5,0.27,3.69,,
KOD,-0.3651,2.9238,,0.0709,-0.894,0.124,-0.675,,-0.114,,-78400000000.0,0.004,3.4485,0.863,0.045,2370000000.0,,,0.3028,0.09,-0.166,0.1059,-0.2698,2.505,,-0.24100000000000002,-0.301,,0.0599,-0.0659,0.0739,,,,0.0941,34009999999.999996,44970000000.0,52.73,,50.76,6.972,52.75,50.22,-21.78,,48.708824,82.75,13.39,-4.44,-11.833333,0.20673999,0.84181,50.22,-1.5,49.06,7.5358577,,,52.75,50.22,50.22,49.06,50.22,0.0716,0.1325,15.97,,,-1.881,,53.07203,3.29,,6.88,9.13,22.3,0.0,,,-1.85,-0.67,,48.0,,,0.0,10.36,7.8,,,,,69.36,71.25,22.3,77.59,2.0,1.81,13.08,82.56,
KSS,-0.6058,1.146,9170000000.0,0.0956,-0.8,-0.1392,1.5230000000000001,0.006,-0.099,0.368,-106000000000.0,0.009000000000000001,0.0125,0.85,-0.1355,3780000000.0,0.001,,0.1857,0.0264,0.0259,0.050300000000000004,-0.5413,-0.5565,-0.006,-0.006999999999999999,-0.021,0.102,0.1025,-0.1932,0.10339999999999999,17290000000.0,-0.231,0.01,0.18600000000000003,156080000000.0,157780000000.0,23.29,1.685618,23.2,30.614,23.4,21.59,7.543,0.501,21.09853,59.28,10.89,1.73,13.508671,0.0114,1.00664,21.68,0.47,21.33,0.76337624,0.21323168,-0.0061299996,23.4,21.59,21.68,21.33,21.68,0.184,0.2094,2.87,2.044,0.09582747,-0.702,,20.955362,1.13,1.78,31.41,15.78,2.2,1.02,,,-0.72,-0.48,,37000.0,12.42,,0.99,0.69,1.36,,9.3,0.19,,21.89,21.53,1.2,52.5,2.9,0.71,2.82,21.71,
KURA,0.0407,3.589,,0.0643,-0.034,0.1993,-0.152,-0.429,0.124,,-74000000000.0,0.001,-0.8015000000000001,0.941,0.3235,1610000000.0,,,2.9008999999999996,0.3765,0.7243,0.20809999999999998,1.1193,0.8178,,-0.275,-0.302,,0.22769999999999999,0.9387000000000001,0.4376,,,,0.083,49120000000.0,51630000000.0,29.11,2.431187,29.1,5.735,29.96,27.55,-15.609,,21.582941,29.96,6.35,-1.9,-15.336842,0.13022,0.73713994,27.79,-0.83,27.38,5.081081,,,29.96,27.55,27.79,27.38,27.79,0.072399996,0.0865,6.36,,,-1.576,,15.736413,1.45,2.33,6.24,5.89,18.4,0.02,,,-1.58,-0.4,,71.0,,,0.02,5.28,5.6,,,,,33.02,32.97,18.4,74.55,1.8,0.7,6.3,26.25,
MAXR,-0.09960000000000001,2.7235,1500000000.0,0.1057,-1.0,0.0518,0.04,0.011000000000000001,1.092,0.43,-66000000000.0,0.022000000000000002,0.0022,0.802,0.015300000000000001,1550000000.0,,,1.8546,-0.0843,0.6537999999999999,0.0702,0.6158,1.7582,,,,0.07200000000000001,0.0179,0.6026,0.19510000000000002,1640000000.0,0.066,-0.045,0.1265,59890000000.0,60600000000.0,25.5,1.321627,25.4,14.843,25.46,23.26,11.045,2.373,23.415588,28.12,6.8,4.99,5.0741487,0.01471,0.93869,23.31,1.25,22.89,1.7058545,0.93810517,0.16799,25.46,23.26,23.31,22.89,23.31,0.1244,0.1251,4.71,0.04,0.001747488,4.6,5.504348,15.756956,1.69,1.25,14.87,,0.9,2.68,0.04,0.0014000000000000002,-1.09,-0.11,,5800.0,,,2.67,1.94,,,,1.09,,28.45,28.78,0.9,60.84,2.0,0.9,6.0,,
MGNX,-0.096,6.2005,,0.08259999999999999,-0.441,,0.344,-0.177,0.24600000000000002,,-166600000000.0,0.018000000000000002,-0.051100000000000007,0.963,0.14529999999999998,1580000000.0,,,5.4644,0.0464,0.3115,0.09939999999999999,1.6737,1.224,,-0.53,-0.721,-0.768,0.0852,0.7656000000000001,0.06480000000000001,77900000000.0,0.915,0.061,0.07490000000000001,49240000000.0,50020000000.0,35.32,2.603121,28.5,4.643,30.39,,-7.885,16.057,26.777353,32.18,4.04,-2.38,-12.222689,0.074200004,0.94183,28.01,0.03,26.87,6.2653456,20.206478,-2.13987,30.39,,28.01,26.87,28.01,0.0682,0.0793,8.51,,,-3.385,,19.162247,1.69,2.41,4.95,4.06,5.7,0.0,,,-3.38,-0.92,,384.0,,,0.0,5.14,6.28,,,18.76,,25.75,25.46,5.7,46.07,2.0,0.74,6.75,29.3,
MLHR,-0.5085999999999999,0.7033,,0.0802,-4.978,,0.245,-0.159,-1.058,0.366,-9100000000.0,0.004,0.278,0.863,-0.0199,1410000000.0,-0.015,,0.2576,-0.008100000000000001,-0.0113,0.0443,-0.4115,-0.4501,-0.004,-0.005,-0.012,-0.036000000000000004,0.0282,-0.16399999999999998,0.0455,2490000000.0,-0.29100000000000004,0.03,0.0467,58460000000.0,58770000000.0,24.6,1.565774,24.52,10.937,24.7,23.1446,6.622,0.718,23.978235,49.87,14.39,2.17,11.29493,0.0063300002,0.89362997,23.18,0.25,22.69,2.2410166,0.5802826,-0.00366,24.7,23.1446,23.18,22.69,23.18,0.0464,0.052699998,4.72,0.63,0.027765535,-0.154,,23.37413,1.74,1.46,10.94,8.26,1.8,0.92,0.75,0.0236,0.24,0.58,,7600.0,10.03,,0.84,2.9,3.84,130.12,11.79,0.73,,31.7,31.75,1.4,59.67,1.5,0.45,2.04,45.0,
MRSN,-0.032,17.3106,,0.29600000000000004,0.09,,0.08199999999999999,,0.768,,-69800000000.0,0.008,,0.9620000000000001,0.643,1630000000.0,,,3.4842,0.3215,0.1401,0.49200000000000005,3.2182,11.9946,,-0.439,-0.5489999999999999,-0.361,0.32939999999999997,0.9989,0.21420000000000003,1700000000.0,3.0,,0.1292,45170000000.0,60750000000.0,24.21,2.435353,24.17,4.001,24.6,21.565,-14.368,591.836,18.88353,24.97,1.32,-1.31,-18.450382,0.0128,0.64255995,22.34,,18.65,6.04099,1063.4286,,24.6,21.565,22.34,18.65,22.34,0.0853,0.106300004,10.45,,,-1.369,,14.761666,1.58,2.42,4.5,4.02,13.2,0.02,,,-1.37,-0.3,,83.0,,,0.01,4.33,4.84,,,829.42,,19.04,19.47,13.2,50.75,1.6,0.44,6.09,27.71,
MRTX,-0.0499,1.2078,,0.1032,-0.49700000000000005,,-0.07400000000000001,-0.11900000000000001,-0.787,,-296200000000.0,0.075,-0.17300000000000001,,0.0043,6550000000.0,,,1.0781,0.057,0.3599,0.0529,0.131,0.7036,,-0.52,-0.57,,0.0183,0.38630000000000003,0.11449999999999999,1800000000.0,,,0.1176,40850000000.0,43830000000.0,145.09,1.801003,,13.601,146.98,139.685,-17.137,2940.926,135.94676,153.39,66.01,-8.82,-16.523811,0.09319,1.00546,,,132.11,10.715389,3644.785,,146.98,139.685,,132.11,,0.1078,0.1233,13.75,,,-7.161,,106.60246,8.15,1.97,13.8,13.83,11.3,0.0,,,-7.13,-1.97,,111.0,,,0.0,13.28,13.26,,,4755.62,,184.67,183.3,11.3,72.67,2.0,0.77,11.58,153.87,
MYOK,-0.0192,1.9046,,0.0726,-0.5379999999999999,0.509,-0.196,-0.52,-2.499,,-334000000000.0,0.002,-0.4275,,0.1195,6500000000.0,,,1.8478,0.21850000000000003,0.2876,0.0933,0.6997,1.2953000000000001,,-0.5579999999999999,-0.631,,0.1573,0.5516,0.2371,,,,0.1065,49280000000.0,49880000000.0,,2.176808,,17.155,124.98,116.78,-15.445,,103.48235,126.301,42.65,-6.91,-17.92764,0.03787,1.07995,117.995,-0.39,115.5,7.2212176,,,124.98,116.78,117.995,115.5,117.995,0.099,0.24200001,15.2,,,-7.073,,84.45938,8.62,2.05,18.22,17.26,21.0,0.0,,,-7.12,-1.47,,275.0,,,0.0,12.14,12.82,,,,,220.67,221.23,21.0,90.19,1.6,1.97,5.98,137.45,
