,previousClose,regularMarketOpen,twoHundredDayAverage,regularMarketDayHigh,regularMarketPreviousClose,fiftyDayAverage,open,beta,regularMarketDayLow,trailingPE,priceToSalesTrailing12Months,dayLow,ask,fiftyTwoWeekHigh,fiftyTwoWeekLow,bid,dayHigh,enterpriseToRevenue,profitMargins,enterpriseToEbitda,52WeekChange,forwardEps,bookValue,sharesPercentSharesOut,heldPercentInstitutions,trailingEps,SandP52WeekChange,priceToBook,heldPercentInsiders,shortRatio,earningsQuarterlyGrowth,pegRatio,shortPercentOfFloat,regularMarketPrice,forwardPE,trailingAnnualDividendYield,payoutRatio,trailingAnnualDividendRate,dividendRate,fiveYearAvgDividendYield,dividendYield,Market Cap,Change,Insider Own,Shs Outstand,Perf Week,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,Short Float,Perf Quarter,Sales,EPS this Y,Inst Trans,Perf Half Y,ROA,Perf Year,EPS next 5Y,ROE,Perf YTD,EPS past 5Y,ROI,52W High,Sales past 5Y,Gross Margin,52W Low,Sales Q/Q,Oper. Margin,EPS Q/Q,Profit Margin,Payout,SMA20,SMA50,SMA200,Inst Own,Dividend %,Avg Volume
,previousClose,regularMarketOpen,twoHundredDayAverage,regularMarketDayHigh,regularMarketPreviousClose,fiftyDayAverage,open,beta,regularMarketDayLow,trailingPE,priceToSalesTrailing12Months,dayLow,ask,fiftyTwoWeekHigh,forwardPE,fiftyTwoWeekLow,bid,dayHigh,enterpriseToRevenue,profitMargins,enterpriseToEbitda,52WeekChange,forwardEps,bookValue,sharesPercentSharesOut,heldPercentInstitutions,trailingEps,SandP52WeekChange,priceToBook,heldPercentInsiders,shortRatio,shortPercentOfFloat,regularMarketPrice,pegRatio,trailingAnnualDividendYield,trailingAnnualDividendRate,dividendRate,fiveYearAvgDividendYield,dividendYield,Market Cap,Change,Insider Own,Shs Outstand,Perf Week,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,Inst Own,Short Float,Perf Quarter,Sales,EPS this Y,Inst Trans,Perf Half Y,ROA,Perf Year,ROE,Perf YTD,EPS past 5Y,ROI,52W High,Sales past 5Y,Gross Margin,52W Low,Sales Q/Q,Oper. Margin,EPS Q/Q,Profit Margin,Payout,SMA20,SMA50,SMA200,Avg Volume,Dividend %,EPS next 5Y
CELH,20.83,20.83,11.807536,22.8,20.83,20.913143,20.83,1.555183,20.77,811.07135,15.824301,20.77,22.71,26.76,126.16666,3.06,22.69,22.8,14.003,0.01841,340.394,5.3895707,0.18,0.986,0.050100002,0.14991,0.028,0.15509713,23.032454,0.62949,4.15,0.0947,20.83,,,,,,,1610000000.0,0.09029999999999999,0.008,69400000000.0,0.16699999999999998,1.2821,-0.6977,26190000000.0,0.16940000000000002,1900000000.0,0.462,0.1359,1.0552,102800000000.0,1.7209999999999999,-0.0701,4.9141,0.021,5.7994,0.028999999999999998,3.7019,0.289,-0.02,-0.15130000000000002,0.38799999999999996,0.435,6.4216,0.863,0.027000000000000003,1.848,0.018000000000000002,0.0,0.1118,0.17129999999999998,1.3122,,,
CRSR,18.78,19.58,16.866,21.19,18.78,16.866,19.58,,19.58,,1.4202946,19.58,20.1,21.19,,14.09,20.07,21.19,2.738,0.02412,30.37,0.31789482,,,,,,0.15509713,,,,,19.58,,,,,,,1670000000.0,0.0703,,82960000000.0,0.4105,,,18970000000.0,,31300000000.0,,,,1300000000.0,0.38799999999999996,,,,,,0.4105,,0.04,0.0005,,0.242,0.4265,0.579,0.057999999999999996,4.041,0.024,0.0,0.1917,0.1917,0.1917,4650000000.0,,
CSII,36.9,36.98,34.64065,39.71,36.9,33.651714,36.98,1.313823,35.138,,6.599079,35.138,39.44,55.22,-983.75,,39.45,39.71,5.297,-0.11514,-64.775,-0.19061196,-0.04,6.775,0.033299997,0.95357,-0.795,0.15509713,5.808118,0.0328,3.73,0.048299998,36.98,-0.83,,,,,,1530000000.0,0.0664,0.027999999999999997,39500000000.0,0.1016,0.902,-0.0023,38250000000.0,0.2045,-27200000000.0,0.955,0.0345,0.2572,236500000000.0,0.48100000000000004,0.09539999999999998,0.11349999999999999,-0.109,-0.1459,-0.156,-0.1902,0.052000000000000005,-0.09300000000000001,-0.2874,0.054000000000000006,0.794,0.5135000000000001,-0.377,-0.113,,-0.115,,0.13570000000000002,0.2009,0.0414,,,
DDS,33.51,33.72,29.191378,36.935,33.51,30.532,33.72,0.993311,33.72,,0.15858437,33.72,36.69,84.47,-202.88889,21.5,36.48,36.935,0.283,-0.0189,17.741,-0.49088424,-0.18,61.282,0.3019,1.0937,-4.054,0.15509713,0.59593356,0.20313999,11.96,1.4636,33.72,0.09,0.017905105,0.6,0.6,0.66,0.0196,777510000000.0,0.0898,0.20800000000000002,23170000000.0,0.21170000000000003,0.973,0.0001,14430000000.0,0.2089,-97400000000.0,,0.4683,0.4696,5150000000.0,-0.285,-0.0698,0.3071,-0.028999999999999998,-0.46340000000000003,-0.065,-0.503,-0.109,0.063,-0.5677,-0.013000000000000001,0.301,0.6984999999999999,-0.35200000000000004,-0.026000000000000002,0.767,-0.019,,0.1201,0.2606,-0.0894,,0.016399999999999998,
NKLA,17.88,18.26,40.90946,21.67,17.88,35.979713,18.26,,17.93,,17639.842,17.93,20.14,93.99,,10.27,20.35,21.67,13824.087,,-39.803,0.7359222,,,0.060399998,,,0.15509713,,,0.73,,18.26,-0.76,,,,,,7620000000.0,0.1454,0.012,303790000000.0,-0.0317,0.0,-0.23329999999999998,153680000000.0,-0.4982,-132199999999.99998,0.135,0.14880000000000002,-0.6892,440000000.0,0.09,1.6275,0.9339,-0.324,1.0156999999999998,-0.34,0.9845,,,-0.7820999999999999,,,1.0078,1.7690000000000001,,-4.1160000000000005,,,-0.35710000000000003,-0.426,-0.2237,28130000000.0,,0.2095
NOVA,26.93,27.42,18.107464,30.6763,26.93,24.765142,27.42,,27.2001,,18.101238,27.2001,30.39,30.6763,1520.5,6.12,30.4,30.6763,29.474,-1.0600901,150.782,1.6796019,0.02,7.461,0.025999999,0.9451,-9.366,0.15509713,4.075861,0.082229994,1.62,0.0668,27.42,-0.03,,,,,,2580000000.0,0.1292,0.003,84030000000.0,0.1746,0.871,-0.9845999999999999,42700000000.0,0.282,-151400000000.0,0.907,0.0518,0.7367,142800000000.0,-1.646,0.029500000000000002,2.1031,-0.059000000000000004,1.9813999999999998,-0.24,1.7249,,-0.016,0.027000000000000003,,0.603,3.969,0.237,-0.242,0.588,,,0.22949999999999998,0.2286,0.8073,1400000000.0,,
OMI,23.52,22.74,10.466811,25.2,23.52,16.662285,22.74,0.613712,22.06,,0.19034767,22.06,25.24,25.2,13.285715,3.63,25.15,25.2,0.35,-0.01245,15.238,3.0551724,1.89,6.2,0.1183,0.93654996,-1.723,0.15509713,4.05,0.02558,6.91,0.1439,22.74,0.31,0.00042517006,0.01,0.01,4.96,0.0004,1600000000.0,0.0676,0.031,61130000000.0,0.8209000000000001,0.1176,0.0478,60830000000.0,0.5145000000000001,-12000000000.0,0.9329999999999999,0.124,2.3213999999999997,8199999999.999999,0.943,0.0453,2.127,-0.03,3.3594,-0.237,3.8569,-0.187,0.040999999999999995,0.0484,-0.005,0.115,5.9174,-0.239,0.01,1.016,-0.013000000000000001,,0.5057,0.5527000000000001,1.7812000000000001,3000000000.0,0.0004,0.451
RAPT,27.42,27.52,22.887827,34.72,27.42,29.507713,27.52,,27.52,,356.19287,27.52,,51.21,-12.105263,10.52,32.28,34.72,243.213,,-11.346,1.1092308,-2.66,5.016,0.0416,0.70868,-3.068,0.15509713,6.4194584,0.028269999,4.04,0.0925,27.52,,,,,,,773120000000.0,0.1743,0.004,24340000000.0,0.1255,-0.204,-0.9606,23640000000.0,0.21050000000000002,-48700000000.0,0.75,0.043,0.16079999999999997,2200000000.0,-0.19,-0.013300000000000001,1.0896,-0.449,,-0.961,0.16620000000000001,,,-0.3712,,,2.0608,,,0.415,,,-0.023799999999999998,0.16140000000000002,0.2764,,,
REGI,50.02,50.74,29.152826,54.74,50.02,41.19857,50.74,1.453177,50.35,4.3476844,0.8160255,50.35,53.47,54.74,9.522281,14.01,53.4,54.74,0.662,0.21473,2.726,2.4808629,5.61,29.789,0.072399996,1.18137,12.287,0.15509713,1.7932794,0.031489998,3.31,0.08979999,50.74,-0.97,,,,,,2160000000.0,0.068,0.03,39180000000.0,0.1666,0.6954,-0.0335,38060000000.0,0.598,556200000000.0,,0.0747,1.2333,2620000000.0,0.32899999999999996,-0.010700000000000001,1.8131,0.35700000000000004,2.7251999999999996,0.536,0.9822,0.35100000000000003,0.305,0.0616,0.157,0.267,2.8514999999999997,-0.026000000000000002,0.218,1.013,0.21100000000000002,0.0,0.21539999999999998,0.4204,0.8878,,,
RLAY,39.98,39.83,38.04604,43.78,39.98,38.189713,39.83,,39.83,,,39.83,43.69,49.89,,32.56,39.01,43.78,,,-38.856,0.14065623,,,0.0321,,,0.15509713,,,10.26,0.0633,39.83,,,,,,,3910000000.0,0.0653,0.03,91780000000.0,0.0102,0.2,0.0,86300000000.0,0.059699999999999996,,,0.0335,,,-0.544,,,,,,0.2151,,,-0.1463,,,0.308,,,,,,0.0928,0.124,0.11939999999999999,,,
SGRY,19.63,19.68,13.61308,23.06,19.63,20.080856,19.68,3.50287,19.68,,0.62405,19.68,22.8,24.75,-42.115387,,21.89,23.06,2.892,-0.05317,19.17,1.7454543,-0.52,4.106,0.0494,0.96126,-2.733,0.15509713,5.333658,0.05376,7.96,0.111,19.68,0.1,,,,,,1060000000.0,0.11560000000000001,0.015,48840000000.0,0.1294,0.544,-0.0316,20880000000.0,0.1472,-144400000000.0,0.9612999999999999,0.11960000000000001,0.8912,1780000000.0,0.5379999999999999,0.0464,3.1477,-0.026000000000000002,2.029,-0.49700000000000005,0.39890000000000003,-0.10800000000000001,0.078,-0.1152,0.353,0.249,4.475,-0.159,0.11,-0.45899999999999996,-0.07400000000000001,,0.0495,0.14880000000000002,0.5234000000000001,,,
,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,regularMarketDayHigh,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,dividendRate,beta,regularMarketDayLow,trailingPE,priceToSalesTrailing12Months,dayLow,ask,fiftyTwoWeekHigh,forwardPE,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,dividendYield,dayHigh,enterpriseToRevenue,profitMargins,enterpriseToEbitda,52WeekChange,forwardEps,bookValue,sharesPercentSharesOut,heldPercentInstitutions,trailingEps,SandP52WeekChange,priceToBook,heldPercentInsiders,shortRatio,pegRatio,shortPercentOfFloat,regularMarketPrice,earningsQuarterlyGrowth,Market Cap,Change,Insider Own,Shs Outstand,Perf Week,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,Inst Own,Short Float,Perf Quarter,Sales,EPS this Y,Inst Trans,Perf Half Y,ROA,Perf Year,EPS next 5Y,ROE,Perf YTD,EPS past 5Y,ROI,52W High,Dividend %,Sales past 5Y,52W Low,Sales Q/Q,Profit Margin,Payout,SMA20,SMA50,SMA200,Gross Margin,Oper. Margin,EPS Q/Q,Avg Volume
AEL,21.99,33.99,21.827194,0.013642565,0.1145,34.015,21.99,23.075142,0.3,33.99,0.3,1.60758,29.6,11.949542,1.2192984,29.6,30.97,34.16,6.8402624,1.04,9.07,30.91,0.0137,34.015,0.075,0.107329994,0.537,-0.00856632,4.57,55.265,0.0342,0.97116995,2.616,0.15542006,0.5656383,0.017,7.77,0.41,0.047,33.99,,1990000000.0,0.40840000000000004,0.012,91800000000.0,0.1242,-0.0567,0.0,85840000000.0,-0.0803,240500000000.0,0.9712000000000001,0.0366,-0.0574,2360000000.0,-0.465,0.0512,0.3458,0.004,-0.057800000000000004,0.1,0.055999999999999994,-0.26530000000000004,0.11199999999999999,0.33299999999999996,-0.0934,0.013600000000000001,0.09699999999999999,2.4146,0.302,0.102,0.114,0.40840000000000004,0.3,0.30269999999999997,,,,
BRP,24.91,,16.403776,,,28.31,24.91,25.22243,,,,,24.62,,11.898739,24.62,26.86,30.15,33.7875,,8.35,26.8,,28.31,6.03,-0.059710003,47.765,0.52168596,0.8,6.742,0.0049,0.96489996,-0.326,0.15542006,4.0091963,0.00865,1.15,1.04,0.0128999995,,,1930000000.0,0.0755,0.565,78760000000.0,0.005699999999999999,0.675,-0.0019,30010000000.0,-0.09449999999999999,-15100000000.0,0.9649,0.013000000000000001,0.4997,180400000000.0,2.0,0.261,1.693,-0.028999999999999998,,0.49700000000000005,-0.174,0.552,,-0.10400000000000001,-0.1114,,,2.2084,0.55,-0.084,,0.0139,0.16440000000000002,0.6443000000000001,0.27699999999999997,-0.14,,
CDNA,37.94,38.89,30.066942,0.041539274,,42.79,37.94,33.59357,1.576,38.89,,0.983277,38.59,,13.543979,38.59,41.01,42.79,690.6667,,13.04,40.91,,42.79,11.115,-0.12663001,-74.161,0.49018073,0.06,5.337,0.1145,0.97010005,-0.44,0.15542006,7.764662,0.02495,14.97,-11.52,0.12979999,38.89,,1750000000.0,0.0783,0.023,48960000000.0,0.2121,1.375,-0.20129999999999998,48030000000.0,0.111,-19000000000.0,0.9701000000000001,0.1167,0.0766,149800000000.0,0.603,0.13019999999999998,0.9495999999999999,-0.095,0.6496,0.2,-0.136,0.7589,-0.523,-0.228,0.0579,,0.36,2.1372999999999998,0.327,-0.127,,0.22030000000000002,0.2227,0.4643,0.655,-0.193,0.212,
CNST,20.26,20.66,29.95705,,,23.14,20.26,21.672571,,20.66,,2.887096,20.23,,,20.23,22.55,59.49,-6.990683,,7.36,22.46,,23.14,,,-4.622,1.4737487,-3.22,9.936,0.0799,0.9953,-2.767,0.15542006,2.2654994,0.021459999,8.41,,0.117,20.66,,894280000000.0,0.1106,0.001,42590000000.0,0.14980000000000002,-0.171,-0.7278,25450000000.0,-0.0375,-100600000000.0,0.9953,0.1492,-0.2973,,0.11699999999999999,0.2662,-0.2982,-0.285,1.6693,,-0.34299999999999997,-0.5699000000000001,,,-0.6218,,,2.1163,,,,0.0701,-0.0268,-0.3066,,,0.132,
DECK,220.01,222.65,180.83899,,,,220.01,210.42343,,222.65,,0.879041,222.8,23.337286,3.0945098,222.8,235.64,,20.684763,,78.7,234.99,,,2.678,0.13442001,14.189,0.5069177,11.42,40.597,0.0327,1.04906,10.122,0.15542006,5.8186564,0.0109,3.15,1.42,0.049000002,222.65,,6240000000.0,0.0699,0.01,28000000000.0,0.0256,0.21359999999999998,-0.1336,27620000000.0,0.07919999999999999,289900000000.0,0.9940000000000001,0.0332,0.132,2140000000.0000002,0.078,-0.0259,0.7779,0.16,0.5025,0.163,0.266,0.3029,0.158,0.235,0.0429,,0.033,1.9909999999999999,0.023,0.134,0.0,0.1217,0.1177,0.3126,0.522,0.16899999999999998,0.5720000000000001,
DMRC,22.33,22.56,15.575755,,,,22.33,16.742857,,22.56,,1.126532,22.56,,14.238925,22.56,26.71,43.31,-12.298577,,9.92,26.54,,,10.197,-1.37679,-7.733,-0.40150094,-2.18,3.068,0.1521,0.68092,-2.732,0.15542006,8.738885,0.08598,18.25,-0.43,0.15720001,22.56,,271980000000.00003,0.1979,0.037000000000000005,12110000000.0,0.3221,0.079,0.0,11600000000.0,0.39740000000000003,-32799999999.999996,0.604,0.166,0.4169,23800000000.0,0.024,-0.047599999999999996,0.9085,-0.594,-0.4012,0.2,-0.7090000000000001,-0.3346,-0.047,-0.6829999999999999,-0.3824,,-0.022000000000000002,1.6965999999999999,0.048,,,0.4824,0.6668000000000001,0.3326,0.6629999999999999,,0.094,
EHTH,,80.97,100.34935,,,85.75,,71.19171,,80.97,,-0.306577,80.15,29.144127,3.8672433,80.15,84.3,152.19,15.912149,,52.71,84.07,,85.75,3.195,0.1374,17.001,0.25237787,5.35,30.849,0.104399994,1.10745,2.921,0.15542006,2.7595706,0.03162,2.43,0.71,0.12100001,80.97,,1910000000.0,0.0647,0.046,26360000000.0,0.0907,0.2707,-0.0091,24630000000.0,0.2516,77900000000.0,,0.1092,-0.225,566800000000.0,0.012,0.0493,-0.4089,0.09699999999999999,0.2382,0.2495,0.12300000000000001,-0.1778,0.385,0.12300000000000001,-0.4473,,0.23,0.5957,0.35,0.13699999999999998,0.0,0.1518,0.14300000000000002,-0.1863,0.993,0.172,0.48700000000000004,1170000000.0
ENPH,82.59,85.56,55.117985,,,88.5,82.59,72.67029,,85.56,,1.040691,84.41,71.198555,15.463156,84.41,87.81,88.5,52.058704,,17.18,87.68,,88.5,14.101,0.23491,68.923,2.6837642,1.7,2.938,0.092700005,0.57295,1.243,0.15542006,30.122465,0.19753,4.11,1.95,0.1099,85.56,,9810000000.0,0.0625,0.018000000000000002,125600000000.0,0.1753,0.40950000000000003,-0.8737999999999999,114910000000.0,0.0694,169400000000.0,0.727,0.1017,0.6834,721200000000.0,0.263,0.22820000000000001,1.7743,0.20800000000000002,2.8042000000000002,0.3538,0.61,2.1607,0.535,0.46,0.0358,,0.127,4.1076999999999995,-0.064,0.235,0.0,0.2339,0.2488,0.7687,0.377,0.185,-5.636,3490000000.0
EXPI,40.34,40.79,19.537806,,,44.5,40.34,39.959858,,40.79,,3.263099,40.33,391.8584,2.5692196,40.33,43.9,46.58,94.21276,,6.51,43.85,,44.5,2.389,0.00627,252.008,4.1192894,0.47,1.143,0.0196,0.12109999,0.113,0.15542006,38.740158,0.60153,0.98,15.34,0.0469,40.79,,2690000000.0,0.0858,0.5720000000000001,67760000000.00001,0.0891,0.915,-0.0204,29170000000.0,-0.0931,7400000000.0,0.156,0.046,1.511,1180000000.0,0.608,0.278,4.1851,0.064,3.9255,0.1,0.128,2.5605,,-0.17,-0.059699999999999996,,1.361,5.7280999999999995,0.325,0.006,0.0,0.07490000000000001,0.2591,1.5928,0.09300000000000001,0.006999999999999999,4.191,
LAD,227.94,,162.08907,0.005308415,0.1014,,227.94,245.3397,1.21,,1.24,1.817168,232.34,20.803278,0.4625338,232.34,244.44,278.14,13.85208,,55.74,243.79,0.0054,,0.675,0.022780001,13.897,0.8058945,17.78,67.202,0.1104,1.0567,11.839,0.15542006,3.6649203,0.01523,4.64,0.61,0.15640001,,0.255,5290000000.0,0.0691,0.013999999999999999,22800000000.0,0.010700000000000001,0.2348,-0.1117,22110000000.0,-0.08439999999999999,277100000000.0,,0.114,0.4711,12160000000.0,0.138,0.0179,2.1203,0.047,0.7625,0.252,0.191,0.5506,0.177,0.078,-0.12390000000000001,0.0054,0.18600000000000003,3.3719,-0.14400000000000002,0.023,0.09699999999999999,0.0369,0.0084,0.5845,0.159,0.04,0.28300000000000003,
NKLA,20.48,21.97,40.074215,,,,20.48,35.39057,,21.97,,,21.78,,20249.729,21.78,23.36,93.99,,,10.27,23.33,,,16063.52,,-46.251,0.98834944,,,0.060399998,,,0.15542006,,,0.73,-0.87,,21.97,,7620000000.0,0.1387,0.012,303790000000.0,-0.0317,0.0,-0.23329999999999998,153680000000.0,-0.4982,-132199999999.99998,0.135,0.14880000000000002,-0.6892,440000000.0,0.09,1.6275,0.9339,-0.324,1.0156999999999998,0.2095,-0.34,0.9845,,,-0.7519,,,1.2863,1.7690000000000001,,,-0.24359999999999998,-0.3392,-0.11779999999999999,,,-4.1160000000000005,29370000000.0
OSTK,72.65,75.09,42.267193,,,83.99,72.65,86.94343,,75.09,,4.452062,74.4,,1.9112109,74.4,82.19,128.5,306.68518,,2.53,81.99,,83.99,1.482,-0.02046,-70.712,6.0125484,0.27,3.457,0.1293,0.44951,-1.026,0.15542006,23.952848,0.01669,0.65,496.93,0.1308,75.09,,3160000000.0,0.12869999999999998,0.002,40330000000.0,0.0172,8.166699999999999,-0.19469999999999998,36100000000.0,-0.1697,-38900000000.0,0.593,0.1531,1.416,1850000000.0,0.494,0.4979,15.0375,-0.081,6.5598,0.05,-0.33899999999999997,9.305,-0.63,-1.136,-0.3619,,-0.005,31.4111,1.094,-0.021,,0.124,-0.018799999999999997,1.5888999999999998,0.217,-0.027999999999999997,2.2159999999999997,6960000000.0
SAIL,39.57,44.19,26.66374,,,46.19,39.57,38.088856,,44.19,,2.195918,44.16,1187.6316,12.297816,44.16,44.85,46.19,451.30002,,11.61,44.82,,46.19,10.441,0.01115,113.003,1.1320043,0.1,4.942,0.0971,1.0393,0.038,0.15542006,9.13193,0.038599998,7.37,26.38,0.1001,44.19,,3540000000.0,0.1331,0.023,90330000000.0,0.0643,-0.019799999999999998,-0.1978,87560000000.0,0.0087,3700000000.0,,0.1005,0.39280000000000004,332800000000.0,-3.364,0.0554,1.8447,0.004,1.1552,0.15,0.009000000000000001,0.6767,,-0.006999999999999999,0.052000000000000005,,,2.8618,0.466,0.011000000000000001,0.0,0.1771,0.23420000000000002,0.7271,0.784,0.03,1.321,1450000000.0
SDGR,47.51,47.92,61.288704,,,51.6524,47.51,58.253143,,47.92,,,47.5,,37.124775,47.5,50.79,99.5,,,25.5,50.69,,51.6524,28.798,-0.37296,-61.606,0.6588687,,,0.0625,0.26101,,0.15542006,,0.06966,3.32,,0.1456,47.92,,3070000000.0,0.06709999999999999,0.106,63300000000.0,-0.0416,0.47600000000000003,-0.3882,23780000000.0,-0.21420000000000003,-35500000000.0,0.424,0.1816,-0.4891,95100000000.0,0.136,0.0182,0.2061,-0.14,,,-0.345,0.6589,,0.41100000000000003,-0.4905,,,0.9882,0.21600000000000003,-0.373,,-0.0348,-0.2004,-0.1197,0.583,-0.505,-5.502000000000001,1360000000.0
,previousClose,regularMarketOpen,twoHundredDayAverage,payoutRatio,regularMarketDayHigh,regularMarketPreviousClose,fiftyDayAverage,open,dividendRate,beta,regularMarketDayLow,priceToSalesTrailing12Months,dayLow,ask,fiftyTwoWeekHigh,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,dividendYield,dayHigh,enterpriseToRevenue,profitMargins,enterpriseToEbitda,52WeekChange,sharesPercentSharesOut,heldPercentInstitutions,lastDividendValue,SandP52WeekChange,heldPercentInsiders,earningsQuarterlyGrowth,pegRatio,shortPercentOfFloat,regularMarketPrice,trailingAnnualDividendYield,trailingAnnualDividendRate,forwardPE,forwardEps,bookValue,trailingEps,priceToBook,shortRatio,trailingPE,Market Cap,Change,Insider Own,Shs Outstand,Perf Week,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,Inst Own,Short Float,Perf Quarter,Sales,EPS this Y,Inst Trans,Perf Half Y,ROA,Perf Year,EPS next 5Y,ROE,Perf YTD,EPS past 5Y,ROI,52W High,Dividend %,Sales past 5Y,Gross Margin,52W Low,Sales Q/Q,Oper. Margin,EPS Q/Q,Profit Margin,Payout,SMA20,SMA50,SMA200,Avg Volume
AVNT,26.81,28.1,23.933071,0.7868,29.5,26.81,26.610285,28.1,0.81,1.818283,27.88,0.98879033,27.88,28.89,37.33,1.92,8.69,28.85,0.030199999,29.5,0.886,0.21006,7.859,-0.16687387,0.0201,0.82385004,0.203,0.14525354,0.01089,-0.458,4.3,0.0229,28.1,,,,,,,,,,2460000000.0,0.0724,0.008,91400000000.0,0.0712,0.332,0.0,90470000000.0,0.035699999999999996,86100000000.0,0.902,0.0203,0.0764,2680000000.0,-0.08900000000000001,-0.0507,0.6363,0.158,-0.0797,0.032,0.47700000000000004,-0.21850000000000003,0.031,0.054000000000000006,-0.2298,0.0282,-0.057,0.237,2.3103,-0.18600000000000003,0.057999999999999996,-0.161,0.21,0.11,0.0732,0.0975,0.0947,
BBBY,18.745,18.22,8.944357,,20.9,18.745,12.813143,18.22,0.68,2.554626,18.3,0.26243713,18.3,20.69,20.9,,3.43,20.6,0.17940001,20.9,0.493,-0.05509,-58.963,0.85827553,0.5758,1.1455001,0.17,0.14525354,0.05071,,-0.1,0.7583,18.22,0.027207254,0.51,147.14285,0.14,11.747,-4.418,1.7536393,10.72,,2490000000.0,0.099,0.025,123700000000.0,0.4178,0.966,0.0134,118740000000.0,0.6566,-588000000000.0,,0.6111,0.9145,9890000000.0,-3.8310000000000004,-0.043899999999999995,4.2284,-0.069,1.0019,0.65,-0.312,0.19079999999999997,-0.244,-0.16399999999999998,0.0113,0.033,-0.012,0.304,5.0058,-0.49200000000000005,-0.076,0.04,-0.055,,0.5553,0.6685,0.9754999999999999,11020000000.0
BCO,42.18,40.95,45.270714,1.8182001,45.66,42.18,45.026855,40.95,0.6,1.190635,40.95,0.64260405,40.95,45.48,97.12,0.93,33.17,45.42,0.014199999,45.66,1.238,0.00491,13.326,-0.48034984,0.09689999,1.00016,0.15,0.14525354,0.01546,0.032,1.26,0.1112,40.95,0.014224752,0.6,10.713948,4.23,2.204,0.332,20.562613,10.58,136.50603,2250000000.0,0.07440000000000001,0.012,50800000000.0,0.124,0.8351000000000001,0.0462,49710000000.0,-0.059800000000000006,17500000000.0,,0.09849999999999999,0.0139,3560000000.0,1.796,0.022000000000000002,0.0345,0.004,-0.43579999999999997,0.145,0.13,-0.5002,0.201,0.096,-0.5334,0.0132,0.006999999999999999,0.215,0.3664,-0.096,0.042,0.085,0.005,1.739,0.0382,0.0097,-0.2115,
GDOT,52.33,51.1,41.008713,,59.86,52.33,51.246284,51.1,,1.065217,50.8819,2.6996186,50.8819,59.13,59.86,,14.2,59.38,,59.86,1.077,0.043759998,,1.2033684,0.0396,0.95478994,,0.14525354,0.08513,-0.905,6.74,0.0481,51.1,,,26.473213,2.24,18.842,0.965,3.1472244,5.41,61.45078,3100000000.0,0.1332,0.019,52280000000.0,0.1999,0.2096,-0.0175,52160000000.0,0.079,51300000000.0,0.993,0.0406,0.15839999999999999,1170000000.0,-0.139,0.0305,1.7238999999999998,0.019,1.5659999999999998,0.042199999999999994,0.053,1.5451,0.159,0.047,0.0418,,0.13,,3.1761,0.136,0.053,-0.904,0.044000000000000004,0.0,0.192,0.1509,0.5839,
HIBB,41.57,41.13,21.925714,,44.94,41.57,33.790855,41.13,,1.790969,40.75,0.56772447,40.75,44.59,44.94,,7.33,44.2,,44.94,0.556,0.02564,5.806,0.85497546,0.2714,1.4889901,,0.14525354,0.0152199995,,1.37,0.3824,41.13,,,14.674342,3.04,20.895,1.933,2.1349604,5.61,23.078117,723570000000.0,0.0731,0.006999999999999999,16540000000.0,0.18489999999999998,-0.2791,-0.1572,16329999999.999998,0.3171,45200000000.0,0.95,0.2749,0.8898999999999999,1300000000.0,0.009000000000000001,-0.0842,3.5942000000000003,0.044000000000000004,0.9765,0.07200000000000001,0.10099999999999999,0.5909,-0.11900000000000001,0.08199999999999999,0.060899999999999996,,0.053,0.332,5.0859,-0.259,0.034,1.39,0.026000000000000002,0.0,0.18,0.4375,0.9763,
HMST,26.21,28.1,24.540785,0.1402,29.63,26.21,27.099428,28.1,0.6,1.039018,27.27,2.3320901,27.27,29.77,35.44,,18.44,28.4,0.0233,29.63,4.666,0.17729999,,-0.034977913,0.0161,0.88852,0.15,0.14525354,0.029070001,,1.39,0.0227,28.1,0.011446014,0.3,10.229166,2.88,30.192,2.085,0.97575516,2.2,14.129496,666390000000.0,0.124,0.026000000000000002,23330000000.0,0.18030000000000002,0.0695,0.1017,22000000000.0,0.061200000000000004,52800000000.0,0.894,0.0166,0.24780000000000002,262399999999.99997,1.013,-0.0165,0.435,0.006999999999999999,0.09759999999999999,0.07,0.07400000000000001,-0.1335,0.012,0.19399999999999998,-0.16870000000000002,0.0204,0.201,,0.5976,-0.14300000000000002,0.73,1.41,0.19399999999999998,0.141,0.11470000000000001,0.08990000000000001,0.11019999999999999,
