,previousClose,regularMarketOpen,twoHundredDayAverage,regularMarketDayHigh,regularMarketPreviousClose,fiftyDayAverage,open,beta,regularMarketDayLow,trailingPE,priceToSalesTrailing12Months,dayLow,ask,fiftyTwoWeekHigh,fiftyTwoWeekLow,bid,dayHigh,enterpriseToRevenue,profitMargins,enterpriseToEbitda,52WeekChange,forwardEps,bookValue,sharesPercentSharesOut,heldPercentInstitutions,trailingEps,SandP52WeekChange,priceToBook,heldPercentInsiders,shortRatio,earningsQuarterlyGrowth,pegRatio,shortPercentOfFloat,regularMarketPrice,forwardPE,trailingAnnualDividendYield,payoutRatio,trailingAnnualDividendRate,dividendRate,fiveYearAvgDividendYield,dividendYield,Market Cap,Change,Insider Own,Shs Outstand,Perf Week,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,Short Float,Perf Quarter,Sales,EPS this Y,Inst Trans,Perf Half Y,ROA,Perf Year,EPS next 5Y,ROE,Perf YTD,EPS past 5Y,ROI,52W High,Sales past 5Y,Gross Margin,52W Low,Sales Q/Q,Oper. Margin,EPS Q/Q,Profit Margin,Payout,SMA20,SMA50,SMA200,Inst Own,Dividend %,Avg Volume
LAD,246.77,242.12,162.69392,0.1014,274.86,246.77,244.99115,242.12,1.24,1.817168,241.51,0.5098971,241.51,,278.14,,55.74,270.04,0.005,274.86,0.757,0.022780001,15.582,0.95569825,0.1104,1.0567,0.31,0.14525354,0.01523,0.255,0.73,0.15640001,242.12,0.0049033514,1.21,14.975732,18.13,67.202,11.839,4.040207,4.64,22.933527,6300000000.0,0.1003,0.013999999999999999,22800000000.0,0.2444,0.2348,-0.1117,22110000000.0,0.0533,277100000000.0,,0.114,0.7189,12160000000.0,0.138,0.0179,3.0463,0.047,1.1511,0.252,0.191,0.847,0.177,0.078,-0.023799999999999998,0.0046,0.18600000000000003,0.159,3.8710000000000004,-0.14400000000000002,0.04,0.28300000000000003,0.023,0.09699999999999999,0.158,0.1201,0.76,
NUS,51.18,55.52,38.156284,0.5602,57.01,51.18,49.35486,55.52,1.5,1.40078,53.5735,1.2719603,53.5735,57.29,57.01,3.01,12.31,56.08,0.0293,57.01,1.217,0.06328,9.517,0.22999275,0.0295,0.78952,0.375,0.14525354,0.029660001,-0.097,8.2,0.04,55.52,0.029112935,1.49,16.646885,3.37,15.379,2.667,3.6478314,3.9,21.03487,2900000000.0,0.09609999999999999,0.012,51870000000.0,0.1026,0.12029999999999999,-0.1206,50490000000.0,0.1629,145800000000.0,0.777,0.0301,0.2627,2300000000.0,0.43799999999999994,-0.0013,1.5431,0.083,0.38520000000000004,0.0208,0.17600000000000002,0.369,0.0,0.15,0.0461,0.026699999999999998,-0.012,0.757,3.5591000000000004,-0.018000000000000002,0.095,-0.027000000000000003,0.063,0.556,0.10779999999999999,0.1617,0.5206000000000001,
RNST,23.01,25.19,23.671715,0.5146,26.42,23.01,24.34057,25.19,0.88,1.357302,24.44,2.5383954,24.44,25.66,36.84,2.22,18.22,24.67,0.0382,26.42,2.698,0.17839001,,-0.32660222,0.0325,0.69817,0.22,0.14525354,0.03464,-0.568,1.62,0.033800002,25.19,0.03824424,0.88,15.320988,1.62,37.075,1.718,0.6694538,6.73,14.447031,1360000000.0,0.0787,0.013000000000000001,56170000000.0,0.13019999999999998,0.13119999999999998,-0.0015,54180000000.0,-0.041299999999999996,98000000000.0,0.715,0.0337,0.0698,521799999999.99994,0.031,0.0362,0.12869999999999998,0.006999999999999999,-0.26039999999999996,0.1,0.047,-0.2993,0.08900000000000001,0.165,-0.32630000000000003,0.0355,0.191,,0.36219999999999997,-0.10099999999999999,0.713,-0.551,0.188,0.514,0.059000000000000004,0.0181,-0.055999999999999994,
TEX,20.33,19.77,17.426643,0.5763,21.83,20.33,19.832857,19.77,,1.680044,19.68,0.4357361,19.68,21.58,31.28,1.24,11.54,21.62,,21.83,0.655,0.0034400001,14.113,-0.16918671,0.0403,0.96161,0.12,0.14525354,0.040999997,,2.12,0.0538,19.77,0.016724054,0.34,20.367926,1.06,11.668,0.168,1.8503599,5.09,128.5119,1480000000.0,0.062,0.02,69300000000.0,0.1702,3.304,-0.0282,66400000000.00001,0.0849,43000000000.0,0.902,0.042,0.16510000000000002,3430000000.0,-0.091,-0.0225,0.6723,0.004,-0.10039999999999999,,0.013999999999999999,-0.275,0.052000000000000005,0.141,-0.3098,,-0.098,0.18100000000000002,0.8709,-0.47200000000000003,0.032,-1.041,0.003,2.161,0.0977,0.0883,0.0849,
WHD,18.8,18.44,18.835928,0.2077,20.44,18.8,21.369143,18.44,0.36,2.334518,18.36,2.897241,18.36,22.06,35.28,,8.16,20.02,0.0188,20.44,1.672,0.119619995,4.95,-0.32881117,0.0086,1.02984,0.09,0.14525354,0.0051700003,-0.718,-2.87,0.0137,18.44,0.014361703,0.27,52.842106,0.38,7.303,1.321,2.7495549,2.28,15.200605,1490000000.0,0.0681,0.0052,47440000000.0,0.1057,-0.31370000000000003,0.0,47210000000.0,-0.0755,62400000000.0,,0.0137,-0.0285,521700000000.00006,1.7309999999999999,-0.0134,0.7522,0.075,-0.2986,-0.12119999999999999,0.188,-0.41490000000000005,,0.447,-0.43079999999999996,0.0179,,0.349,1.4608,-0.605,0.253,-0.7509999999999999,0.12,0.204,0.0108,-0.08689999999999999,-0.08689999999999999,
,previousClose,regularMarketOpen,twoHundredDayAverage,regularMarketDayHigh,regularMarketPreviousClose,fiftyDayAverage,open,beta,regularMarketDayLow,priceToSalesTrailing12Months,dayLow,ask,fiftyTwoWeekHigh,forwardPE,fiftyTwoWeekLow,bid,dayHigh,enterpriseToRevenue,profitMargins,enterpriseToEbitda,52WeekChange,forwardEps,bookValue,sharesPercentSharesOut,heldPercentInstitutions,trailingEps,SandP52WeekChange,priceToBook,heldPercentInsiders,shortRatio,pegRatio,shortPercentOfFloat,regularMarketPrice,trailingAnnualDividendYield,payoutRatio,trailingAnnualDividendRate,dividendRate,trailingPE,fiveYearAvgDividendYield,dividendYield,lastDividendValue,earningsQuarterlyGrowth,Market Cap,Change,Insider Own,Shs Outstand,Perf Week,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,Inst Own,Short Float,Perf Quarter,Sales,EPS this Y,Inst Trans,Perf Half Y,ROA,Perf Year,EPS next 5Y,ROE,Perf YTD,EPS past 5Y,52W High,Sales past 5Y,Gross Margin,52W Low,Sales Q/Q,EPS Q/Q,SMA20,SMA50,SMA200,ROI,Dividend %,Oper. Margin,Profit Margin,Payout,Avg Volume
AGIO,33.42,33.79,44.26036,36.88,33.42,38.09941,33.79,1.843905,33.6,13.512804,33.6,36.35,56.75,-7.3286285,27.77,35.99,36.88,9.851,-1.82486,-5.395,-0.014450073,-4.96,8.087,0.0875,1.021,-5.212,0.13938725,4.4948683,0.113690004,10.79,-0.19,0.1354,33.79,,,,,,,,,,2630000000.0,0.0877,0.002,68960000000.0,0.031200000000000002,-0.053,-0.0258,60380000000.0,-0.1106,-339300000000.0,0.996,0.1001,-0.3309,185900000000.0,-0.138,-0.020099999999999996,-0.0797,-0.40299999999999997,0.0641,0.4,-0.597,-0.23870000000000002,-0.34,-0.3594,0.125,0.99,0.30879999999999996,0.424,0.299,-0.013000000000000001,-0.0993,-0.2006,,,,,,
ALB,89.29,91.26,77.07841,95.89,89.29,92.25853,91.26,1.402095,91.14,2.986036,91.14,94.69,,22.192038,48.89,93.5,95.89,3.911,0.12986,14.921,0.35947013,4.27,37.846,0.0872,0.92643,4.119,0.13938725,2.5038314,0.00511,11.15,1.69,0.0998,91.26,0.016855191,0.3653,1.505,1.54,23.005585,1.61,0.0172,0.385,-0.445,9790000000.0,0.0613,0.002,106330000000.0,0.11689999999999999,0.2126,-0.5029,105860000000.0,0.017,438300000000.0,0.929,0.0876,0.21489999999999998,3380000000.0,-0.183,-0.0301,0.6645,0.046,0.4288,0.15,0.11199999999999999,0.2974,0.14400000000000002,-0.061799999999999994,0.08,0.33299999999999996,0.9381999999999999,-0.13699999999999998,-0.446,0.029900000000000003,0.04769999999999999,0.221,0.076,0.0163,0.154,0.13,0.36,1180000000.0
ALLO,36.58,36.78,35.82232,39.09,36.58,35.594414,36.78,,36.72,,36.72,38.92,,-15.363636,17.43,38.84,39.09,,,-18.177,0.35531688,-2.53,8.356,0.0733,0.57578,-2.107,0.13938725,4.651747,0.38799998,19.03,,0.1229,36.78,,,,,,,,,,5560000000.0,0.0626,0.031,115380000000.0,0.0432,-0.166,-0.2525,68940000000.0,0.15960000000000002,-227200000000.0,0.643,0.1481,-0.1182,,-0.049,0.1916,0.8412999999999999,-0.27,0.4364,,-0.301,0.4962,,-0.2933,,,1.2301,,-0.27899999999999997,0.0915,0.0745,0.19940000000000002,,,,,,
AMWL,28.37,28.86,26.78,33.9,28.37,26.78,28.86,,28.6501,37.545673,28.6501,33.7,33.9,,22.1,33.36,33.9,3.529,-0.77940005,-4.643,0.22973561,,,,,,0.13938725,,,,,,28.86,,,,,,,,,,7820000000.0,0.1632,0.036000000000000004,236940000000.0,0.16570000000000001,,0.0,133460000000.00002,,-157500000000.0,,,,202100000000.0,-0.655,,,,,,,0.4304,,0.0335,,0.43,0.4932,0.938,-3.4189999999999996,0.2318,0.2318,0.2318,0.306,,-0.8109999999999999,-0.779,,5670000000.0
APLS,30.79,31.17,30.67953,33.085,30.79,30.01794,31.17,1.148286,31.17,,31.17,,45.04,-5.141744,16.85,33.03,33.085,,,-4.764,0.27336645,-6.42,3.07,0.1389,0.69478995,-6.793,0.13938725,10.752442,0.21841998,18.98,-1.55,0.213,31.17,,,,,,,,,,2580000000.0,0.0721,0.024,75550000000.0,0.10550000000000001,0.09300000000000001,-0.009300000000000001,59100000000.0,0.1003,-470500000000.0,0.826,0.1777,0.0659,,-1.089,0.11019999999999999,0.21760000000000002,-0.779,0.3332,0.027999999999999997,-2.8310000000000004,0.0781,,-0.2671,,,0.9591,,-0.397,0.08220000000000001,0.1284,0.0217,,,,,,
APOG,21.34,21.88,20.99174,23.2999,21.34,21.10147,21.88,1.284059,21.86,0.46467385,21.86,23.99,41.07,9.312757,13.77,20.91,23.2999,0.551,0.03718,6.982,-0.4205811,2.43,20.117,0.0559,0.90662,1.79,0.13938725,1.1249192,0.03143,8.33,0.64,0.0789,21.88,0.034582943,0.412,0.738,0.75,12.642458,1.59,0.035099998,0.188,-0.084,584760000000.0,0.0604,0.027000000000000003,26170000000.0,0.0521,0.0824,0.0374,25480000000.0,0.0932,47700000000.0,0.941,0.057800000000000004,0.0189,1280000000.0,0.424,0.0028000000000000004,0.2671,0.055,-0.3954,0.15,0.121,-0.3037,0.061,-0.449,0.08199999999999999,0.225,0.6437999999999999,-0.187,-0.809,0.08789999999999999,0.0472,-0.06480000000000001,0.095,0.0331,0.068,0.048,0.305,
ARCT,42.79,43.22,40.29406,50.775,42.79,45.83706,43.22,3.125931,43.22,108.28847,43.22,50.5,66.24,116.209305,8.51,,50.775,82.482,,-23.436,3.086915,0.43,4.533,0.091400005,0.30923998,-2.519,0.13938725,11.023605,0.29925,3.17,,0.1154,43.22,,,,,,,,,,1220000000.0,0.1678,0.22399999999999998,18790000000.0,0.2173,1.2009999999999998,-0.0025,18790000000.0,0.2823,-38500000000.0,0.529,0.1186,0.0062,11300000000.0,0.005,1.8540999999999999,2.7856,-0.39299999999999996,3.741,,-0.894,3.5970999999999997,0.337,-0.24559999999999998,,,4.8719,-0.775,-7.3,0.2091,0.032,0.5788,,,,,,
ARWR,43.82,44.19,38.605507,47.26,43.82,41.4575,44.19,1.655518,44.19,38.97209,44.19,47.11,73.72,-50.117023,19.51,47.1,47.26,34.097,-0.19745001,-149.769,0.3766886,-0.94,4.823,0.088599995,0.6391,-0.25,0.13938725,9.767779,0.02764,,-12.2,0.1221,44.19,,,,,,,,,,4920000000.0,0.0751,0.037000000000000005,101840000000.0,0.0785,-0.9179999999999999,-0.0634,99560000000.0,0.2712,-24400000000.0,0.6779999999999999,0.0911,0.0649,123700000000.0,2.059,0.0382,0.6279,-0.048,0.5395,0.0733,-0.055999999999999994,-0.25730000000000003,0.20600000000000002,-0.361,2.952,,1.4146,-0.358,-1.65,0.1514,0.11939999999999999,0.1547,0.249,,-0.27,-0.19699999999999998,,1410000000.0
BEAM,22.24,22.8758,22.884964,24.1,22.24,25.715883,22.8758,,22.66,49829.21,22.66,24.75,31.8,-9.54,,24.21,24.1,38206.176,,-9.664,0.18613327,-2.5,4.649,0.0725,0.23312001,-5.076,0.13938725,5.1301355,0.13614,6.47,,0.1075,22.8758,,,,,,,,,,1360000000.0,0.0724,0.019,49430000000.0,-0.1127,0.113,0.0,41970000000.0,-0.0033,-119300000000.0,0.529,0.0866,-0.1664,20000000.0,0.22399999999999998,0.0335,0.4324,-0.503,,,-4.01,0.272,,-0.25,,,0.8345999999999999,0.0,0.16699999999999998,-0.0859,-0.0231,0.0432,,,,,,
BEPC,59.64,60.34,50.0776,64.11,59.64,52.27353,60.34,,60.195,7.279414,60.195,61.5,64.11,,40.34,63.81,64.11,12.31,0.064229995,21.54,0.39215684,,,0.0034999999,,,0.13938725,,,1.74,,,60.34,,,,1.74,,,0.0291,0.434,-0.484,7370000000.0,0.0741,,115010000000.0,0.1542,,,72330000000.0,0.2522,192000000000.0,,0.0115,,2220000000.0,1.421,,,,,,,0.4953,,0.068,,0.634,0.588,0.583,-0.484,0.207,0.2792,0.2792,0.057999999999999996,0.027200000000000002,,,,
BIGC,84.67,86.23,87.384285,95.1899,84.67,89.551765,86.23,,84.27,48.51038,84.27,92.97,162.5,,63.772,91.88,95.1899,46.713,-0.26031,-189.515,0.17157888,,,0.115,,,0.13938725,,,1.42,,0.2131,86.23,,,,,,,,,,6090000000.0,0.09119999999999999,0.214,65890000000.0,0.17620000000000002,0.594,0.0,30070000000.0,-0.0118,,,0.2585,,128770000000.00002,-0.145,,,,,,,0.2784,,-0.4314,,,0.44880000000000003,0.33299999999999996,,0.10859999999999999,0.057300000000000004,0.057300000000000004,0.19,,,,,4080000000.0
BKE,21.47,21.75,16.583044,23.57,21.47,19.92,21.75,1.251393,21.69,1.3867788,21.69,23.16,28.52,11.6,11.76,23.1,23.57,1.332,0.11598,7.598,0.07835257,,8.505,0.147,0.7274,1.958,0.13938725,2.7278073,0.41551998,10.53,-1.31,0.33240002,21.75,0.025617141,0.28059998,0.55,1.2,11.848826,4.64,0.056599997,1.55,1.118,1130000000.0,0.0806,0.057999999999999996,48710000000.0,0.1159,0.08990000000000001,-0.0011,28880000000.0,0.156,95900000000.0,0.667,0.2516,0.43119999999999997,826600000000.0,0.08800000000000001,-0.0591,0.5602,0.11199999999999999,0.21239999999999998,-0.0888,0.24,-0.09960000000000001,-0.087,-0.1465,-0.048,0.414,0.9728,0.06,1.111,0.1106,0.23,0.2329,0.252,0.051699999999999996,0.14800000000000002,0.11599999999999999,0.27899999999999997,
BLUE,51.65,52.06,58.34884,56.36,51.65,56.69,52.06,2.194537,52.06,15.504351,52.06,56.85,99.36,-4.723064,38.95,54.51,56.36,8.623,-2.7266,-3.143,-0.41783136,-11.88,25.41,0.093100004,1.0996,-11.534,0.13938725,2.2081857,0.0061799996,9.96,0.16,0.1355,52.06,,,,,,,,,,3870000000.0,0.0864,0.005,66220000000.0,0.0038,-0.177,-0.013300000000000001,65900000000.00001,-0.0464,-653500000000.0,,0.0935,-0.127,239700000000.0,-0.34,0.0922,0.2943,-0.36,-0.36869999999999997,,-0.47,-0.36060000000000003,-0.508,-0.4353,0.11900000000000001,0.981,0.44060000000000005,13.959000000000001,0.9,0.0187,-0.0435,-0.1438,-0.634,,,,,
BTAI,,45.41,42.364857,49.249,,43.030884,45.41,1.626404,45.41,,45.41,48.83,71.5,-14.335294,3.76,48.78,49.249,,,-17.503,5.9659443,-3.4,2.623,0.103,0.28522,-2.936,0.13938725,18.581778,0.48511,3.98,0.18,0.18190001,45.41,,,,,,,,,,1090000000.0,0.08310000000000001,0.001,20290000000.0,0.1493,0.013999999999999999,0.0,12660000000.0,0.1463,-53600000000.0,0.415,0.1819,-0.0248,,-0.53,0.3141,1.4225,-0.907,6.7364999999999995,,-1.145,2.3361,,-0.31829999999999997,,,11.9628,,-0.9520000000000001,0.0941,0.0942,0.36460000000000004,,,,,,
CCXI,53.69,54.53,53.10529,59.64,53.69,52.15353,54.53,1.675675,54.31,53.564743,54.31,,65.43,-42.25,7.03,,59.64,42.685,-0.39183998,-104.948,6.304762,-1.4,6.121,0.0764,0.67078,-0.496,0.13938725,9.663454,0.28927,11.23,,0.11350001,54.53,,,,,,,,,,4170000000.0,0.1017,0.042,63280000000.0,0.1056,-0.9179999999999999,-0.39880000000000004,52440000000.0,0.22920000000000001,-29800000000.0,0.773,0.10039999999999999,0.006,76100000000.0,-0.28,0.2057,0.35979999999999995,-0.10300000000000001,7.2612,,-0.196,0.49560000000000004,0.021,-0.096,,,7.737100000000001,5.861000000000001,2.119,0.1419,0.1226,0.18969999999999998,-0.68,,-0.415,-0.392,,
CMA,39.33,40.01,36.318695,41.89,39.33,39.396767,40.01,1.799779,39.92,2.3006337,39.92,41.82,73.43,12.230994,24.28,41.8,41.89,-0.247,0.2409,,-0.3857566,3.42,53.272,0.032899998,0.87224,4.202,0.13938725,0.78521556,0.00993,3.29,-0.61,0.0379,40.01,0.06864988,0.65059996,2.7,2.72,9.954783,2.73,0.0692,0.68,-0.621,5630000000.0,0.0636,0.004,139000000000.0,0.0851,0.78,-0.0017000000000000001,137610000000.0,0.0344,604000000000.0,0.818,0.0333,0.20370000000000002,2490000000.0,0.106,-0.0207,0.4429,0.008,-0.3455,,0.08199999999999999,-0.41700000000000004,0.2,-0.4303,0.099,,0.7228,-0.297,-0.585,0.0697,0.0635,-0.0436,0.179,0.065,0.611,0.243,0.647,1540000000.0
CNST,21.755,21.94,30.022392,23.64,21.755,21.557648,21.94,2.896,21.86,,21.86,23.55,59.49,-7.3730407,7.6,23.52,23.64,,,-5.527,1.6864197,-3.19,9.936,0.0799,0.9953,-2.767,0.13938725,2.3671498,0.021459999,8.41,,0.117,21.94,,,,,,,,,,1170000000.0,0.08109999999999999,0.001,42590000000.0,0.19329999999999997,-0.168,-0.7028,25450000000.0,0.1011,-100600000000.0,0.9953,0.1492,-0.2212,,0.11699999999999999,0.2284,-0.24760000000000001,-0.285,1.8372,,-0.34299999999999997,-0.5007,,-0.6046,,,2.1957,,0.132,0.11320000000000001,0.0279,-0.2698,,,,,,
CVET,24.45,24.78,16.823914,26.07,24.45,22.289118,24.78,,24.5,0.8047037,24.5,26.2,26.07,33.384617,4.045,25.99,26.07,0.906,-0.23706,36.229,1.1849868,0.78,11.325,0.0708,1.01129,-8.78,0.13938725,2.2993379,0.01214,7.3,0.67,0.1005,24.78,,,,,,,,,,2940000000.0,0.065,0.002,112000000000.0,0.0681,0.0873,-0.30879999999999996,100310000000.0,0.1366,-975000000000.0,,0.0897,0.37560000000000004,4120000000.0,-0.065,-0.0298,2.8125999999999998,-0.285,1.3673,,-0.77,0.9727,,0.0204,,0.185,5.4376,0.017,6.352,0.1909,0.1703,0.6884,-0.405,,-0.245,-0.237,,1020000000.0
CYRX,45.2,45.51,30.598188,49.35,45.2,47.49912,45.51,1.307225,45.51,50.468086,45.51,48.62,60.82,-373.76926,12.4,48.55,49.35,43.748,-0.6097,-86.972,2.325975,-0.13,3.284,0.1541,0.7839,-0.627,0.13938725,14.79598,0.01314,4.79,,0.1778,45.51,,,,,,,,,,1830000000.0,0.075,0.002,38280000000.0,-0.0194,0.7290000000000001,0.0,38270000000.0,-0.1164,-23200000000.0,0.941,0.1562,0.46490000000000004,38000000000.0,-0.621,0.0932,1.9061000000000001,-0.14,2.2765,,-0.18899999999999997,1.952,0.258,-0.2011,0.539,0.525,2.9185000000000003,0.106,-0.8690000000000001,-0.0095,0.1336,0.8288,-0.14,,-0.596,-0.61,,
CYTK,23.99,26.33,20.452608,30.14,23.99,22.982353,26.33,1.479867,26.33,107.955025,26.33,29.5,30.14,-14.376884,7.73,28.7,30.14,86.507,,-14.856,1.0806592,-1.99,-1.303,0.1018,0.89824,-2.373,0.13938725,,0.073699996,8.85,-0.66,0.1205,26.33,,,,,,,,,,1910000000.0,0.19260000000000002,0.008,70500000000.0,0.2789,0.135,-0.34659999999999996,69940000000.0,0.2348,-140400000000.0,0.8490000000000001,0.1026,0.0987,18700000000.0,-0.08199999999999999,0.038900000000000004,1.2961,-0.581,1.4328,0.15,3.633,1.6965000000000001,-0.38799999999999996,-0.0202,-0.106,,2.7036000000000002,-0.493,-0.228,0.2811,0.2563,0.5854,-0.835,,,,,1030000000.0
DCPH,51.77,52.54,50.517754,55.78,51.77,47.754116,52.54,1.731372,51.83,437.88187,51.83,,71.11,-12.427294,31.37,40.77,55.78,325.083,,-8.568,0.5339259,-4.47,11.05,0.0671,0.67095,-5.148,0.13938725,5.027149,0.30216,11.64,-0.48,0.0954,52.54,,,,,,,,,,3170000000.0,0.073,0.005,55920000000.0,0.113,0.14400000000000002,-0.5734,39760000000.0,0.2562,-263500000000.0,0.765,0.09519999999999999,0.0118,7200000000.0,-0.589,0.0424,0.3151,-0.392,0.6158,0.21,-0.431,-0.1075,,-0.2188,,0.9990000000000001,0.7707999999999999,-0.716,-1.14,0.11410000000000001,0.165,0.0436,-0.36700000000000005,,,,,
DY,54.86,55.62,40.391666,58.97,54.86,54.384117,55.62,1.845559,55.28,0.5717449,55.28,58.25,65.31,17.957056,12.24,58.47,58.97,0.755,0.00541,7.978,0.18667531,3.26,27.444,0.0691,0.97569,0.55,0.13938725,2.133071,0.045819998,4.44,0.92,0.0828,55.62,,,,,106.43636,,,,0.238,1770000000.0,0.06709999999999999,0.035,31750000000.0,0.0484,0.158,-0.1856,30450000000.0,-0.0076,18700000000.0,0.9756999999999999,0.0722,0.5329,3260000000.0,-0.068,-0.0356,1.0341,0.006999999999999999,0.2718,0.2,0.02,0.2416,-0.053,-0.10369999999999999,0.106,0.17300000000000001,3.7826999999999997,-0.068,0.22699999999999998,0.0611,0.1416,0.4631,0.055999999999999994,,0.023,0.005,0.0,
EDIT,27.07,27.26,28.75471,29.5,27.07,32.52559,27.26,2.078595,27.45,55.654057,27.45,29.25,39.96,-9.049689,14.01,29.1,29.5,33.792,,-7.405,0.26850986,-3.22,6.911,0.15640001,0.75778,-2.491,0.13938725,4.2164664,0.024130002,12.77,,0.1566,27.26,,,,,,,,,,1890000000.0,0.0765,0.001,62270000000.0,0.0,-0.278,-0.2813,60920000000.0,-0.0877,-132000000000.0,0.815,0.15990000000000001,-0.0942,32600000000.0,-0.146,0.2168,0.3649,-0.264,0.3379,,-0.466,-0.0159,-0.46799999999999997,-0.2708,,,1.0798999999999999,3.6519999999999997,0.381,-0.045599999999999995,-0.1061,0.0348,-0.537,,,,,
EIDX,51.92,67.62,45.808914,74.75,51.92,45.10794,67.62,-0.410963,67.505,106.22885,67.505,74.47,74.75,-23.636658,28.39,73.5,74.75,69.281,-2.3874002,-29.839,0.33367574,-3.11,3.872,0.048899997,0.32455003,-1.696,0.13938725,18.985022,0.66331,32.66,-0.67,0.1713,67.62,,,,,,,,,,2840000000.0,0.4158,0.011000000000000001,38290000000.0,0.45740000000000003,-0.12300000000000001,-0.0709,12460000000.0,0.82,-63700000000.0,0.326,0.1514,0.4779,26700000000.0,0.446,-0.010700000000000001,0.6748999999999999,-0.32799999999999996,0.7986,0.28,-0.386,0.2809,,0.10439999999999999,,0.9059999999999999,1.5893000000000002,,-0.9470000000000001,0.5390999999999999,0.6631,0.5297999999999999,-0.21600000000000003,,,,,
EWBC,33.57,34.06,33.99449,35.64,33.57,35.065884,34.06,1.966354,34.06,3.7250712,34.06,35.6,51.88,9.470745,22.55,35.6,35.64,0.762,0.44641998,,-0.19708204,3.76,35.249,0.0254,0.94277,4.167,0.13938725,1.0102414,0.0071799997,6.41,1.16,0.029000001,34.06,0.03276735,0.2644,1.1,1.1,8.545717,1.98,0.0328,0.275,-0.339,4930000000.0,0.0608,0.001,141490000000.0,0.091,0.0604,0.0,140440000000.0,-0.0326,603800000000.0,0.9390000000000001,0.0256,0.0437,1790000000.0,-0.044000000000000004,0.027000000000000003,0.4003,0.013000000000000001,-0.157,0.08,0.122,-0.2688,0.139,-0.3136,0.10300000000000001,,0.5792,-0.16,-0.32,0.0584,0.003,-0.0446,0.23199999999999998,0.030899999999999997,0.774,0.337,0.264,
EXPI,43.73,44.75,20.141848,52.49,43.73,40.85809,44.75,3.286265,44.29,2.9405613,44.29,50.67,52.49,107.82979,6.51,50.7,52.49,2.487,0.00627,262.29,4.300606,0.47,1.143,0.0196,0.12109999,0.113,0.13938725,44.33946,0.60153,0.98,18.26,0.0469,44.75,,,,,448.49557,,,,,3630000000.0,0.1589,0.5720000000000001,67760000000.00001,0.2104,0.915,-0.0191,29180000000.0,0.2992,7400000000.0,0.156,0.046,2.0239,1180000000.0,0.608,0.2545,5.7483,0.064,5.203200000000001,0.1,0.128,3.4731,,0.08800000000000001,1.361,0.09300000000000001,6.7849,0.325,4.191,0.23550000000000001,0.4175,1.9425,-0.17,,0.006999999999999999,0.006,0.0,
FATE,38.09,38.39,31.871593,,38.09,35.950294,38.39,1.565361,38.09,275.36865,38.09,42.1,42.22,-24.35465,12.59,41.92,,216.147,,-24.462,1.5546613,-1.72,5.462,0.1488,0.94682,-1.565,0.13938725,7.669352,0.02066,17.03,,0.2078,38.39,,,,,,,,,,3880000000.0,0.0998,0.003,79310000000.0,0.034300000000000004,-0.139,4.7806999999999995,73150000000.0,0.2933,-116500000000.0,0.9468000000000001,0.17670000000000002,0.1165,13200000000.0,-0.215,0.1451,0.6890999999999999,-0.28800000000000003,1.7687,,-0.386,1.1405,-0.026000000000000002,-0.0079,,,2.3272,0.9640000000000001,0.017,0.149,0.19519999999999998,0.4106,-0.41100000000000003,,,,,
FGEN,41.36,41.9,39.51674,44.3,41.36,42.921764,41.9,1.616105,41.82,36.58,41.82,43.9,51.56,-61.83099,22.65,43.85,44.3,28.905,-2.8701098,-10.527,0.12117112,-0.71,4.387,0.0764,0.74702,-3.537,0.13938725,10.006839,0.08270001,8.34,,0.0875,41.9,,,,,,,,,,3930000000.0,0.061399999999999996,0.018000000000000002,89450000000.0,0.0207,0.737,-0.0203,82980000000.0,0.0433,-311200000000.0,0.745,0.0832,0.0535,108400000000.0,0.136,0.0294,0.2228,-0.368,0.1942,,-0.634,0.0235,0.225,-0.14859999999999998,0.133,0.9520000000000001,0.9381999999999999,-0.7759999999999999,-1.754,0.0236,0.022799999999999997,0.0908,-0.153,,,,,
FLGT,39.97,40.59,22.78953,47.16,39.97,36.737648,40.59,1.700355,40.55,24.05717,40.55,46.95,52.47,22.37143,6.7,47.1,47.16,19.536,0.05785,213.413,2.2548862,2.1,3.991,0.07,0.58884996,0.124,0.13938725,11.771486,0.58151,1.27,0.73,0.12640001,40.59,,,,,378.87097,,,,9.033,1060000000.0,0.1754,0.073,21750000000.0,0.2065,0.6667000000000001,-0.0872,11910000000.0,0.45990000000000003,2500000000.0,0.304,0.12990000000000002,1.5533000000000001,43800000000.0,0.93,0.0393,4.2846,0.03,3.0817,0.4445,0.033,2.6419,0.17300000000000001,-0.10460000000000001,0.91,0.5589999999999999,6.011900000000001,1.06,7.327999999999999,0.34119999999999995,0.31980000000000003,1.3277,-0.006,,0.043,0.057999999999999996,0.0,
