,Insider Own,Shs Outstand,Perf Week,Market Cap,Insider Trans,Shs Float,Perf Month,Income,Inst Own,Short Float,Perf Quarter,Sales,EPS this Y,Inst Trans,Perf Half Y,ROA,Perf Year,ROE,Perf YTD,EPS past 5Y,ROI,52W High,Gross Margin,52W Low,Sales Q/Q,Oper. Margin,EPS Q/Q,Profit Margin,Payout,SMA20,SMA50,SMA200,Change,EPS next Y,EPS next 5Y,Avg Volume,Sales past 5Y,Dividend %
STIM,0.08900000000000001,18750000000.0,0.012,78620000000.0,0.0,14840000000.0,-0.0968,-34800000000.0,0.6559999999999999,0.0417,1.3077,54600000000.0,0.413,-0.1023,1.8966,-0.37200000000000005,-0.6049,-0.828,-0.0646,,-0.34,-0.6223,0.752,2.36,-0.41600000000000004,-0.575,-0.071,-0.638,,-0.10800000000000001,0.087,0.3651,0.0096,0.614,,1120000000.0,,
CEIX,0.01,26030000000.0,0.2527,152610000000.0,0.0,25460000000.0,0.1165,2700000000.0,0.98,0.1353,-0.054299999999999994,1120000000.0,-0.488,-0.0524,-0.1002,0.001,-0.6559,0.006,-0.6037,-0.23,0.127,-0.6735,0.986,0.7164,-0.595,0.053,-1.443,0.002,0.0,0.155,0.0851,-0.2101,0.0973,-1.14,,,-0.046,
PVAC,0.012,15170000000.0,0.15259999999999999,160530000000.0,-0.7624,14970000000.0,-0.2032,126000000000.0,0.738,0.1559,-0.0873,380100000000.0,-0.6829999999999999,-0.2488,3.7045,0.096,-0.6768000000000001,0.218,-0.659,0.22399999999999998,0.162,-0.6984999999999999,0.7659999999999999,9.454500000000001,-0.629,0.155,-2.8339999999999996,0.332,0.0,-0.0143,-0.0504,-0.2237,0.0098,-0.897,0.1,,-0.018000000000000002,
PBF,0.198,120010000000.0,0.0603,839590000000.0,0.0886,74170000000.0,-0.25370000000000004,-554700000000.0,0.831,0.1559,-0.4542,20530000000.0,1.4369999999999998,0.0452,-0.081,-0.06,-0.7170000000000001,-0.215,-0.7759,0.48,0.106,-0.7986,0.07200000000000001,0.35450000000000004,-0.616,-0.024,,-0.027000000000000003,,-0.1301,-0.1796,-0.5488000000000001,-0.0126,0.8490000000000001,,4580000000.0,0.043,
IFRX,0.3378,26170000000.0,0.2949,125480000000.0,0.0,16960000000.0,0.05,-54800000000.0,0.14,0.0242,-0.0852,,-0.7240000000000001,-0.3207,0.4082,-0.386,0.6888,-0.439,0.21969999999999998,,,-0.502,,1.2258,,,0.348,,,0.1459,0.0492,-0.0012,0.0042,0.033,,,,
RMBL,0.109,2210000000.0,-0.044199999999999996,69700000000.0,0.0079,1810000000.0,-0.08539999999999999,-44900000000.0,0.139,0.030600000000000002,1.9809,575800000000.0,-0.19399999999999998,-0.1234,5.7409,-0.415,-0.4568,-3.464,0.7963,,-0.41100000000000003,-0.5695,0.069,8.8867,-0.688,-0.067,1.04,-0.078,,-0.11320000000000001,0.1552,1.1571,-0.025,0.493,0.25,1070000000.0000001,,
AGS,0.006999999999999999,35600000000.0,0.07980000000000001,149250000000.0,0.0,35300000000.0,-0.0025,-61200000000.0,0.8640000000000001,0.0204,0.0074,228300000000.0,0.436,-0.0349,1.4908000000000001,-0.08,-0.6352,-0.5489999999999999,-0.6653,0.17,0.044000000000000004,-0.6875,0.6890000000000001,4.7909,-0.774,-0.10300000000000001,-4.615,-0.268,,0.0191,0.0722,-0.317,-0.0379,0.632,,,0.33399999999999996,
RYB,,27700000000.0,-0.0519,78690000000.0,,20640000000.0,-0.1152,-42500000000.0,0.129,0.0042,-0.013500000000000002,124600000000.0,-0.41600000000000004,-0.0111,-0.1536,-0.134,-0.5365,-0.525,-0.4642,0.129,-0.028999999999999998,-0.5562,-0.065,0.3153,-0.7609999999999999,-0.337,-5.609,-0.341,,-0.0434,-0.0463,-0.2268,-0.026699999999999998,0.2,0.4372,,0.22899999999999998,
EDN,0.522,43750000000.0,-0.0783,121860000000.0,0.0,20540000000.0,-0.152,-24500000000.0,0.031,0.0024,-0.22820000000000001,1200000000.0,0.865,-0.1,-0.009300000000000001,-0.013999999999999999,-0.5964,-0.028999999999999998,-0.49200000000000005,0.7809999999999999,0.052000000000000005,-0.614,0.35200000000000004,0.252,-0.31,0.099,-1.168,-0.02,,-0.0776,-0.17149999999999999,-0.2486,0.0291,,0.379,,0.904,
CNDT,0.021,209130000000.0,0.005600000000000001,688020000000.0,0.029900000000000003,196960000000.0,-0.0297,-702000000000.0,0.8109999999999999,0.0197,0.4218,4260000000.0,-3.533,-0.049100000000000005,0.8223,-0.153,-0.4915,-0.505,-0.42100000000000004,-0.11259999999999999,-0.66,-0.5496,0.218,1.3312,-0.086,-0.163,0.948,-0.165,,0.0161,0.2014,0.0547,0.0199,0.2167,,4139999999.9999995,-0.084,
SIEN,0.019,50150000000.0,0.10949999999999999,195380000000.0,0.0,48400000000.0,-0.0458,-105600000000.0,0.807,0.0644,-0.092,75000000000.0,0.192,0.0381,2.5047,-0.507,-0.4628,-1.655,-0.5805,-0.465,-0.818,-0.6138,0.586,2.75,-0.395,,0.37799999999999995,,,0.0292,-0.0194,-0.1616,0.019,0.292,0.2,,0.133,
EEX,0.005,71440000000.0,0.0528,188140000000.0,0.0,24430000000.0,-0.0816,-648200000000.0,0.968,0.0297,-0.16449999999999998,227200000000.0,-1.008,-0.048,-0.1804,-0.528,-0.7445999999999999,-1.48,-0.7545000000000001,-0.41,-0.022000000000000002,-0.7954000000000001,0.629,0.7267,-0.932,,-0.14,,,-0.024700000000000003,-0.0495,-0.4781,0.0078000000000000005,-0.4018,0.05,,0.057,0.1158
ACRS,0.039,42130000000.0,0.17129999999999998,109620000000.0,0.0,38920000000.0,0.024300000000000002,-69500000000.0,0.711,0.0173,0.5617,5500000000.0,-0.10099999999999999,-0.124,1.8111000000000002,-0.9179999999999999,0.8201,-1.5390000000000001,0.3386,-0.5710000000000001,-1.587,-0.2425,0.184,2.6143,1.222,,0.741,,,0.0761,0.1251,0.5537,-0.0039000000000000003,0.11599999999999999,,,,
QTT,,285630000000.0,-0.004,769580000000.0,,166580000000.0,-0.0818,-375000000000.0,0.057999999999999996,0.0726,-0.1394,858000000000.0,0.32,-0.1099,-0.2492,,-0.35509999999999997,,-0.2757,,-5.274,-0.6229,0.6890000000000001,0.12269999999999999,0.262,,0.318,,,-0.0639,-0.1435,-0.259,0.0207,1.308,,1950000000.0,,
LAIX,0.0060999999999999995,49340000000.0,-0.019799999999999998,99300000000.0,0.0,29710000000.0,-0.2584,-103800000000.0,0.368,0.0007000000000000001,-0.2528,145100000000.0,-0.08199999999999999,-0.0007000000000000001,-0.387,-0.825,-0.5639,1.849,-0.5926,,1.807,-0.7522,0.6940000000000001,0.0313,-0.025,-0.7240000000000001,-0.051,-0.715,,-0.1133,-0.2366,-0.43799999999999994,-0.01,0.331,,,,
GTX,0.021,75600000000.0,-0.3619,156400000000.0,0.0,75120000000.0,-0.6884,217000000000.0,0.7659999999999999,0.0278,-0.6208,2830000000.0,0.12300000000000001,-0.0557,-0.29969999999999997,0.099,-0.8223,-0.102,-0.7988,,-0.54,-0.8353,0.19699999999999998,-0.0429,-0.405,0.099,-1.139,0.077,0.0,-0.48350000000000004,-0.6286999999999999,-0.6825,-0.166,0.7138,0.085,1990000000.0,,
PDSB,0.3592,15360000000.0,0.3102,60680000000.0,0.0,15200000000.0,-0.0407,-16800000000.0,0.08,0.0462,0.9517,,0.945,0.04190000000000001,3.2239,-0.865,-0.5044,-1.05,0.0679,0.324,,-0.5406,,3.5994,,,0.746,,,0.15789999999999998,-0.0447,0.4679,0.10980000000000001,1.0090000000000001,,1900000000.0,,
GLOP,0.2672,47790000000.0,0.0892,194850000000.0,0.0,37800000000.0,0.052199999999999996,-84900000000.0,0.273,0.041299999999999996,-0.0218,368800000000.0,-1.784,0.083,1.1211,-0.027000000000000003,-0.7946,-0.1,-0.7423000000000001,-0.327,0.025,-0.8042,0.768,1.6717,-0.027000000000000003,0.131,-0.5,-0.184,,0.0565,0.011699999999999999,-0.35590000000000005,0.0126,-0.3419,-0.0394,,0.155,0.1241
GLOG,0.1264,80850000000.0,0.0724,302950000000.0,0.0,80510000000.0,0.0449,-146600000000.0,0.257,0.0679,0.0219,672600000000.0,-3.9410000000000003,-0.1861,-0.1213,-0.027999999999999997,-0.7504000000000001,-0.21600000000000003,-0.667,-0.355,0.03,-0.7720999999999999,0.79,0.2784,0.03,0.14800000000000002,0.163,-0.218,,0.0654,0.054299999999999994,-0.32439999999999997,0.061900000000000004,0.8175,0.3054,,0.153,0.0613
SBOW,0.021,11910000000.0,0.1058,56630000000.0,-0.0617,10890000000.0,-0.0707,-277900000000.0,0.7859999999999999,0.0736,0.2672,220100000000.0,0.535,-0.08779999999999999,1.0909,-0.322,-0.5602,-0.8809999999999999,-0.5354,0.285,0.146,-0.6448,0.815,2.0667,-0.6679999999999999,,-5.6770000000000005,,,0.0017000000000000001,0.11869999999999999,-0.060700000000000004,-0.0554,1.1798,0.05,,-0.12,
MOGU,0.0683,109140000000.0,0.0986,266740000000.0,0.0,89650000000.0,-0.1583,-320800000000.0,0.28,0.0009,0.4012,105200000000.0,0.059000000000000004,0.0037,1.1081,-0.747,-0.22769999999999999,-0.903,0.0264,,-1.046,-0.6584,0.608,1.6579,-0.46799999999999997,,0.27399999999999997,,,-0.0335,-0.1233,0.2034,0.0043,2.0,,1490000000.0,,
UBX,0.07200000000000001,49660000000.0,0.3061,205320000000.0,0.0008,43440000000.0,0.20190000000000002,-86400000000.0,0.728,0.08220000000000001,-0.6029,,0.303,0.0858,-0.2601,-0.562,-0.44909999999999994,-0.763,-0.46740000000000004,,,-0.7513,,0.4118,,,0.326,,,0.21899999999999997,-0.42,-0.44530000000000003,0.0492,0.23399999999999999,,1570000000.0,,
YRD,,92810000000.0,-0.0508,261579999999.99997,,92530000000.0,-0.22870000000000001,61300000000.0,0.05,0.006500000000000001,-0.39520000000000005,930300000000.0,-0.27,0.049,-0.1617,0.045,-0.6818000000000001,0.10400000000000001,-0.4955,1.77,0.23199999999999998,-0.6933,0.9059999999999999,0.037000000000000005,-0.66,0.1,-2.512,0.066,0.0,-0.1107,-0.203,-0.3299,-0.0278,0.875,-0.014199999999999999,,2.076,
JFIN,,54030000000.0,0.1137,155260000000.0,,25030000000.0,-0.0809,30500000000.0,0.006,0.0127,-0.4274,206600000000.0,-0.12300000000000001,0.4077,0.6136,0.298,-0.7958,-0.287,-0.46009999999999995,,-0.6709999999999999,-0.9053,0.797,0.775,-0.8220000000000001,0.125,-0.899,0.14800000000000002,0.0,-0.054400000000000004,-0.1638,-0.1954,-0.0533,0.9584999999999999,,,,
RLH,0.031,25340000000.0,0.0088,58210000000.0,0.0,23140000000.0,-0.0537,-24100000000.0,0.7120000000000001,0.0675,0.145,86900000000.0,-0.22399999999999998,-0.0674,0.38789999999999997,-0.113,-0.6214999999999999,-0.17,-0.3861,-0.519,-0.09,-0.6617000000000001,0.342,0.9741,-0.647,-0.271,-0.297,-0.278,,-0.0002,-0.020499999999999997,-0.038599999999999995,0.013300000000000001,0.32299999999999995,0.3,,-0.047,
PLL,,11550000000.0,0.6667000000000001,127080000000.0,,7610000000.0,0.682,,0.001,0.0006,0.8003,10000000.0,,,1.3656,,0.5172,,0.3317,,,-0.059800000000000006,,1.75,,,,,,0.6476999999999999,0.636,0.5771999999999999,0.0,,,,,
TCS,0.042,48390000000.0,0.46140000000000003,290640000000.0,0.0,18980000000.0,0.6620999999999999,1900000000.0,0.843,0.1412,0.9025,858100000000.0,-0.109,-0.0388,1.3913,0.002,0.34149999999999997,0.006999999999999999,0.4336,-0.087,0.06,-0.09570000000000001,0.573,2.3611,-0.276,0.027999999999999997,-3.053,0.002,0.0,0.38780000000000003,0.5136999999999999,0.7497,-0.0226,3.2876999999999996,0.153,,0.032,
WVE,0.006999999999999999,35210000000.0,0.4368,644430000000.0,-0.5414,30700000000.0,0.9347,-195500000000.0,0.8140000000000001,0.1559,0.816,12500000000.0,-0.129,-0.0215,0.6448,-0.728,-0.2121,-4.013,1.4379,,-3.27,-0.5113,,1.9561000000000002,-0.605,,0.06,,,0.4888,0.7929999999999999,0.7878000000000001,0.0236,0.537,,,,
MLHR,0.004,58770000000.0,0.5214,1980000000.0,0.278,58460000000.0,0.4633,-9100000000.0,0.863,0.0467,0.43770000000000003,2490000000.0,-1.058,-0.0199,0.7812,-0.005,-0.2348,-0.012,-0.17120000000000002,-0.159,-0.036000000000000004,-0.3079,0.366,1.3988999999999998,-0.29100000000000004,-0.015,-4.978,-0.004,,0.40840000000000004,0.44439999999999996,0.1943,-0.0009,0.245,,1110000000.0,0.03,
AYLA,0.507,9020000000.0,0.36950000000000005,169020000000.0,0.0,6360000000.0,0.0843,,0.37200000000000005,0.0027,0.2652,3260000000.0,-1.005,,,,,,-0.1018,,0.46299999999999997,-0.1818,,0.5661,0.22699999999999998,,,,,0.2003,0.1451,0.0785,-0.0721,0.24,,,,
BTU,0.015,97900000000.0,0.3986,370650000000.0,-0.0318,96570000000.0,0.5301,-2051699999999.9998,0.98,0.111,0.2962,3700000000.0,-1.474,0.0028000000000000004,0.2296,-0.33399999999999996,-0.7609999999999999,-0.9129999999999999,-0.5537,0.445,0.004,-0.778,0.171,0.7929999999999999,-0.455,-0.489,,-0.5539999999999999,,0.5065999999999999,0.4386,-0.1434,0.09119999999999999,0.856,,1990000000.0,-0.07400000000000001,0.1425
DAC,0.5870000000000001,24570000000.0,0.3558,167440000000.0,0.0,13910000000.0,0.32020000000000004,135300000000.00002,0.368,0.0504,0.7494,445100000000.0,3.61,-0.0761,1.536,0.051,-0.1547,0.153,-0.23199999999999998,0.7859999999999999,0.08800000000000001,-0.46270000000000006,0.738,1.82,0.04,0.43700000000000006,-0.21100000000000002,0.304,0.0,0.34850000000000003,0.5446,0.3333,0.0383,-0.0111,0.03,,-0.040999999999999995,
CMT,0.10099999999999999,7920000000.0,0.31329999999999997,82470000000.0,0.1051,7400000000.0,0.5728,-5900000000.0,0.536,0.0023,1.204,232600000000.0,-2.151,-0.0317,4.7824,-0.033,0.5678,-0.067,2.0246,-0.287,-0.083,-0.042800000000000005,0.10099999999999999,8.5437,-0.534,-0.025,,-0.025,,0.3924,0.68,1.6078999999999999,-0.0229,,,,0.102,
FBRX,0.207,3650000000.0,0.3787,546100000000.0,0.0,3460000000.0,1.1906999999999999,-66099999999.99999,0.5589999999999999,0.0707,2.4598,,-0.10099999999999999,,1.3244,-1.814,3.0734,-4.592,5.1903,-0.275,,-0.0629,,6.8214999999999995,,,0.122,,,0.5757,1.0661,1.8030000000000002,0.042300000000000004,0.735,,,,
FREQ,0.026000000000000002,31070000000.0,0.31989999999999996,827420000000.0,-0.1231,26130000000.0,0.0895,-18100000000.0,0.495,0.1487,0.08900000000000001,44700000000.0,-0.033,0.3154,0.25739999999999996,-0.08900000000000001,,-0.166,0.4238,,-0.124,-0.13269999999999998,0.642,1.2346,,-0.439,0.523,-0.40399999999999997,,0.2284,0.1679,0.2473,0.0052,0.612,,,,
PCVX,0.022000000000000002,50920000000.0,0.2758,2410000000.0,0.0,28170000000.0,-0.0043,-73400000000.0,0.825,0.0022,0.42369999999999997,,-0.705,,,,,,0.93,,,-0.083,,1.8354,,,-4.888,,,0.13949999999999999,0.3063,0.374,0.0212,0.599,-0.006,,,
GSX,,238700000000.0,0.2631,24140000000.0,,127570000000.0,0.21739999999999998,47600000000.0,0.544,0.1902,0.8426,649700000000.0,0.882,0.20620000000000002,1.6677000000000002,0.086,6.454199999999999,0.20600000000000002,3.8728,,0.128,-0.2487,0.7759999999999999,7.0089999999999995,1.65,0.054000000000000006,-0.436,0.073,0.0,0.22,0.19329999999999997,1.1325,0.0101,0.9525,,5140000000.0,,
GCO,0.057999999999999996,14180000000.0,0.2027,367950000000.0,-0.0297,13480000000.0,0.4612,-99100000000.0,0.991,0.1456,0.2785,1890000000.0,0.452,-0.0693,1.2309999999999999,,-0.3527,,-0.4539,-0.012,0.099,-0.5081,0.461,3.7451999999999996,-0.196,,,,,0.2487,0.389,-0.0016,-0.0318,2.316,0.1,,-0.051,
EAF,0.0002,267250000000.0,0.3068,2140000000.0000002,0.0,267149999999.99997,0.166,565800000000.0,,0.035,0.0458,1430000000.0,-0.102,0.0088,0.1777,0.353,-0.38789999999999997,-0.887,-0.2926,0.33899999999999997,0.778,-0.4461,0.563,0.47840000000000005,-0.41600000000000004,0.516,-0.486,0.39399999999999996,0.131,0.2184,0.2024,-0.0301,0.0418,0.2249,-0.038,1730000000.0,0.168,0.0049
EXEL,0.013000000000000001,307810000000.0,0.23329999999999998,7960000000.0,-0.2329,298910000000.0,0.19699999999999998,281600000000.0,0.841,0.0344,0.1084,998400000000.0,-0.5379999999999999,0.0218,0.769,0.147,0.36939999999999995,0.16399999999999998,0.521,0.225,0.17300000000000001,-0.036000000000000004,0.963,0.9605,0.08,0.322,-0.163,0.282,0.0,0.196,0.1602,0.26899999999999996,-0.0052,0.7968000000000001,0.46,2130000000.0,1.0759999999999998,
VOXX,0.2602,24230000000.0,0.3422,197140000000.0,0.293,15350000000.0,0.2522,-33600000000.0,0.622,0.0452,0.4836,373400000000.0,0.42700000000000005,0.07919999999999999,3.694,-0.071,0.7531,-0.087,0.9612,-0.557,-0.13,0.0711,0.278,3.7327999999999997,-0.23,-0.135,-6.245,-0.09,,0.3178,0.3099,0.7390000000000001,0.0971,,0.1,,-0.122,
TECK,0.013999999999999999,531000000000.0,0.18539999999999998,7400000000.0,0.0,523549999999.99994,0.21530000000000002,-1461000000000.0,0.6459999999999999,0.0172,0.541,7420000000.0,-1.202,0.0288,1.1643000000000001,-0.048,-0.1318,-0.08900000000000001,-0.1128,-0.301,-0.013999999999999999,-0.17550000000000002,0.18600000000000003,1.7518,-0.452,-0.231,-1.692,-0.19699999999999998,,0.2666,0.3331,0.34850000000000003,0.0349,1.351,-0.1355,3570000000.0,0.068,0.0097
TRVN,0.003,131630000000.0,0.4607,382980000000.0,0.0,130440000000.0,0.31980000000000003,-27000000000.0,0.153,0.10439999999999999,0.6774,30000000.0,0.35200000000000004,0.1182,3.4827999999999997,-0.516,1.6005,-0.725,2.0919,0.331,,-0.29350000000000004,,4.652200000000001,,,-0.10099999999999999,,,0.45189999999999997,0.2826,1.1757,0.17120000000000002,0.136,,10510000000.0,,
METC,0.06,42700000000.0,0.1986,137950000000.0,0.0,9630000000.0,0.27690000000000003,12100000000.0,0.6859999999999999,0.0248,0.5091,185300000000.0,-0.02,-0.0273,0.302,0.051,-0.1802,0.07,-0.0726,0.73,0.133,-0.235,0.248,0.8970999999999999,-0.447,0.027999999999999997,-0.76,0.065,0.0,0.1444,0.28350000000000003,0.21,-0.0206,3.9703,0.042300000000000004,,,
AZRE,0.07629999999999999,47710000000.0,0.265,1540000000.0,0.0,44270000000.0,0.45270000000000005,-32799999999.999996,0.968,0.0005,1.0556,184000000000.0,0.47100000000000003,0.006,1.284,-0.018000000000000002,1.8675,-0.08900000000000001,1.6144999999999998,0.076,0.052000000000000005,-0.0015,0.9179999999999999,1.9577,0.162,0.528,-0.8140000000000001,-0.17800000000000002,,0.29100000000000004,0.47950000000000004,1.0197,0.031,1.1079999999999999,,,0.631,
NNBR,0.008,42200000000.0,0.20809999999999998,235000000000.0,0.0,41550000000.0,-0.07780000000000001,-298000000000.0,0.955,0.0594,0.30210000000000004,762700000000.0,0.8640000000000001,0.042800000000000005,1.7892,-0.209,-0.1986,-1.403,-0.3849,-0.35100000000000003,0.009000000000000001,-0.43939999999999996,0.23399999999999999,3.2305,-0.322,-0.332,-2.39,-0.391,,0.1562,0.0655,0.0116,0.0018,3.222,0.15,,0.11599999999999999,0.0492
NVCR,0.015,100720000000.0,0.24059999999999998,10960000000.0,-0.27949999999999997,84420000000.0,0.4199,500000000.0,0.6920000000000001,0.038900000000000004,0.7475,409000000000.0,0.893,-0.0192,0.8576999999999999,0.024,0.3849,0.051,0.3141,0.402,0.002,-0.0012,0.7609999999999999,1.0737999999999999,0.337,0.018000000000000002,2.166,0.028999999999999998,0.0,0.2753,0.4386,0.48840000000000006,0.0161,0.8046,,1010000000.0,0.867,
HCC,0.003,51190000000.0,0.16269999999999998,988420000000.0,0.0,50970000000.0,0.363,78200000000.0,,0.0904,0.37929999999999997,882800000000.0,-0.5529999999999999,0.0161,0.7582,0.057,0.0053,0.102,-0.015600000000000001,,0.29,-0.1235,0.27,1.1987,-0.588,0.126,-1.074,0.08900000000000001,0.131,0.2584,0.2977,0.272,0.0048,4.488,,,,0.0096
EQ,0.047,17690000000.0,0.15289999999999998,143200000000.0,-0.1923,13300000000.0,-0.0642,-27900000000.0,0.166,0.0359,1.348,,-0.355,-0.125,0.9845,-0.524,0.7465999999999999,-0.705,0.8964,,,-0.763,,1.9136000000000002,,,-0.046,,,0.0789,-0.2887,0.2853,0.0063,0.012,,2800000000.0,,
FLXS,0.043,7960000000.0,0.2803,194050000000.0,0.7448,7470000000.0,0.3443,-26800000000.0,0.5870000000000001,0.0111,1.1033,366900000000.0,0.18899999999999997,-0.182,1.1087,-0.102,0.5371,-0.134,0.22690000000000002,-0.259,-0.157,0.0297,0.153,2.1293,-0.353,-0.094,-0.284,-0.073,,0.3267,0.4443,0.6804000000000001,0.0512,,,,-0.047,0.008199999999999999
DADA,,206390000000.0,0.16149999999999998,5910000000.0,,31690000000.0,0.016,-358900000000.0,0.14400000000000002,0.048,0.2943,537500000000.0,-0.031,,,,,,0.7905,,0.242,-0.18059999999999998,0.096,0.9609000000000001,0.8059999999999999,,0.281,,,0.12279999999999999,0.1017,0.175,0.016,0.614,,1150000000.0,,
CSBR,0.07,12420000000.0,0.2445,111600000000.0,0.0015,9970000000.0,0.0022,-2000000000.0,0.5579999999999999,0.0138,-0.0055000000000000005,32100000000.0,1.571,0.0801,0.7863,-0.125,0.4984,-0.64,0.09359999999999999,0.40299999999999997,-0.358,-0.1635,0.474,1.2662,0.13,-0.06,-6.553,-0.061,,0.1182,0.0362,0.1335,0.0581,1.8072,0.15,,0.294,
CYCN,0.006999999999999999,27790000000.0,0.256,282490000000.0,0.0,25610000000.0,0.5366,-93100000000.0,0.5660000000000001,0.035699999999999996,0.583,4600000000.0,-0.068,-0.0444,2.178,-0.561,-0.39640000000000003,-1.022,2.0846,,-1.28,-0.4343,,3.9644999999999997,-0.563,,0.40299999999999997,,,0.23800000000000002,0.5426,1.0248,0.0294,0.349,,,,
CGEN,0.12,81270000000.0,0.209,1490000000.0,0.0,,-0.004699999999999999,-26300000000.0,0.484,,0.2144,,-0.051,0.25739999999999996,1.8065,-0.271,3.3557,-0.325,2.1644,-0.131,,-0.052300000000000006,,3.9274,,,0.21,,,0.1043,0.1491,0.6056,0.0385,-0.21600000000000003,,1480000000.0,,
MPX,0.711,33970000000.0,0.185,696420000000.0,0.0,8050000000.000001,0.47119999999999995,16899999999.999998,0.14300000000000002,0.0382,0.7082999999999999,220300000000.0,-0.02,-0.0076,1.6768,0.152,0.3944,0.21600000000000003,0.4722,0.276,0.36200000000000004,0.0024,0.21,2.1315,-0.54,0.094,-0.8240000000000001,0.077,0.882,0.3097,0.3774,0.6384000000000001,0.015300000000000001,0.44229999999999997,0.1,,0.113,0.0151
RFIL,0.045,9710000000.0,0.13949999999999999,45370000000.0,0.0055000000000000005,8400000000.0,0.07690000000000001,1700000000.0,0.318,0.0003,0.0675,53900000000.0,-0.42700000000000005,-0.0765,0.2189,0.076,-0.3766,0.092,-0.2751,0.185,0.109,-0.40240000000000004,0.264,0.4804,-0.235,0.067,-1.176,0.054000000000000006,0.258,0.114,0.09609999999999999,-0.06570000000000001,-0.0101,5.0,,,0.191,
ANPC,,10810000000.0,0.0661,52320000000.0,,2250000000.0,-0.2354,-14800000000.0,0.0002,0.0,-0.3481,1600000000.0,-1.403,,-0.4768,,,,-0.5698,,-3.9410000000000003,-0.6026,0.442,0.12560000000000002,0.034,,,,,-0.07339999999999999,-0.1573,-0.3372,-0.0683,,,,,
ISEE,0.003,57420000000.0,0.2733,556160000000.0,0.0,43120000000.0,0.3383,-65599999999.99999,0.899,0.0592,-0.047,,-1.819,0.9081,1.0967,-0.441,4.6667000000000005,-0.478,-0.2669,0.16899999999999998,,-0.2988,,5.9434000000000005,,,0.07,,,0.3091,0.3639,0.2494,0.0679,0.059000000000000004,,1150000000.0,,
BSGM,0.08800000000000001,26540000000.0,0.2147,255940000000.0,0.0063,23230000000.0,0.07769999999999999,-50800000000.0,0.195,0.1251,-0.18100000000000002,,-0.12,0.5049,1.9054,-2.359,0.06570000000000001,-2.8360000000000003,0.45270000000000005,0.062,,-0.3081,,2.6441000000000003,,,-0.879,,,0.1366,0.11199999999999999,0.2528,0.013000000000000001,1.263,,,,
ENDP,0.013000000000000001,229720000000.0,0.1643,733140000000.0,0.0,226550000000.0,0.055,-74700000000.0,0.8240000000000001,0.1174,-0.0712,3000000000.0,0.626,-0.0241,0.08310000000000001,-0.017,-0.0298,0.21100000000000002,-0.3049,-0.431,0.027000000000000003,-0.5408,0.496,0.5672999999999999,-0.017,0.105,1.1740000000000002,-0.052000000000000005,,0.121,0.0256,-0.2114,0.0062,-0.015600000000000001,,4640000000.0,0.040999999999999995,
DCPH,0.005,55920000000.0,0.24960000000000002,3110000000.0,-0.5455,39760000000.0,0.2734,-263500000000.0,0.7709999999999999,0.1003,-0.106,7200000000.0,-0.589,0.0433,0.5089,-0.392,0.5566,-0.431,-0.09910000000000001,,-0.36700000000000005,-0.2115,0.9990000000000001,0.7874,-0.716,,-1.14,,,0.2127,0.17120000000000002,0.04650000000000001,0.0666,0.077,0.21,,,
CLLS,,42470000000.0,0.1943,859440000000.0,,42450000000.0,0.0911,-65500000000.0,0.312,0.0127,0.195,73100000000.0,-0.24600000000000002,0.004,1.6247,,0.7572,,0.2173,,-0.341,-0.051399999999999994,,1.847,7.827999999999999,,0.75,,,0.1454,0.1882,0.3091,0.0241,-0.613,,,-0.027999999999999997,
ELVT,0.055999999999999994,42180000000.0,0.13390000000000002,99440000000.0,-0.48009999999999997,28630000000.0,0.16510000000000002,37100000000.0,0.569,0.009399999999999999,0.2893,660200000000.0,1.581,-0.0942,0.8014,0.023,-0.4292,0.11,-0.4292,0.192,0.139,-0.5753,0.917,1.8538999999999999,-0.215,0.17,1.0,0.025,0.0,0.1439,0.1905,-0.047,-0.0155,-0.36210000000000003,,,0.222,
WRK,0.008,259399999999.99997,0.1142,9220000000.0,0.0002,255620000000.0,0.2379,775700000000.0,0.84,0.0178,0.2786,17760000000.0,0.26,0.0017000000000000001,0.4189,0.025,0.0089,0.066,-0.1561,0.004,0.055999999999999994,-0.1843,0.195,0.6842,-0.09699999999999999,0.07200000000000001,-0.298,0.044000000000000004,0.527,0.1244,0.1867,0.1116,-0.038,-0.064,-0.032400000000000005,2550000000.0,0.131,0.022099999999999998
INMB,0.5822999999999999,10800000000.0,0.1555,152700000000.0,0.0,7390000000.0,0.2359,-9600000000.0,0.08,0.0479,0.895,,0.415,0.017,3.0753,-0.396,0.937,-0.414,0.9603,,,-0.5344,,4.1682,,,-4.052,,,0.1476,0.07400000000000001,0.8075,-0.019,-0.733,,1150000000.0,,
OVID,0.092,55610000000.0,0.1716,420730000000.0,0.0015,41330000000.0,-0.1881,-76200000000.0,0.34700000000000003,0.1097,-0.0959,,0.26899999999999996,0.3801,1.9213999999999998,-1.3330000000000002,1.9733,-1.6740000000000002,0.612,,,-0.2883,,2.7167000000000003,,,-0.20199999999999999,,,0.09519999999999999,-0.0087,0.3873,0.0,0.013000000000000001,,1610000000.0,,
MMX,0.6862,128009999999.99998,0.128,710460000000.0,0.0,38990000000.0,0.25,,0.1902,0.001,0.3636,35180000000.0,,,0.8942,,0.2759,,0.0906,,,-0.0297,,1.2112,0.639,,-0.257,,,0.1929,0.2002,0.2446,-0.0054,,,,,
