ticker,52W High,52W Low,52WeekChange,Avg Volume,Change,EPS Q/Q,EPS next 5Y,EPS next Y,EPS past 5Y,EPS this Y,Gross Margin,Income,Insider Own,Insider Trans,Inst Own,Inst Trans,Market Cap,Perf Half Y,Perf Month,Perf Quarter,Perf Week,Perf YTD,Perf Year,ROA,ROE,ROI,SMA20,SMA200,SMA50,Sales,Sales Q/Q,Sales past 5Y,SandP52WeekChange,Short Float,Shs Float,Shs Outstand,ask,beta,bid,bookValue,dayHigh,dayLow,enterpriseToEbitda,enterpriseToRevenue,fiftyDayAverage,fiftyTwoWeekHigh,fiftyTwoWeekLow,forwardEps,forwardPE,heldPercentInsiders,heldPercentInstitutions,open,pegRatio,previousClose,priceToBook,priceToSalesTrailing12Months,profitMargins,regularMarketDayHigh,regularMarketDayLow,regularMarketOpen,regularMarketPreviousClose,regularMarketPrice,sharesPercentSharesOut,shortPercentOfFloat,shortRatio,trailingEps,twoHundredDayAverage,ATR,Beta,Book/sh,Cash/sh,Current Ratio,Debt/Eq,Dividend,Dividend %,EPS (ttm),EPS next Q,Earnings,Employees,Forward P/E,Index,LT Debt/Eq,Oper. Margin,P/B,P/C,P/E,P/FCF,P/S,PEG,Payout,Prev Close,Price,Profit Margin,Quick Ratio,RSI (14),Recom,Rel Volume,Short Ratio,Target Price,Volume
ARTL,-0.7648999999999999,0.7049,-0.64379215,,0.1576,-0.638,,0.006,,-3.361,,-4500000000.0,0.071,0.0,0.003,,4920000000.0,0.029300000000000003,-0.1545,-0.218,0.1183,-0.6148,-0.5574,-0.909,-1.031,,0.0492,-0.3068,-0.07,,,,0.11026919,0.020499999999999997,3350000000.0,3470000000.0,1.02,1.046382,0.99,0.864,1.0597,0.9,-16.266,,1.0735428,4.423,0.61,-1.64,-0.63414633,0.14553,0.00235,0.9,,0.9125,1.2037036,,,1.0597,0.9,0.9,0.9125,0.9,0.0152,0.0178,0.13,-1.35,1.1504058,0.19,,0.93,0.28,5.4,0.0,,,-1.35,-0.36,,3.0,,,0.0,,0.93,3.08,,,,,,0.91,0.86,,5.4,45.88,3.0,2.29,0.17,,
ASTC,-0.7342,1.102,-0.21559632,,0.2047,-0.32799999999999996,,,-0.019,0.5329999999999999,0.061,-8000000000.0,0.3122,0.0,0.13,0.0576,16290000000.0,0.24100000000000002,-0.3563,-0.3333,0.024900000000000002,0.1444,-0.04190000000000001,-1.5930000000000002,-4.614,-2.8,-0.1458,-0.1284,-0.2332,400000000.0,,-0.005,0.11026919,0.0166,5090000000.0,6110000000.0,2.01,,1.97,0.08,2.55,1.92,-1.834,28.851,2.632857,7.75,0.98,-0.68,-3.0294116,0.31216,0.10584,2.04,,1.71,25.75,31.978374,,2.55,1.92,2.04,1.71,2.04,0.0112,0.0172,0.19,-1.31,2.5613043,0.16,-0.75,0.08,0.42,1.1,5.17,,,-1.34,,,27.0,,,0.67,,21.88,4.16,,,27.48,,,1.76,1.75,,0.9,43.2,,0.15,0.99,,
AVCO,-0.4679,1.82,-0.47863245,,0.1557,0.331,,,,-1.228,0.22,-15600000000.0,0.324,0.0,0.034,-0.0373,119990000000.0,0.3178,-0.21230000000000002,-0.17059999999999997,0.0682,-0.26940000000000003,-0.3677,-1.48,-3.0989999999999998,-2.517,-0.057,-0.12380000000000001,-0.1261,1500000000.0,-0.25,,0.11026919,0.0359,26570000000.0,78890000000.0,1.38,0.40593,1.26,0.06,1.43,1.2,-6.461,70.975,1.5561428,2.65,0.5,,,0.68584,0.03458,1.21,,1.22,23.5,80.208885,,1.43,1.2,1.21,1.22,1.21,0.0119,0.0359,2.56,-0.204,1.5494637,0.11,0.51,0.06,0.01,0.7,0.0,,,-0.2,,,8.0,,,0.7,,20.33,84.89,,,67.91,,,1.19,1.22,,,45.44,,0.13,2.24,,
EGAN,-0.1093,1.7562,0.35030305,,0.18760000000000002,0.262,0.1,-0.0888,0.21600000000000003,2.885,0.71,7200000000.0,0.033,-0.044500000000000005,0.5920000000000001,0.0795,430770000000.0,1.0076,0.26,0.3243,-0.0584,0.6705,0.6114,0.061,0.172,0.193,0.11710000000000001,0.473,0.2023,72700000000.0,0.08199999999999999,-0.009000000000000001,0.11026919,0.0172,18980000000.0,30660000000.0,14.25,0.799331,13.05,1.127,13.4471,11.35,37.528,4.111,11.17,14.85,4.8,0.24,55.125,0.38364,0.50783,11.5,5.06,11.14,11.73913,6.0887756,0.09911,13.4471,11.35,11.5,11.14,11.5,0.0106,0.015700001,2.31,0.23,9.377029,0.82,0.76,1.13,1.46,1.4,0.0,,,0.23,0.06,,552.0,71.6,,0.0,0.10300000000000001,15.02,11.66,75.09,39.95,7.47,7.51,0.0,16.21,16.97,0.099,1.4,72.91,1.8,1.18,1.64,16.83,
HOFV,-0.6271,0.2822,-0.64387465,,0.22399999999999998,-5.685,,,,-1.037,,-1600000000.0,0.613,0.0029,0.023,-0.8970999999999999,151750000000.0,-0.3822,-0.13390000000000002,-0.45630000000000004,0.1007,-0.3839,-0.361,,,,0.0642,-0.34619999999999995,-0.1691,7530000000.0,-0.11,,0.11026919,0.0692,4650000000.0,31820000000.0,4.65,,4.61,,4.8,3.8,-23.596,43.065,4.8275714,12.7,3.58,,,,,3.93,,3.75,,19.433613,,4.8,3.8,3.93,3.75,3.93,0.0101,,0.87,,6.4101357,0.32,,4.58,0.0,0.1,0.0,,,-0.61,,,25.0,,,0.23,,0.52,841.2,,,11.17,,,2.28,2.4,,0.1,36.95,,0.72,1.29,,
IMUX,-0.2783,3.0286,0.017349005,,0.1514,0.40700000000000003,0.155,-0.049,0.498,0.884,,-35900000000.0,0.023,-0.022400000000000003,0.254,1.2206000000000001,350260000000.0,1.1781,-0.1577,0.41969999999999996,0.11019999999999999,0.7402,0.1722,-0.516,-0.578,,-0.0033,0.5905,0.06,,,,0.11026919,0.0364,7180000000.0,12700000000.0,16.88,,16.5,5.257,16.97,15.05,-3.653,,17.271286,23.39,4.19,-1.93,-8.746114,0.02298,0.24201,15.33,-0.34,14.66,3.2109566,,,16.97,15.05,15.33,14.66,15.33,0.0126,0.0189,0.37,-3.276,11.584414,1.36,2.22,6.2,2.44,6.9,0.0,,,-3.26,-0.63,,26.0,,,0.0,,3.15,8.02,,,,,,19.33,19.55,,6.9,59.46,1.7,0.23,1.2,,
NES,-0.586,1.8316999999999999,-0.41821027,,0.1973,-0.349,-0.0039000000000000003,,0.275,0.3,0.20199999999999999,-73400000000.0,0.006,0.0,0.9740000000000001,-0.0027,40130000000.0,-0.0111,0.27140000000000003,0.517,0.36920000000000003,-0.07780000000000001,-0.33909999999999996,-0.314,-0.43,-0.237,0.2817,0.1916,0.32159999999999994,142800000000.0,-0.45799999999999996,-0.207,0.11026919,0.0043,8630000000.0,15760000000.0,2.75,1.649142,2.72,9.211,3.8875,2.32,7.097,0.464,2.0192857,6.45,0.943,,,0.011720001,0.98087996,2.3234,,2.23,0.2898708,0.31106147,-0.51407003,3.8875,2.32,2.3234,2.23,2.3234,0.0023999999,0.023599999,2.05,-4.663,1.8537608,0.33,,9.21,0.99,1.9,0.26,,,-4.66,,,700.0,,,0.2,-0.485,0.26,2.42,,6.06,0.27,,,2.3,2.39,-0.514,1.7,48.52,,0.21,1.64,,
PRPO,-0.6425,4.2,-0.046849847,3960000000.0,0.2119,0.8109999999999999,0.2,0.708,0.682,0.8320000000000001,0.076,-14500000000.0,0.001,0.6729999999999999,0.008,-0.5706,41700000000.0,1.4366999999999999,-0.15380000000000002,1.8038999999999998,0.3059,0.3951,0.1673,-0.723,-1.105,-0.912,0.1349,0.8253,0.2968,4000000000.0,0.444,0.203,0.11026919,0.0694,16219999999.999998,16430000000.0,2.4,3.262399,2.38,0.863,2.97,2.36,-5.792,12.073,2.5957143,,0.55,-0.31,-9.225806,0.01352,0.026080001,2.43,-0.09,2.36,3.3140209,11.75699,-2.7857902,2.97,2.36,2.43,2.36,2.43,0.0685,0.069299996,0.14,-1.734,1.3870362,0.26,2.99,1.11,0.03,0.4,0.09,,,-1.79,-0.2,,50.0,,,0.06,,2.07,87.57,,,8.76,,,2.33,2.3,,0.4,45.03,2.0,0.06,0.33,4.15,
RVP,-0.526,6.6568,5.3764706,,0.1937,8.613999999999999,,,0.213,2.1959999999999997,0.33799999999999997,6300000000.0,0.44799999999999995,0.0022,0.21100000000000002,0.6408,209240000000.0,3.3423000000000003,-0.3465,0.004699999999999999,0.1371,3.3133,6.4368,0.154,0.22,0.09699999999999999,-0.08470000000000001,0.5608,-0.2267,47000000000.0,0.20800000000000002,0.039,0.11026919,0.1489,12050000000.0,32790000000.0,6.65,1.743589,6.43,0.977,6.905,5.47,40.113,4.351,8.680572,13.65,0.85,,,0.72786003,0.104890004,5.47,,5.42,6.622313,4.5435486,0.14825,6.905,5.47,5.47,5.42,5.47,0.0543,0.13,1.94,0.183,5.3231883,0.72,1.79,0.98,0.48,3.1,0.12,,,0.19,,,140.0,,,0.09,0.09,8.78,17.86,45.03,115.0,6.12,,0.0,8.25,8.6,0.133,2.3,63.27,,0.5,3.54,,
TRIL,0.1766,55.507299999999994,25.350975,1290000000.0,0.4366,,,0.281,,-0.26899999999999996,,,0.0007000000000000001,0.0,0.3272,,1130000000.0,1.6185,0.6778,0.7203,0.2232,12.1942,34.207300000000004,,,,0.3831,1.5971000000000002,0.6034,210000000.0,3.6,,0.11026919,0.051,62360000000.0,83440000000.0,13.2,2.030523,13.17,0.539,14.14,12.61,-14.166,3295.183,8.846857,14.14,0.241,-2.92,-4.6541095,0.00066,0.32716,13.78,,9.46,25.21336,5427.6934,,14.14,12.61,13.78,9.46,13.78,0.0376,0.0387,3.03,-2.939,6.6496015,1.09,,0.54,,,,,,-2.94,-0.9,,,,,,,28.52,,,,7030.45,,,15.15,15.37,,,65.78,1.5,0.47,2.15,11.02,
WBAI,-0.6478,0.6135,-0.6290144,,0.209,0.376,0.1575,,-0.4,-0.341,-0.473,-77000000000.0,0.2208,0.0,0.092,-0.1292,165850000000.0,-0.3284,0.1188,0.18420000000000003,0.2054,-0.5291,-0.5302,,,-0.875,0.166,-0.23370000000000002,0.1076,3700000000.0,-0.629,-0.415,0.11026919,0.10550000000000001,21270000000.0,43000000000.0,,1.378483,3.99,4.861,4.23,3.01,,,3.6065714,11.5,2.51,0.26,15.576924,0.22084999,0.10987,3.45,,3.35,0.83316195,,,4.23,3.01,3.45,3.35,3.45,0.052199997,,39.78,-1.265,4.019855,0.25,1.31,2.16,1.11,5.1,0.0,,,-1.8,,,282.0,,,0.0,,1.38,2.68,,,36.81,,,3.06,2.98,,5.1,44.99,,0.33,37.23,,
XONE,0.1103,3.5633999999999997,0.48874605,,0.1663,-0.051,0.46490000000000004,0.156,0.094,-0.182,0.309,-14500000000.0,0.019,0.1795,0.457,0.2968,260980000000.00003,2.1395,0.604,0.6547,0.2414,1.1716,0.7959999999999999,-0.193,-0.31,-0.293,0.4671,1.0598999999999998,0.6531999999999999,52900000000.0,-0.275,0.039,0.11026919,0.17190000000000003,11720000000.0,16460000000.0,16.22,2.429765,15.87,2.648,16.43,13.92,-20.782,4.208,10.252571,16.43,3.55,-0.65,-24.923079,0.31117,0.35793,13.92,-0.38,13.89,6.117825,5.255905,-0.27374,16.43,13.92,13.92,13.89,13.92,0.1191,0.2147,15.58,-0.89,8.168478,1.02,2.1,2.7,1.01,1.8,0.08,,,-0.88,-0.2,,271.0,,,0.05,-0.257,4.97,13.33,,,4.97,,,12.97,13.43,-0.27399999999999997,1.0,57.78,2.0,0.98,5.3,14.33,
XSPA,-0.7653,12.8,-0.9950892,8810000000.0,0.1564,0.845,0.2,,0.5529999999999999,0.826,0.134,-80600000000.0,0.0183,-0.7522,0.040999999999999995,0.0398,153140000000.0,1.6266,-0.4581,-0.5868,0.0049,0.022400000000000003,-0.5368999999999999,-2.1519999999999997,,43.275,-0.2441,-0.1598,-0.3726,31200000000.0,-0.992,1.025,0.11026919,0.11,56750000000.0,67980000000.00001,1.97,2.763099,1.96,0.469,2.07,1.7599,-8.652,2.631,3.1757143,714.42,1.65,-0.31,-6.677419,0.01831,0.03635,1.8489,,1.79,4.4136457,4.5339985,-2.59701,2.07,1.7599,1.8489,1.79,1.8489,0.1099,0.1099,0.8,-6.481,77.9586,0.2,2.91,0.68,0.54,2.0,0.24,,,-9.88,,,673.0,,,0.14,,3.46,4.34,,,5.26,,,2.37,2.35,,2.0,52.27,,0.53,0.69,,
AGEN,0.08460000000000001,1.8516,0.36482084,2480000000.0,0.23870000000000002,0.253,,-0.049,-0.023,0.446,0.993,-167900000000.0,0.096,-0.0421,0.495,0.1487,973900000000.0,0.9884999999999999,0.4703,0.4437,0.2241,0.2752,0.6742,-0.965,0.8,,0.2696,0.529,0.377,96500000000.0,0.713,0.847,0.12938392,0.1588,152920000000.0,169130000000.0,5.25,2.061315,5.2,-1.275,5.38,4.19,-7.201,7.745,3.7594285,5.38,1.82,-1.07,-4.850467,0.19714001,0.41541,4.19,,4.19,,9.864674,-1.73741,5.38,4.19,4.19,4.19,4.19,0.13229999,0.1481,9.78,-1.139,3.1910071,0.31,2.08,-1.29,0.41,0.7,,,,-1.14,-0.26,,328.0,,,,,,10.52,,,8.63,,,4.4,4.35,,,53.02,1.3,0.47,8.22,,
GSUM,-0.484,4.4430000000000005,-0.4660194,,0.1727,0.78,,,-0.434,0.059000000000000004,0.763,-78600000000.0,0.09050000000000001,0.0,0.251,-0.21710000000000002,45960000000.0,0.5926,0.7670999999999999,0.44939999999999997,0.43320000000000003,0.0574,-0.36450000000000005,-0.599,2.7769999999999997,-7.577999999999999,0.4826,0.2882,0.5899,47700000000.0,-0.68,0.213,0.12938392,0.0031,25440000000.0,33890000000.0,1.32,2.13432,1.32,1.799,1.34,1.079,,,0.8244857,2.5,0.237,0.48,2.6875,0.09047,0.29381,1.1,,1.1,0.717065,,-1.6473,1.34,1.079,1.1,1.1,1.1,0.0023,,0.5,-1.516,0.76907915,0.14,1.87,-1.6,0.12,0.5,,,,-2.37,,,929.0,,,,,,15.55,,,1.2,,,1.8,1.82,,0.5,77.51,,0.56,0.35,,
KRA,-0.52,2.7752999999999997,-0.5733999,,0.1562,-1.149,0.06,1.574,0.852,-0.35,0.24,196800000000.0,0.024,0.0,0.976,0.020099999999999996,536260000000.0,1.9474,0.0546,0.1429,0.1321,-0.33649999999999997,-0.5012,0.068,0.22,0.06,0.15560000000000002,0.061900000000000004,0.0669,1640000000.0,-0.626,0.08,0.12938392,0.038599999999999995,31270000000.0,31780000000.0,17.03,3.068004,16.71,32.12,17.33,14.375,7.22,0.896,15.074857,,4.45,1.3,12.923077,0.02865,1.01919,14.73,4.79,14.53,0.5230386,0.32725883,0.12077,17.33,14.375,14.73,14.53,14.73,0.0379,0.0531,3.5,6.158,13.305396,1.36,2.93,32.2,4.65,1.8,0.99,,,6.15,-0.05,,1944.0,19.41,,0.93,0.139,0.79,5.45,4.12,3.5,0.46,0.69,0.0,24.94,25.33,0.12,0.8,81.36,2.7,1.42,3.22,18.0,
NOVN,-0.8581,1.4558000000000002,-0.84909093,28710000000.0,0.2723,0.685,,0.5,-0.059000000000000004,-1.376,,-19800000000.0,0.004,0.0,0.049,-0.47229999999999994,76410000000.0,0.2878,-0.1484,0.304,0.1653,-0.8329000000000001,-0.8073,-0.53,1.24,1.2890000000000001,0.1039,-0.3119,-0.0916,5200000000.0,0.182,1.129,0.12938392,0.0452,124810000000.0,137470000000.0,0.53,-0.26762,0.528,,0.605,0.3925,-2.102,10.232,0.5814286,3.72,0.215,-0.15,-3.5199997,0.18202999,0.09834,0.42,,0.415,,13.880877,,0.605,0.3925,0.42,0.415,0.42,0.040999997,0.041300002,0.13,-0.703,0.48134533,0.04,-0.29,0.0,0.26,4.0,,,,-0.48,-0.06,,42.0,,,,,,1.72,,,11.75,,,0.45,0.44,,4.0,38.43,2.0,0.17,0.25,,
PLSE,-0.37310000000000004,1.1409,-0.34668505,,0.1564,0.039,,0.177,,-0.03,,-48700000000.0,0.46799999999999997,0.0008,0.11900000000000001,0.31989999999999996,280280000000.0,0.7993000000000001,0.0499,0.359,0.16760000000000003,-0.18420000000000003,-0.2191,-1.078,-1.435,,0.0895,0.0481,0.0452,,,,0.12938392,0.1973,13010000000.0,21530000000.0,10.98,1.897478,,1.683,11.71,9.49,-4.409,,10.410571,17.45,5.11,-1.63,-6.711656,0.45811,0.10808,9.49,,9.46,6.500297,,,11.71,9.49,9.49,9.46,9.49,0.1018,0.16450001,46.33,-2.323,9.057302,1.1,1.77,1.97,1.72,7.9,0.0,,,-2.32,-0.44,,82.0,,,0.0,,7.94,9.08,,,,,,15.66,15.65,,7.9,69.02,2.0,0.43,25.81,16.0,
PME,-0.47609999999999997,1.2056,-0.57399106,,0.3236,-1.344,,,-0.419,-0.5760000000000001,0.22899999999999998,9100000000.0,0.5743,0.0,0.012,0.06860000000000001,104490000000.0,0.1459,0.2701,0.0934,0.3973,0.0059,-0.4179,0.02,0.066,0.036000000000000004,0.42979999999999996,0.1598,0.3019,86500000000.0,-0.078,-0.174,0.12938392,0.0001,33650000000.0,79060000000.0,1.2,0.06243,1.26,1.772,1.33,0.94,20.539,5.291,0.9225714,2.4,0.57,,,0.57432,0.0114,,,0.95,0.7095937,1.1491116,0.104949996,1.33,0.94,,0.95,,,0.0001,0.08,0.115,1.0465468,0.16,-0.16,1.77,0.04,0.9,2.61,,,0.12,,,2060.0,,,1.53,0.22,0.96,39.54,14.78,,1.55,,0.0,1.75,1.7,0.105,0.6,62.54,,1.19,1.7,,
PRTK,-0.1217,1.252,-0.1696428,,0.2108,0.484,,0.607,0.129,-0.102,0.787,-110700000000.0,0.037000000000000005,-0.0216,0.508,0.1309,258470000000.00003,0.7929999999999999,0.2883,0.2898,0.2213,0.397,0.052300000000000006,-0.45899999999999996,2.225,-0.524,0.24350000000000002,0.36340000000000006,0.20350000000000001,30100000000.0,3.65,0.307,0.12938392,0.0858,41320000000.0,43630000000.0,5.7,1.510033,5.63,-1.401,5.7782,4.875,,11.035,4.54,6.41,2.5,-0.7,-8.042857,0.09806,0.54846,4.89,0.02,4.65,,8.880986,,5.7782,4.875,4.89,4.65,4.89,0.078099996,0.08180001,6.16,-2.919,4.373597,0.39,1.45,-1.45,4.03,6.5,,,,-3.0,-0.61,,102.0,,,,,,1.42,,,8.84,,,6.07,5.74,,6.0,55.54,1.4,0.36,6.12,,
QH,-0.6381,0.2761,-0.47689903,,0.2455,,,,,0.7240000000000001,0.079,-1700000000.0,,,,,446370000000.0,,-0.0165,,0.1604,-0.34850000000000003,,,,0.055,0.041100000000000005,-0.0547,-0.0547,300400000000.0,0.578,,0.12938392,0.0,3110000000.0,53650000000.0,8.57,,8.42,,9.17,6.64,,,8.260143,22.99,6.52,,,,,6.64,,6.68,,,0.0035499998,9.17,6.64,6.64,6.68,6.64,,,,,8.801046,0.47,,,0.52,1.2,,,,-0.03,0.05,,551.0,29.25,,,-0.006,,13.59,,,1.21,,,7.25,7.02,-0.006,1.2,42.95,2.0,0.31,0.27,,
RENN,-0.7073,2.5778,-0.56439435,,0.4,0.446,,,-0.20800000000000002,0.665,0.008,-51100000000.0,0.5007,0.0,0.136,0.0129,43840000000.0,0.8506,-0.40259999999999996,-0.6083,-0.24050000000000002,-0.35340000000000005,-0.39020000000000005,-0.139,-0.348,-1.426,-0.20829999999999999,-0.2854,-0.4165,349800000000.0,1.995,0.496,0.12938392,0.0128,4200000000.0,23310000000.0,1.64,2.180602,1.57,4.436,1.8,1.1301,-0.835,0.254,2.376,5.5,0.45,-0.73,-2.2054794,0.50069,0.14276,1.16,,1.15,0.3629396,0.10853437,-0.14607,1.8,1.1301,1.16,1.15,1.16,0.0023,,2.09,-2.25,2.3033094,0.49,1.53,4.47,0.25,0.7,0.3,,,-2.19,,,820.0,,,0.0,-0.551,0.93,16.75,,,0.28,,,4.6,4.16,-0.146,0.5,61.6,,0.58,1.68,1.7,
TCON,-0.22640000000000002,3.4526,-0.27878785,1290000000.0,0.18489999999999998,0.67,,0.317,-0.049,0.424,,-17600000000.0,0.015,,0.146,0.22579999999999997,45300000000.0,2.7105,1.4882,1.1364,0.7336,0.8077,-0.1632,-0.996,-5.625,,1.0171999999999999,0.7836,1.1719,,,,0.12938392,0.0043,6520000000.0,13180000000.0,4.23,1.947045,4.2,0.386,4.28,3.6412,-1.523,,1.964,5.47,0.95,-1.94,-2.1804123,0.02803,0.25344,3.68,,3.57,10.9585495,,,4.28,3.6412,3.68,3.57,3.68,0.0033000002,0.0033000002,0.05,-3.976,1.9644748,0.62,1.11,0.47,,1.6,1.5,,,-4.46,-0.65,,19.0,,,0.93,,10.48,,,,,,,5.03,4.93,,1.6,56.5,2.2,0.15,0.33,5.33,
BFRA,-0.8402,0.6678000000000001,-0.4698276,,0.18969999999999998,,,-0.6829999999999999,,-1.278,,,,,0.0009,,196890000000.0,-0.38270000000000004,-0.7118000000000001,0.4583,0.0681,-0.1474,-0.3336,,,,-0.1777,-0.2289,-0.09390000000000001,,0.359,,0.1103282,0.0123,11480000000.0,22420000000.0,8.74,1.38012,8.29,0.678,10.75,8.25,,,11.151915,,5.27,-1.38,-6.3623185,,0.00088,7.91,,7.38,12.949853,,-0.65508,10.75,8.25,7.91,7.38,7.91,0.0011,,0.04,-0.762,8.03575,0.63,,0.68,,,,,,-0.76,-0.34,,154.0,,,,,11.55,,,,,,,7.91,7.83,,,20.05,2.0,0.1,0.41,,
CBLI,-0.534,3.66,0.7757008,1450000000.0,0.2263,0.433,,,-0.19,0.267,,-2100000000.0,0.6439,0.0,0.07200000000000001,1.6786,27210000000.0,0.0,-0.1107,0.49200000000000005,0.4121,2.8704,1.2843,-0.8290000000000001,0.613,0.525,0.11220000000000001,0.2376,-0.0139,900000000.0,-0.667,-0.214,0.1103282,0.038,5670000000.0,11950000000.0,2.22,0.707357,2.16,-0.132,2.38,1.88,-14.25,30.29,2.3088572,,0.5,,,0.64394,0.03681,1.88,,1.89,,35.20275,-2.4661999,2.38,1.88,1.88,1.89,1.88,0.011,0.022,0.48,-0.184,2.1254287,0.14,0.86,-0.14,0.29,5.2,,,,-0.19,,,7.0,,,,,,7.18,,,30.3,,,2.12,2.1,,5.2,48.73,,0.09,0.62,2.0,
CIDM,-0.8486,2.6348000000000003,-0.24210525,2210000000.0,0.2709,-0.5820000000000001,0.1,0.645,0.379,0.21600000000000003,0.5429999999999999,-29900000000.0,0.08,0.0,0.09300000000000001,2.2148,109820000000.0,1.5866,-0.36450000000000005,-0.5943,0.18489999999999998,0.2981,-0.0913,-0.292,1.095,-0.172,-0.0432,-0.0592,-0.3533,35500000000.0,-0.38799999999999996,-0.179,0.1103282,0.011000000000000001,43380000000.0,94420000000.0,0.8339,1.576365,0.83,-0.047,1.16,0.64,25.109,3.161,1.1894286,,0.25,-0.11,-8.260909,0.51225,0.02815,0.71,-0.23,0.715,,2.6886578,-0.83245003,1.16,0.64,0.71,0.715,0.71,0.0031,0.010199999,0.2,-0.516,1.0860714,0.06,1.84,-0.05,0.14,0.5,,,,-0.43,-0.08,,70.0,,,,-0.12300000000000001,,3.94,,,1.81,,,0.57,0.57,-0.8420000000000001,0.5,31.91,2.0,0.32,1.04,,
CKPT,0.0375,2.1619,-0.014084518,,0.1857,0.38799999999999996,,-0.147,,0.45,,-22000000000.0,0.02,0.0,0.135,0.1884,208530000000.0,1.8376,0.6683,0.6939,0.46259999999999996,0.9301999999999999,0.1857,-1.01,-1.56,-1.3219999999999998,0.4637,0.8098000000000001,0.5236,1300000000.0,-0.96,,0.1103282,0.032799999999999996,45350000000.0,51800000000.0,3.38,1.983957,3.31,0.258,3.83,2.91,,110.831,2.2652857,3.83,1.05,-0.39,-8.51282,0.3143,0.12211,2.98,,2.8,12.868217,155.11673,,3.83,2.91,2.98,2.8,2.98,0.0295,0.0398,4.34,-0.491,1.9140357,0.34,1.81,0.29,0.3,2.9,0.0,,,-0.52,-0.08,,8.0,,,0.0,,9.76,9.49,,,159.81,,,2.96,2.83,,2.9,52.0,1.7,0.53,1.65,,
CODX,-0.5576,15.1999,9.66055,3880000000.0,0.17989999999999998,6.487,,0.42460000000000003,-0.226,0.264,0.654,8100000000.0,0.2421,-0.0129,0.29100000000000004,0.9843999999999999,434610000000.0,0.39049999999999996,-0.2994,-0.1195,0.4742,14.315,11.934000000000001,0.514,0.562,-3.467,0.0705,0.2231,-0.2389,25700000000.0,454.449,,0.1103282,0.2651,25080000000.0,27580000000.0,13.8,-1.670797,13.75,1.192,14.16,11.75,38.159,11.957,17.662428,30.99,0.846,2.61,5.252874,0.24211,0.09172,11.75,,11.62,11.5016775,15.730534,0.31422,14.16,11.75,11.75,11.62,11.75,0.2794,0.2794,1.83,0.351,15.292214,1.24,,1.21,0.71,11.6,0.0,,,0.18,0.63,,37.0,5.53,,0.0,0.305,11.92,20.23,79.67,,14.64,,0.0,14.41,14.42,0.314,8.2,49.55,2.0,0.18,2.12,,
FRTA,0.0313,3.7739,0.8993288,,0.16399999999999998,2.174,,0.34850000000000003,-0.226,0.701,0.21,27800000000.0,0.006999999999999999,-0.021400000000000002,0.981,0.0163,1080000000.0,1.0981,0.061900000000000004,0.8079000000000001,0.2057,0.42469999999999997,1.2624,0.015,0.23,0.055999999999999994,0.17809999999999998,0.5142,0.2231,1580000000.0,-0.39299999999999996,0.207,0.1103282,0.12140000000000001,18900000000.0,65090000000.0,16.44,2.50202,16.52,2.076,16.77,14.5,10.318,1.367,13.957429,16.77,3.45,1.07,15.392522,0.01314,1.01249,14.57,-0.47,14.15,7.9335256,0.6779657,0.01754,16.77,14.5,14.57,14.15,14.57,0.0337,0.1161,7.59,0.418,10.223429,0.94,2.51,2.08,0.82,2.3,9.12,,,0.41,0.48,,4578.0,12.08,,8.91,0.071,6.84,17.39,34.46,4.92,0.58,,0.0,14.5,14.23,0.018000000000000002,1.3,57.33,2.3,0.81,3.19,16.92,
HJLI,-0.44179999999999997,1.6708,-0.5729166,11470000000.0,0.3751,0.42200000000000004,,,-0.39799999999999996,0.723,,-6900000000.0,0.095,-0.1956,0.011000000000000001,2.8503,22220000000.0,0.5536,0.5815,0.3145,0.4523,0.025099999999999997,-0.41859999999999997,-1.757,-6.225,,0.48100000000000004,0.28190000000000004,0.5108,0.0,,,0.1103282,0.0282,18190000000.0,21460000000.0,0.54,1.859471,0.54,0.015,0.5789,0.4035,-2.342,,0.36314285,1.01,0.211,-0.55,-1.0250908,0.22436,0.01271,0.4035,,0.41,37.586666,,,0.5789,0.4035,0.4035,0.41,0.4035,0.0541,0.056399997,0.07,-0.364,0.39605,0.04,,0.02,0.04,0.6,0.75,,,-0.37,-0.05,,12.0,,,0.0,,19.45,9.48,,,,,,0.4,0.39,,0.6,44.82,1.0,0.16,0.15,,
SALM,-0.5134000000000001,0.9615,-0.47191012,1680000000.0,0.3557,0.314,0.07,0.991,-0.47600000000000003,-7.615,0.17,-82200000000.0,0.225,0.08439999999999999,0.15,-0.1886,35480000000.0,0.27699999999999997,-0.12369999999999999,0.252,0.3309,-0.11460000000000001,-0.213,-0.14800000000000002,-0.506,-0.025,0.1865,0.0478,-0.0463,239900000000.0,-0.182,-0.01,0.1103282,0.0848,11120000000.0,26680000000.0,1.25,1.561872,1.26,4.927,1.3434,0.94,13.119,1.286,1.3605714,2.62,0.65,-0.02,-63.75,0.47557,0.22447,0.9439,-0.06,0.9405,0.25877815,0.1418324,-0.34283,1.3434,0.94,0.9439,0.9405,0.9439,0.027999999,0.0643,0.76,-3.084,1.1159285,0.13,1.6,4.93,0.72,0.8,1.77,,,-3.08,-0.01,,1133.0,,,1.62,-0.127,0.2,1.36,,0.87,0.11,,,1.05,0.98,-0.34299999999999997,0.7,45.85,2.0,0.45,0.63,,
