ticker,52W High,52W Low,52WeekChange,Avg Volume,Change,EPS Q/Q,EPS next 5Y,EPS next Y,EPS past 5Y,EPS this Y,Gross Margin,Income,Insider Own,Insider Trans,Inst Own,Inst Trans,Market Cap,Perf Half Y,Perf Month,Perf Quarter,Perf Week,Perf YTD,Perf Year,ROA,ROE,ROI,SMA20,SMA200,SMA50,Sales,Sales Q/Q,Sales past 5Y,SandP52WeekChange,Short Float,Shs Float,Shs Outstand,ask,beta,bid,bookValue,dayHigh,dayLow,enterpriseToEbitda,enterpriseToRevenue,fiftyDayAverage,fiftyTwoWeekHigh,fiftyTwoWeekLow,forwardEps,forwardPE,heldPercentInsiders,heldPercentInstitutions,open,pegRatio,previousClose,priceToBook,priceToSalesTrailing12Months,profitMargins,regularMarketDayHigh,regularMarketDayLow,regularMarketOpen,regularMarketPreviousClose,regularMarketPrice,sharesPercentSharesOut,shortPercentOfFloat,shortRatio,trailingEps,twoHundredDayAverage,ATR,Beta,Book/sh,Cash/sh,Current Ratio,Debt/Eq,Dividend,Dividend %,EPS (ttm),EPS next Q,Earnings,Employees,Forward P/E,Index,LT Debt/Eq,Oper. Margin,P/B,P/C,P/E,P/FCF,P/S,PEG,Payout,Prev Close,Price,Profit Margin,Quick Ratio,RSI (14),Recom,Rel Volume,Short Ratio,Target Price,Volume
RVP,-0.4147,7.3229,6.3302746,,0.16469999999999999,8.613999999999999,,,0.213,2.1959999999999997,0.33799999999999997,6300000000.0,0.44799999999999995,-0.0015,0.21100000000000002,0.8139,225000000000.0,5.9478,0.0583,0.2583,0.38,4.3267,6.910900000000001,0.154,0.22,0.09699999999999999,0.2949,0.8292,-0.0332,47000000000.0,0.20800000000000002,0.039,0.11079204,0.1646,12050000000.0,32790000000.0,9.56,1.743589,6.86,0.977,8.02,6.8504,49.953,5.418,7.3934283,13.65,0.97,,,0.72786003,0.104890004,6.91,,6.86,8.178096,5.610966,0.14825,8.02,6.8504,6.91,6.86,6.91,0.06,0.1438,2.83,0.183,5.6766667,0.72,1.79,0.98,0.48,3.1,0.12,,,0.19,,,140.0,,,0.09,0.09,8.78,17.86,45.03,115.0,6.12,,0.0,8.25,8.6,0.133,2.3,63.27,,0.5,3.54,,
ASLN,-0.7653,4.4857,-0.10806447,,0.15710000000000002,0.597,,-0.25,,-0.052000000000000005,,-43900000000.0,,,0.092,0.0203,72400000000.0,0.6409999999999999,0.1925,-0.0943,0.27149999999999996,-0.0542,0.0492,-1.902,,-2.832,0.2772,0.0698,0.1845,,,,0.11079204,0.0039000000000000003,36900000000.0,37990000000.0,1.92,1.546657,1.51,-0.23,1.92,1.62,,,1.5624571,8.18,0.35,-0.7,-2.7428572,,0.08682,1.64,,1.65,,,,1.92,1.62,1.64,1.65,1.64,0.0037,,3.03,-1.24,1.6194276,0.13,,-0.24,0.37,3.2,,,,-1.3,-0.1,,,,,,,,5.31,,,,,,1.94,1.94,,3.2,63.3,2.3,0.64,2.8,,
DGLY,-0.6028,3.4059,0.503937,3080000000.0,0.4764,0.235,0.2,0.111,0.244,0.547,0.29,-9200000000.0,0.08199999999999999,-0.047400000000000005,0.079,2.4219999999999997,76060000000.0,2.5237,0.3429,-0.1557,0.41,1.7647,1.1692,-0.675,,-3.016,0.3503,0.5941,0.0824,9500000000.0,-0.32,-0.098,0.11079204,0.1405,22970000000.0,26580000000.0,2.67,0.595317,2.66,0.502,2.95,1.8,-4.377,4.269,2.32,7.1,0.64,-0.32,-8.8125,0.25148,0.03986,1.92,-0.28,1.91,5.61753,7.889275,-0.97297996,2.95,1.8,1.92,1.91,1.92,0.121400006,0.1336,1.58,-0.654,2.0669565,0.22,0.62,0.7,0.58,2.8,0.39,,,-0.7,-0.1,,119.0,,,0.08,,3.29,3.93,,,6.71,,,2.31,2.3,-0.973,2.2,50.83,,0.16,0.95,,
MRNS,1.9509,10.8911,1.291971,4820000000.0,2.8248,0.336,0.2,0.225,0.145,-0.106,,-72400000000.0,0.0063,0.0,0.778,0.4523,1360000000.0,4.8873,5.287999999999999,3.5664999999999996,2.7767,4.5602,8.4567,-0.846,-1.265,,4.2246,4.5723,4.9382,,,,0.11079204,0.17850000000000002,82920000000.0,99770000000.0,,1.988851,11.84,0.756,13.08,11.67,-23.064,,2.1255715,13.08,1.01,-0.55,-21.836363,0.00625,0.70287,12.1,-0.23,12.56,15.886244,,,13.08,11.67,12.1,12.56,12.1,0.12109999,0.121400006,7.34,-0.968,2.1392753,1.38,1.79,3.7,3.21,11.5,0.0,,,-3.97,-0.6,,42.0,,,0.0,,3.93,4.53,,,,,,15.03,14.53,,11.5,65.77,1.5,0.55,2.8,,
POAI,-0.8421,0.218,-0.8308,,0.1666,-2.512,,,0.5870000000000001,0.129,0.616,-25900000000.0,0.11599999999999999,0.0038,0.071,2.0484,15720000000.0,-0.3594,-0.1421,-0.45189999999999997,0.1023,-0.622,-0.7990999999999999,-0.971,-1.926,-1.452,0.0483,-0.46049999999999996,-0.23399999999999999,1300000000.0,-0.33299999999999996,0.08199999999999999,0.11079204,0.0209,13420000000.0,15420000000.0,0.91,1.569119,0.883,0.886,1.15,0.9158,-1.387,11.435,1.1486857,6.25,0.81,,,0.32683,0.090500005,1.06,,0.8457,1.113544,11.287453,,1.15,0.9158,1.06,0.8457,1.06,0.0184,0.0186,0.31,-4.792,1.470529,0.07,1.71,1.19,0.21,0.3,0.38,,,-6.27,,,29.0,,,0.0,,0.68,3.89,,,10.17,,,0.79,0.81,,0.3,35.14,,0.42,0.27,,
SPI,2.5,24.4545,-0.7005714,,12.3652,0.871,,,-0.077,-0.41100000000000003,0.073,-15300000000.0,0.5333,0.0,0.01,,206360000000.0,16.8072,9.219,11.2807,10.6667,6.5269,3.1667,-0.07,0.506,-0.159,11.3118,10.243599999999999,9.572899999999999,97900000000.0,-0.603,0.013000000000000001,0.11079204,0.002,7200000000.0,14660000000.0,20.5,3.95693,20.05,-0.56,46.67,3.3,-7.615,0.951,1.3072286,46.67,0.55,,,0.53330004,4.0000003e-05,3.54,,1.03,,2.1221764,-0.15588,46.67,3.3,3.54,1.03,3.54,0.00090000004,0.0017,0.05,-1.2,1.0418406,2.92,0.96,-0.56,0.19,0.3,,,,-1.23,,,63.0,,,,-0.196,,39.46,,,1.13,,,8.1,7.41,-0.156,0.3,57.58,,0.32,0.0,,
SUNW,-0.7171,3.0,-0.69764704,4830000000.0,0.5038,-3.359,0.1,0.85,0.32799999999999996,-0.282,0.11699999999999999,-12800000000.0,0.0172,0.0,0.02,0.40979999999999994,17960000000.0,2.1956,0.6690999999999999,0.9349,0.491,-0.07200000000000001,-0.5378000000000001,-0.447,-1.4880000000000002,-0.6829999999999999,0.6162,0.5113,0.2569,53900000000.0,-0.48100000000000004,0.243,0.11079204,0.029500000000000002,16540000000.0,16629999999.999998,1.41,2.960981,1.41,0.487,4.57,0.7325,-1.47,0.208,0.82865715,4.57,0.29,-0.12,-9.666667,0.017180001,0.03635,0.7777,-0.1,0.7714,2.38193,0.35762617,-0.23696,4.57,0.7325,0.7777,0.7714,0.7777,0.0293,0.0295,0.13,-1.346,0.65769565,0.87,1.76,0.49,0.47,1.3,0.62,,,-1.39,-0.05,,178.0,,,0.35,-0.221,7.18,7.43,,,1.08,,,3.58,3.52,-0.237,1.2,64.46,3.0,0.61,0.03,,
AIHS,-0.7106,1.6158000000000001,-0.021739185,4850000000.0,0.5113,,,,,-1.4509999999999998,0.247,-4900000000.0,0.6163000000000001,0.0,0.005,1.4165999999999999,29470000000.0,0.4164,0.6681,0.0305,0.5113,0.0151,0.5457,,,-0.586,0.46740000000000004,0.2143,0.18739999999999998,11800000000.0,-0.78,,0.08708286,0.0101,25590000000.0,29010000000.0,0.739,0.488989,0.737,0.029,0.7288,0.44,-3.532,2.181,0.47091427,2.35,0.26,,,0.61626,0.00481,0.45,,0.45,23.451725,2.5011451,-0.85458,0.7288,0.44,0.45,0.45,0.45,0.0058999998,0.0086,0.08,-0.351,0.53328055,0.09,,0.03,0.01,0.5,10.5,,,-0.17,,,179.0,,,4.38,,20.32,58.57,,,2.48,,,0.62,0.61,,0.4,53.44,,0.07,0.03,,
APOP,-0.6386,5.225,-0.10212767,,0.1801,,,,,,,,0.0932,0.0,0.252,,9730000000.0,0.6623,-0.0639,-0.2432,0.1116,0.12179999999999999,0.0292,,,,0.1514,-0.0318,-0.08869999999999999,,,,0.08708286,0.0115,2530000000.0,3910000000.0,2.48,2.103503,2.43,0.691,3.24,2.0301,,,2.5342858,6.89,0.4,-1.22,-2.0409837,0.09319,0.25195,2.11,,2.11,3.6034734,,,3.24,2.0301,2.11,2.11,2.11,0.0074,,0.19,-0.854,2.6189785,0.19,,0.69,,,,,,-0.85,,,14.0,,,,,3.2,,,,,,,2.18,2.21,,,46.75,,0.15,0.22,,
APWC,-0.2151,0.6404000000000001,-0.41436464,,0.3775,-0.226,,,-0.29,-1.557,0.091,-700000000.0,0.754,0.0,0.055,0.0313,19230000000.0,0.5863,0.36450000000000005,0.44549999999999995,0.4175,0.057999999999999996,-0.1978,-0.002,-0.005,-0.016,0.3954,0.2535,0.3066,305200000000.0,0.564,-0.055999999999999994,0.08708286,0.0009,3390000000.0,13820000000.0,1.54,1.078037,1.48,10.718,2.205,1.02,6.551,0.177,1.0882857,2.205,0.89,,,0.75478,0.05768,1.02,,1.11,0.13715245,0.06656889,-0.00238,2.205,1.02,1.02,1.11,1.02,0.0002,0.00090000004,0.07,-0.053,1.0634532,0.32,0.69,10.72,,3.7,0.12,,,-0.05,,,1227.0,,,0.01,0.01,0.15,,,0.75,0.07,,,1.68,1.65,-0.002,2.1,55.49,,0.44,0.01,,
CBAT,-0.19640000000000002,2.75,0.20547938,1610000000.0,0.5341,0.698,0.3,,-0.17600000000000002,-2.782,0.055999999999999994,-9200000000.0,0.298,0.2919,0.003,-0.0553,84480000000.0,2.2143,1.0143,0.8490000000000001,0.5101,0.1739,0.8621,-0.094,-0.715,-0.20199999999999999,0.7182,0.9211,0.6623,24300000000.0,0.07,0.098,0.08708286,0.0029,22600000000.0,60430000000.0,2.63,3.076365,2.62,0.237,1.95,0.9811,-24.441,3.721,0.78171426,1.95,0.36,,,0.43778,0.00806,1.12,,0.88,5.6962028,3.6228185,-0.37978,1.95,0.9811,1.12,0.88,1.12,0.001,0.0023,0.19,-0.18,0.65079135,0.62,2.08,0.25,0.0,0.4,2.19,,,-0.19,,,58.0,,,0.0,-0.344,13.04,861.94,,,7.09,,,3.71,3.26,-0.38,0.3,64.36,,0.83,0.01,2.0,
CEI,-0.9373,0.3822,-0.94777775,1570000000.0,0.34409999999999996,0.998,,,,-1.021,-0.375,-10000000000.0,0.0999,0.0,0.009000000000000001,,15400000000.0,-0.3668,0.053,-0.5367999999999999,0.24059999999999998,-0.6701999999999999,-0.9292,,,-1.9340000000000002,0.22089999999999999,-0.5207,-0.115,300000000.0,-0.722,-0.33299999999999996,0.08708286,0.0516,19680000000.0,23870000000.0,0.68,1.622071,0.6398,0.471,0.7799,0.46871,-3.077,43.684,0.61742854,9.5,0.46,,,0.0999,0.00385,0.4762,,0.4687,1.3375796,48.589577,,0.7799,0.46871,0.4762,0.4687,0.4762,0.051599998,0.051599998,0.55,-2.946,1.1317266,0.17,0.89,1.71,0.07,1.3,0.0,,,201.33,,,,,,0.0,,0.55,14.38,0.0,,81.46,,,1.25,0.94,,1.3,58.95,,9.17,0.19,,
CPSH,-0.4299,1.1704999999999999,0.41747582,,0.30820000000000003,0.19399999999999998,,,-0.21600000000000003,0.828,0.17800000000000002,800000000.0,0.008,0.0,0.025,1.484,25190000000.0,0.8725,0.1718,0.1506,0.20129999999999998,0.8911,0.8365,,,-0.09300000000000001,0.2181,0.2922,-0.0231,22100000000.0,-0.094,-0.015,0.08708286,0.0026,8150000000.0,13210000000.0,1.95,1.225195,1.93,0.478,1.95,1.42,15.269,0.933,1.7305714,3.35,0.88,,,0.38921002,0.01059,1.43,,1.46,3.995816,1.14905,0.03422,1.95,1.42,1.43,1.46,1.43,0.0016,0.0026,0.06,0.057,1.6018705,0.2,1.24,0.48,0.01,2.1,0.21,,,0.06,,,152.0,,,0.03,,3.77,222.09,31.75,,1.0,,,1.79,1.81,,1.2,53.42,,0.36,0.02,,
DPW,-0.6443000000000001,3.3962,-0.1160714,3440000000.0,0.17679999999999998,0.9490000000000001,,,0.21600000000000003,0.9490000000000001,0.259,-28400000000.0,0.098,0.0,0.022000000000000002,0.0973,25070000000.0,1.8765,0.2802,0.054299999999999994,0.3017,0.958,-0.1038,-0.715,-3.966,-1.5619999999999998,0.25170000000000003,0.45380000000000004,0.0625,24400000000.0,0.08,0.24100000000000002,0.08708286,0.0163,9710000000.0,11470000000.0,2.3,3.455406,2.26,0.494,2.64,1.87,-2.575,1.417,2.0088573,6.55,0.53,,,0.19879,0.04713,2.18,,1.98,4.716599,0.9987837,-1.12394,2.64,1.87,2.18,1.98,2.18,0.0138,0.0147,0.1,-7.935,1.6992086,0.32,3.61,0.52,0.24,0.4,4.07,,,-11.51,,,29.0,,,0.27,-0.9329999999999999,4.52,9.9,,,0.93,,,2.57,2.35,,0.3,55.94,,0.66,0.09,,
FRAN,-0.8661,0.7293999999999999,-0.8266017,1550000000.0,0.1807,,0.1,,-0.24100000000000002,0.389,0.267,-59900000000.0,0.0567,0.0,0.585,0.0433,10170000000.0,0.225,-0.4833,-0.2687,-0.1989,-0.7168000000000001,-0.7977,-0.147,-1.31,-0.436,-0.3732,-0.4468,-0.41759999999999997,333900000000.0,-0.28600000000000003,0.015,0.08708286,0.3161,2860000000.0,2960000000.0,2.98,2.253623,2.7,4.731,4.5,2.2,-10.179,0.728,5.0125713,21.95,1.7,-0.25,-11.76,0.05667,0.60814,2.25,,2.49,0.62143314,0.026703052,-0.14729999,4.5,2.2,2.25,2.49,2.25,0.2981,0.4017,2.44,-16.866,3.8778417,0.4,2.51,4.85,6.43,0.6,0.85,,,-20.5,,,1159.0,,,0.0,-0.191,0.59,0.45,,,0.03,,,2.81,2.88,-0.147,0.4,37.55,3.0,0.19,0.96,,
JE,-0.9940000000000001,1.3333000000000002,-0.9950955,3010000000.0,0.9929000000000001,,,-0.536,,-0.41100000000000003,,,0.42979999999999996,0.0,0.2254,,84920000000.0,-0.9717,-0.9464,-0.9676,1.0672,-0.9899,-0.9909,,,,-0.9228000000000001,-0.9769,-0.9445999999999999,,-0.115,,0.08708286,0.0509,107640000000.0,151640000000.0,0.5485,1.491279,0.5003,-0.052,0.81,0.352,,,8.774571,93.72,0.24,0.52,1.0769231,0.42976,0.22539,0.4306,,0.281,,,0.01658,0.81,0.352,0.4306,0.281,0.4306,0.0364,,0.48,1.76,13.999209,2.63,,-0.05,,,,,,1.76,0.15,,880.0,12.33,,,,,,3.64,,,,,5.6,6.41,,,45.05,1.7,33.71,0.11,7.88,
KLDO,-0.11599999999999999,2.1348,-0.3556962,,0.7367,0.285,,-0.081,,-0.599,,-79900000000.0,0.001,,0.8109999999999999,0.17379999999999998,314170000000.0,0.4733,0.08869999999999999,0.2364,0.49829999999999997,0.7609999999999999,0.0437,-0.977,-1.6,,0.4648,0.3494,0.33039999999999997,300000000.0,,,0.08708286,0.16390000000000002,14030000000.0,31880000000.0,9.29,,8.57,1.452,9.35,6.18,-1.701,522.309,6.8022857,,2.82,-2.26,-3.9115045,0.072,0.80560994,6.57,,5.09,6.0881543,1256.9277,,9.35,6.18,6.57,5.09,6.57,0.0647,0.14310001,15.47,-2.615,6.5372663,0.96,,1.61,1.87,6.7,0.4,,,-2.62,-0.66,,91.0,,,0.4,,7.04,6.07,,,1435.51,,,11.11,11.33,,6.7,71.24,2.0,0.56,8.81,13.25,
LOGC,-0.39640000000000003,1.2951,-0.42015004,,0.29510000000000003,0.21100000000000002,,0.0,,0.415,,-40100000000.0,0.2114,0.0,0.64,0.0236,166180000000.0,0.1966,-0.0196,-0.1432,0.0432,-0.0278,-0.2893,-0.732,-1.0190000000000001,,0.0958,-0.044199999999999996,-0.0678,2000000000.0,,,0.08708286,0.0116,16920000000.000002,23330000000.0,7.11,,6.99,1.198,8.2,6.96,-2.729,54.077,7.0685716,11.6,3.05,-1.64,-4.268293,0.21139,0.68232,7.5,,5.405,5.843072,84.37044,,8.2,6.96,7.5,5.405,7.5,0.0083,0.0150999995,4.27,-1.74,6.864101,0.89,,1.21,,9.6,0.34,,,-1.74,-0.41,,41.0,,,0.34,,5.5,,,,83.06,,,7.09,6.65,,9.6,46.9,1.5,1.01,1.3,,
NCTY,-0.31989999999999996,1.6411000000000002,-0.2647059,1300000000.0,0.24,0.305,,,0.337,0.569,,-28200000000.0,0.451,0.0,0.009000000000000001,3.1317000000000004,59660000000.0,1.1584999999999999,0.9312999999999999,0.20350000000000001,0.3506,0.0141,-0.0932,-0.965,0.266,,0.6054999999999999,0.2962,0.43829999999999997,,-0.987,,0.08708286,0.11289999999999999,14410000000.0,42840000000.0,0.985,1.619843,0.96,,1.12,0.61,,,0.6,1.36,0.35,,,0.24701999,0.0018600001,0.7201,,0.7459,,,,1.12,0.61,0.7201,0.7459,0.7201,0.0256,,2.99,,0.6123022,0.09,1.59,-2.88,0.02,0.1,,,,-0.71,,,61.0,,,,,,13.64,,,,,,0.32,0.33,,0.1,33.97,4.0,6.02,0.52,,
NETE,-0.5717,4.8424000000000005,0.3285421,,0.3292,0.7879999999999999,,0.494,0.433,-0.252,0.153,-5500000000.0,0.021,0.0,0.059000000000000004,-0.011899999999999999,36210000000.0,2.8914,0.1376,0.16690000000000002,0.5114,1.6791,0.7373999999999999,-0.249,-1.272,-0.512,0.3273,0.6388,-0.1549,63000000000.0,-0.17,0.251,0.08708286,0.0075,3880000000.0,4179999999.9999995,8.25,1.375696,8.01,0.678,15.75,7.7306,-250.932,0.617,7.8802857,20.08,1.47,-0.06,-143.33334,0.1633,0.06616,15.31,,6.47,12.684367,0.6272754,-0.087139994,15.75,7.7306,15.31,6.47,15.31,0.0064,0.0072000003,0.05,-1.32,6.0806475,1.13,1.5,0.68,0.2,0.8,3.54,,,-1.34,-0.09,,82.0,,,3.21,-0.07400000000000001,10.78,35.92,,,0.51,,,7.23,7.33,-0.087,0.8,49.49,,0.28,0.05,,
NNDM,-0.6367,2.4902,-0.6512195,1690000000.0,0.24480000000000002,,,,,0.718,0.287,-16000000000.0,,,0.122,,80440000000.0,1.5534000000000001,0.0471,-0.1909,0.1558,-0.2964,-0.5189,-0.462,-0.672,-1.002,0.14800000000000002,-0.0025,-0.055999999999999994,5200000000.0,-0.897,,0.08708286,0.26839999999999997,2620000000.0,30610000000.0,1.65,2.273029,1.62,1.882,1.9,1.44,0.31,-0.778,1.7277143,4.9,0.51,-0.23,-7.73913,,0.01657,1.88,,1.43,0.94580233,15.8525915,,1.9,1.44,1.88,1.43,1.88,0.0152,,0.48,-1.42,1.667482,0.29,1.82,1.88,0.84,12.5,0.03,,,-0.31,-0.08,,68.0,,,0.03,,1.39,3.11,,,23.76,,,2.39,2.62,,11.6,64.66,2.0,1.86,0.19,,
OEG,-0.4861,0.5036999999999999,,,0.3159,-1.525,0.25,0.792,-0.285,0.364,0.179,-23500000000.0,0.026000000000000002,0.14400000000000002,0.335,-0.0802,21330000000.0,-0.2007,0.10339999999999999,0.0571,0.255,-0.3839,-0.247,-0.19399999999999998,-0.34299999999999997,-0.3,0.27940000000000004,-0.1696,0.1771,25200000000.0,0.23800000000000002,-0.209,0.08708286,0.0023,27210000000.0,30430000000.0,0.83,0.796544,0.79,,1.18,0.621,-1.346,1.115,0.74,1.18,0.5,,,0.10977,0.37328997,0.94,-0.03,0.52,,0.81696486,-0.498,1.18,0.621,0.94,0.52,0.94,0.002,0.0023999999,0.63,,0.74,0.17,0.58,0.92,0.14,1.0,0.35,,,-0.8,-0.14,,257.0,,,0.28,-0.905,0.98,6.61,,,1.15,,,1.08,0.9,-0.498,1.0,63.84,,3.02,0.04,,
PECK,-0.1505,4.2907,-0.2586956,,1.3167,0.035,,,-0.452,-1.295,0.077,-900000000.0,0.7287,0.0,0.083,0.0669,41000000000.0,3.3579000000000003,1.3581999999999999,1.0466,1.3866999999999998,2.1855,0.5644,-0.053,-0.191,-0.019,1.374,1.2377,1.1027,24800000000.0,-0.723,,0.08708286,0.0025,2500000000.0,5300000000.0,8.95,,8.9,0.686,14.3,4.15,-61.347,2.054,3.5906856,14.3,1.493,,,0.72869,0.0769,4.54,,3.41,11.516035,1.6844679,-0.03684,14.3,4.15,4.54,3.41,4.54,0.0011999999,0.0019,0.04,-0.217,3.5412087,1.8,1.11,1.48,0.02,1.0,1.16,,,-0.18,,,50.0,,,0.42,-0.06,6.24,511.9,,,2.06,,,9.2,9.24,-0.037000000000000005,1.0,64.47,,0.49,0.01,,
POLA,-0.256,2.8842000000000003,-0.3766234,4120000000.0,0.9218999999999999,-5.061,,,-0.535,-3.7760000000000002,-0.111,-7200000000.0,0.6171,0.0,0.073,0.0548,38890000000.0,1.9286,1.073,1.7333,1.1516,0.5504,0.19030000000000002,-0.292,-0.379,-0.204,1.1941,0.7824,0.6503,11800000000.0,-0.88,0.36700000000000005,0.08708286,0.0222,5120000000.0,10130000000.0,3.75,1.026251,3.51,1.568,6.56,3.21,-5.334,3.887,1.8857143,6.56,0.95,-0.27,-13.666666,0.61705,0.07511,4.16,,1.92,2.3533163,3.555767,-0.60827,6.56,3.21,4.16,1.92,4.16,0.01,0.0272,0.08,-0.71,1.8153957,0.66,0.53,1.57,0.07,6.1,0.16,,,-0.71,-0.13,,132.0,,,0.14,-0.784,2.37,55.96,,,3.32,,,3.93,3.72,-0.608,1.4,61.98,2.0,0.34,0.05,,
PPSI,-0.6772,1.0331000000000001,-0.7592593,,0.4077,0.841,0.06,,0.08310000000000001,-0.293,0.036000000000000004,-15800000000.0,0.11199999999999999,0.0191,0.11699999999999999,-0.3917,15660000000.0,0.045700000000000005,-0.2213,0.3969,0.3456,-0.1938,-0.6731999999999999,-0.23399999999999999,-0.46,-0.504,0.2748,0.0765,0.2039,22300000000.0,-0.055999999999999994,-0.259,0.08708286,0.053200000000000004,3200000000.0,8730000000.0,2.6,0.446488,2.52,1.52,2.15,1.38,-1.312,0.493,1.5597143,5.51,0.9,0.61,,0.63164,0.18898001,1.39,,1.3,1.2039474,0.7163401,-0.29809,2.15,1.38,1.39,1.3,1.39,0.0195,0.0421,0.12,-0.762,1.375892,1.01,0.35,1.52,0.93,2.3,0.17,,,-1.81,,,95.0,,,0.14,-0.524,2.95,4.8,,,1.72,,,5.15,4.48,-0.298,1.8,63.69,,0.53,0.03,,
RDI,-0.7068000000000001,0.3604,-0.7423868,,0.23,,,1.151,-0.253,-3.31,0.11199999999999999,-55300000000.0,0.17,-0.0779,0.47600000000000003,-0.0499,110230000000.0,-0.0723,-0.0103,0.049,0.0694,-0.6559,-0.69,-0.08199999999999999,-0.434,-0.057999999999999996,-0.0059,-0.3454,-0.055099999999999996,191800000000.0,-0.955,0.016,0.08708286,0.021400000000000002,16170000000.000002,21740000000.0,3.89,1.584169,3.4,4.671,3.93,3.055,-329.545,2.83,3.8562858,12.38,2.83,0.19,20.263157,0.21677,0.53677,3.11,,3.13,0.8242346,0.5652178,-0.28768998,3.93,3.055,3.11,3.13,3.11,0.0159,0.0216,3.43,-2.503,4.011295,0.24,1.57,4.67,1.2,0.5,2.69,,,-2.52,-0.59,,2988.0,16.05,,2.29,-0.128,0.65,2.54,,,0.54,,,3.16,3.05,-0.28800000000000003,0.5,39.07,2.0,0.48,4.36,,
SNDE,-0.8991,1.4,-0.8442748,1540000000.0,0.1765,-0.315,,,0.3038,-0.315,0.835,-39600000000.0,0.0029,0.0,0.198,-0.21960000000000002,33170000000.0,0.0435,0.1268,-0.1809,0.08109999999999999,-0.8747,-0.8017,-0.048,-0.10800000000000001,-0.002,0.19,-0.6028,0.020499999999999997,203600000000.0,0.235,0.05,0.08708286,0.0426,6840000000.0,6870000000.0,2.4,,2.38,54.988,2.8,1.99,2.545,2.717,2.2017143,23.78,,,,0.0029199999,0.28173,2.04,,2.04,0.04364589,0.1150435,0.13558,2.8,1.99,2.04,2.04,2.04,0.0424,0.042600002,1.2,2.829,2.6233454,0.23,2.87,51.41,0.88,0.6,1.0,,,-5.76,,,79.0,,,1.0,-0.03,0.04,2.5,,0.28,0.15,,,2.17,2.2,-0.19399999999999998,0.6,49.69,2.3,0.23,0.23,,
SUNW,-0.14,12.5517,-0.5284553,6550000000.0,2.3879,-3.359,0.1,0.85,0.32799999999999996,-0.282,0.11699999999999999,-12800000000.0,0.0172,0.0,0.02,0.40979999999999994,60840000000.0,10.371500000000001,4.4582999999999995,5.6106,4.0192000000000005,2.144,0.5412,-0.447,-1.4880000000000002,-0.6829999999999999,4.3126999999999995,4.1207,3.2251999999999996,53900000000.0,-0.48100000000000004,0.243,0.08708286,0.029500000000000002,16540000000.0,16629999999.999998,4.17,2.960981,4.15,0.487,8.49,3.3,-2.318,0.328,0.81894284,8.49,0.29,-0.12,-32.75,0.017180001,0.03635,4.6,-0.1,1.16,8.069816,1.2116128,-0.23696,8.49,3.3,4.6,1.16,4.6,0.0293,0.0295,0.13,-1.346,0.66130936,0.87,1.76,0.49,0.47,1.3,0.62,,,-1.39,-0.05,,178.0,,,0.35,-0.221,7.18,7.43,,,1.08,,,3.58,3.52,-0.237,1.2,64.46,3.0,0.61,0.03,,
ACOR,-0.8119,0.456,-0.84333336,2040000000.0,0.3013,0.369,0.29,-0.122,0.16449999999999998,0.047,0.83,-221800000000.0,0.0149,0.0,0.611,-0.3763,31660000000.0,-0.40869999999999995,0.1714,-0.18,0.1387,-0.6984999999999999,-0.795,-0.281,-0.746,-0.48200000000000004,0.2073,-0.4509,0.0018,159900000000.0,-0.32899999999999996,-0.13699999999999998,0.09615803,0.23309999999999997,47180000000.0,47710000000.0,0.6475,1.462095,0.64,6.098,0.855,0.47,-3.405,1.311,0.5682857,3.15,0.42,-1.84,-0.33423913,0.0149300005,1.16935,0.4797,-0.01,0.4726,0.10085274,0.18445386,-1.38662,0.855,0.47,0.4797,0.4726,0.4797,0.2292,0.2603,5.76,-4.662,0.78078574,0.08,1.2,6.1,1.48,1.1,0.77,,,-4.67,-0.31,,344.0,,,0.54,,0.12,0.5,,,0.2,,,0.64,0.74,,0.9,66.99,3.0,1.94,2.55,,
APWC,-0.22820000000000001,0.9213,-0.1704545,,0.17120000000000002,-0.226,,,-0.29,-1.557,0.091,-700000000.0,0.754,0.0,0.055,0.0313,22520000000.0,0.6093999999999999,0.5688,0.7448999999999999,0.5864,0.2391,-0.0604,-0.002,-0.005,-0.016,0.606,0.46740000000000004,0.5224,305200000000.0,0.564,-0.055999999999999994,0.09615803,0.0009,3390000000.0,13820000000.0,1.65,1.078037,1.54,10.718,2.24,1.27,7.223,0.195,1.0965714,2.24,0.89,,,0.75478,0.05768,1.27,,1.47,0.15954469,0.077437274,-0.00238,2.24,1.27,1.27,1.47,1.27,0.0002,0.00090000004,0.07,-0.053,1.0662857,0.32,0.69,10.72,,3.7,0.12,,,-0.05,,,1227.0,,,0.01,0.01,0.15,,,0.75,0.07,,,1.68,1.65,-0.002,2.1,55.49,,0.44,0.01,,
