,previousClose,regularMarketOpen,twoHundredDayAverage,regularMarketDayHigh,regularMarketPreviousClose,fiftyDayAverage,open,beta,regularMarketDayLow,priceToSalesTrailing12Months,dayLow,ask,fiftyTwoWeekHigh,forwardPE,fiftyTwoWeekLow,bid,dayHigh,enterpriseToRevenue,profitMargins,enterpriseToEbitda,52WeekChange,forwardEps,bookValue,sharesPercentSharesOut,heldPercentInstitutions,trailingEps,SandP52WeekChange,priceToBook,heldPercentInsiders,shortRatio,shortPercentOfFloat,regularMarketPrice,trailingAnnualDividendYield,payoutRatio,trailingAnnualDividendRate,dividendRate,trailingPE,fiveYearAvgDividendYield,dividendYield,pegRatio,Market Cap,Change,Insider Own,Shs Outstand,Perf Week,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,Inst Own,Short Float,Perf Quarter,Sales,EPS this Y,Inst Trans,Perf Half Y,ROA,Perf Year,ROE,Perf YTD,EPS past 5Y,ROI,52W High,Gross Margin,52W Low,Sales Q/Q,EPS Q/Q,Avg Volume,SMA20,SMA50,SMA200,Sales past 5Y,Oper. Margin,Profit Margin,EPS next 5Y,Dividend %,Payout
PED,1.22,1.76,0.89664495,1.22,1.0221714,1.76,1.405797,1.37,1.37,1.48,,1.48,-46.812,-0.12857139,,1.388,0.0056,0.00612,-0.189,0.13990307,1.1095101,0.88272005,0.07,0.0471,1.76,2.325,9.616376,2.5,0.667,2.325,7.254,-1.16845,,,,,,,99560000000.0,0.2623,0.125,72130000000.0,0.5097999999999999,,-0.0039000000000000003,8090000000.0,0.0132,-12600000000.0,0.01,0.050300000000000004,0.9012,-1.046,0.6640999999999999,0.7594,-0.11,0.0405,-0.122,-0.0723,-0.384,1.3094999999999999,0.24,0.4192,0.5848,0.4439,10800000000.0,,0.54,-0.09699999999999999,0.21899999999999997,0.44299999999999995,-0.8290000000000001,,,1910000000.0,,
PEIX,6.63,6.68,1.7542028,6.63,4.9022856,6.68,3.942586,6.66,6.66,7.85,5.574468,7.81,186.359,10.237288,1.41,3.798,0.0383,0.31491,-1.561,0.13990307,2.0695102,0.071779996,0.36,0.0446,6.68,,0.3594054,8.47,0.22,,0.452,-0.06303,0.95,,,,,,452660000000.0,0.1855,0.046,54500000000.0,-0.0175,3.0751,0.051699999999999996,53340000000.0,0.8986,-79800000000.0,0.201,0.0409,10.072000000000001,-0.342,-0.0889,29.2308,-0.13699999999999998,12.953499999999998,-0.36200000000000004,11.0923,-0.07200000000000001,34.7273,2.613,0.4157,0.9884999999999999,4.6194999999999995,1250000000.0,0.2,-0.33399999999999996,-0.175,0.052000000000000005,0.005,-0.38799999999999996,-0.055,-0.064,6120000000.0,,
SEEL,0.7804,0.85,0.86195654,0.7804,0.82714283,0.85,,0.83,0.83,1.05,-2.9714284,1.03,,-0.13333333,-0.35,0.083,0.0050999997,0.083330005,-0.693,0.13990307,12.530121,0.16237,0.17,0.0054,0.85,1.07,147.73546,1.71,0.42,1.07,77.191,,,,,,,,51760000000.0,0.3326,0.1624,44160000000.0,0.6723,0.146,0.0,37930000000.0,0.1954,-22400000000.0,0.091,0.0072,0.0297,-1.238,-0.14300000000000002,1.1203,-1.8230000000000002,0.1329,-4.313,-0.22390000000000002,-0.39,1.4790999999999999,0.051,0.49079999999999996,0.1436,0.0958,400000000.0,,0.569,,-0.473,,,,,1190000000.0,,
TAT,0.217,0.236,0.25797102,0.217,0.24457143,0.236,1.274247,0.22,0.22,0.285,4.55,0.2456,2.501,-0.65625,0.06,-0.277,0.0241,0.07457,-0.56,0.13990307,,0.55048,0.86,0.038900003,0.236,0.3125,0.39262748,0.84,0.12,0.3125,1.382,-0.72099,,,,,,,18080000000.0,0.2581,0.146,62500000000.0,0.1895,,0.0,32009999999.999996,0.1632,-33200000000.000004,0.133,0.0516,0.0111,0.057999999999999996,0.1724,0.3195,-0.278,-0.5968,,-0.4409,-0.675,1.275,,0.17379999999999998,-0.0131,-0.0821,46000000000.0,,-0.163,0.358,-0.135,0.731,-0.622,-0.536,-0.721,2340000000.0,,
VOC,1.36,1.37,1.8575362,1.36,1.5228572,1.37,2.062987,1.37,1.37,1.68,,1.6,,-0.7364341,,1.209,0.0029,0.07276,0.53,0.13990307,1.356493,0.01189,1.09,0.0039,1.37,2.37,2.6294067,5.35,1.26,2.37,2.092,0.84975,,-0.812,0.23897058,0.325,3.0943398,14.24,28260000000.0,0.2059,0.011899999999999999,17000000000.0,0.1631,,0.0,16800000000.0,0.0196,9000000000.0,0.051,0.0029,-0.3223,-0.021,-0.0113,0.038,0.213,-0.69,0.213,-0.6457999999999999,-0.6962999999999999,0.3016,-0.813,0.1666,0.0143,-0.3739,10600000000.0,,-0.17800000000000002,0.187,-0.171,,-0.5329999999999999,0.8490000000000001,0.85,,0.3232,1.0
WWR,1.97,2.59,1.8282609,1.97,1.8688571,2.59,1.874581,2.06,2.06,2.3,-4.693877,2.27,-1.483,-0.4048338,-0.49,2.645,0.0353,0.01408,-2.836,0.13990307,0.8695652,0.00046999997,0.16,0.0353,2.59,2.65,,9.25,0.25,2.65,,,,,,,,,18380000000.0,0.1675,0.006999999999999999,8289999999.999999,0.41100000000000003,,0.0,7560000000.0,0.2432,-10400000000.0,0.01,0.038599999999999995,-0.1321,0.86,,1.3625999999999998,-0.38799999999999996,-0.33909999999999996,-0.62,0.09,-0.7514,8.2,0.764,0.3072,0.1418,0.2028,,0.2,0.541,,,,,,,2520000000.0,,
,previousClose,regularMarketOpen,twoHundredDayAverage,regularMarketDayHigh,regularMarketPreviousClose,fiftyDayAverage,open,beta,regularMarketDayLow,dayLow,ask,fiftyTwoWeekHigh,forwardPE,fiftyTwoWeekLow,bid,dayHigh,enterpriseToEbitda,52WeekChange,forwardEps,bookValue,sharesPercentSharesOut,heldPercentInstitutions,trailingEps,SandP52WeekChange,priceToBook,heldPercentInsiders,shortRatio,shortPercentOfFloat,regularMarketPrice,priceToSalesTrailing12Months,enterpriseToRevenue,profitMargins,trailingAnnualDividendYield,payoutRatio,trailingAnnualDividendRate,dividendRate,trailingPE,fiveYearAvgDividendYield,dividendYield,earningsQuarterlyGrowth,pegRatio,Market Cap,Change,Insider Own,Shs Outstand,Perf Week,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,Inst Own,Short Float,Perf Quarter,EPS this Y,Inst Trans,Perf Half Y,ROA,Perf Year,ROE,Perf YTD,52W High,52W Low,EPS Q/Q,Avg Volume,SMA20,SMA50,SMA200,Sales,EPS past 5Y,ROI,Gross Margin,Sales Q/Q,Oper. Margin,Profit Margin,EPS next 5Y,Dividend %,Sales past 5Y,Payout
ALNA,1.21,1.49,1.4831232,1.78,1.21,1.3178571,1.49,2.681632,1.33,1.33,1.46,6.3,-1.8271605,0.525,1.45,1.78,-0.737,-0.6638889,-0.81,0.57,0.0335,0.61649,-1.59,0.15509713,2.5964913,0.10155,1.42,0.040999997,1.49,,,,,,,,,,,,,54630000000.0,0.2231,0.1016,37950000000.0,0.2231,0.12,0.0,27660000000.0,0.09630000000000001,-39200000000.0,0.456,0.0462,-0.0692,-0.242,0.14,0.85,-1.21,-0.6095,-2.1959999999999997,-0.4579,-0.7651,1.819,0.519,1330000000.0,0.18760000000000002,0.0837,-0.1452,,,,,,,,,,,
AMRH,1.13,1.16,1.379413,1.4748,1.13,1.3176857,1.16,5.603121,1.13,1.13,1.43,5.3,8.117647,0.626,1.38,1.4748,-2.851,-0.72439027,0.17,2.494,0.0045,0.01332,-2.16,0.15509713,0.553328,0.25858998,0.17,0.0047,1.16,0.21948612,0.324,-0.16205,,,,,,,,,,7740000000.0,0.2212,0.2586,5740000000.0,0.2545,,0.0,5050000000.0,0.08650000000000001,-6300000000.0,0.015,0.0051,-0.2114,0.862,0.9964,0.6529,-0.235,-0.6807,-0.535,-0.38939999999999997,-0.7395999999999999,1.2031,0.289,,0.223,-0.0668,-0.051699999999999996,36100000000.0,-0.239,-0.433,0.203,-0.245,-0.175,-0.174,,,,
BGFV,6.44,6.44,3.1789856,7.6,6.44,6.182857,6.44,2.540691,6.43,6.43,7.46,8.47,,0.65,7.41,7.6,13.121,2.0666668,0.17,8.761,0.19700001,0.43325,0.627,0.15509713,0.85378385,0.07738,3.93,0.2132,6.44,0.1713761,0.469,0.013890001,0.031055901,0.23809999,0.2,0.4,11.929825,7.97,0.0621,396.714,,157750000000.0,0.16149999999999998,0.03,21250000000.0,0.2182,,-0.0127,18800000000.0,0.2657,13300000000.0,0.314,0.22949999999999998,2.9368,3.372,-0.2432,6.6327,0.019,2.447,0.073,1.4933,-0.11689999999999999,10.5077,396.714,2300000000.0,0.2445,0.2545,1.3662999999999998,955900000000.0,-0.099,0.045,0.314,-0.054000000000000006,0.021,0.013999999999999999,-0.0654,0.0535,0.004,0.24
BHTG,1.23,1.4083,1.4541739,1.45,1.23,1.3528571,1.4083,1.42365,1.24,1.24,1.43,4.4,-13.181819,1.01,1.33,1.45,-12.667,-0.2906977,-0.11,-0.438,0.0008,0.067150004,-0.594,0.15509713,,0.39998,0.1,0.00090000004,1.4083,6.464857,15.69,-1.74592,,,,,,,,,,32159999999.999996,0.1885,0.4,17440000000.0,0.1789,0.7879999999999999,0.0001,17400000000.0,0.124,-10100000000.0,0.017,0.001,-0.2927,0.499,-0.6744,0.0902,-0.179,-0.1761,2.261,-0.1471,-0.6705,0.43560000000000004,0.41200000000000003,,0.135,-0.0342,-0.077,5100000000.0,0.0,-0.21600000000000003,0.149,-0.278,,,,,0.22699999999999998,
CNET,1.32,1.29,1.0426811,2.11,1.32,1.3077143,1.29,2.018952,1.29,1.29,1.89,2.11,,0.54,1.9,2.11,-10.906,0.03174603,,0.491,0.0117,0.00401,-0.155,0.15509713,4.114053,0.27865,0.55,0.016,1.29,0.8988669,0.556,-0.06185,,,,,,,,,,41070000000.0,0.5598,0.2787,21690000000.0,0.616,,0.0,15870000000.0,0.41259999999999997,-3000000000.0,0.004,0.016,0.9804,0.917,-0.4163,1.6575,-0.165,0.5906,-0.287,0.7339,-0.0098,2.74,-0.932,,0.4913,0.5426,0.8432,48900000000.0,0.44299999999999995,-0.145,0.12,-0.32899999999999996,-0.061,-0.062,,,0.08900000000000001,
CTEK,1.11,1.96,1.5913043,2.5,1.11,1.298,1.96,1.821848,1.34,1.34,1.43,4.04,-3.4130435,0.96,1.41,2.5,-2.09,-0.6360656,-0.46,3.329,0.0056,0.32158002,-0.575,0.15509713,0.4716131,0.20729999,1.26,0.0072000003,1.96,0.8233392,0.532,-0.29052,,,,,,,,,-0.08,15840000000.0,0.4144,0.022000000000000002,10500000000.0,0.5749,0.324,0.1045,9620000000.0,0.1894,-7300000000.0,0.255,0.0062,0.09029999999999999,-0.332,-0.12300000000000001,0.0828,-0.13,-0.47840000000000005,-0.16,-0.5242,-0.6111,0.6354,-1.4380000000000002,,0.3386,0.0758,-0.2623,20200000000.0,-0.391,-0.12300000000000001,0.34,-0.098,-0.457,-0.29100000000000004,0.2,,-0.135,
CTIC,1.05,2.31,1.1320289,2.67,1.05,1.1202857,2.31,1.44593,1.9,1.9,2.09,2.67,-3.0714288,0.62,2.12,2.67,-0.442,0.34615386,-0.7,0.771,0.0047999998,0.46245998,-0.705,0.15509713,2.7885864,0.0039,1.55,0.0062,2.31,69.24033,7.029,,,,,,,,,,,155420000000.0,1.0476,0.0039000000000000003,73690000000.0,1.0476,0.0,0.0,73530000000.0,0.9369,-44400000000.0,0.5,0.0048,0.8695999999999999,-0.317,-0.0554,1.3118,-0.66,1.6449,-1.263,0.3608,0.1026,2.4677000000000002,-0.004,,0.9991,0.7306999999999999,0.8299,2300000000.0,0.361,-1.234,,,,,,,-0.439,
ENLV,4.91,4.94,5.2197466,,4.91,5.0585713,4.94,,4.9,4.9,6.08,27.28,-5.256637,3.59,,,-4.076,-0.75265014,-1.13,2.242,0.0016,0.12589,-0.819,0.15509713,2.64942,0.42084998,0.31,0.0023999999,4.94,,,,,,,,,,,,,78230000000.0,0.2122,0.4208,13440000000.0,0.21719999999999998,-0.43,0.0,7530000000.0,0.1445,-9300000000.0,0.13699999999999998,0.0028000000000000004,0.1358,0.779,-0.2489,0.26649999999999996,-0.33799999999999997,-0.7837999999999999,-0.426,-0.2921,-0.7908,0.6546,-0.565,,0.1881,0.1433,-0.0366,,0.43799999999999994,,,,,,,,,
GTH,9.7,10.2,13.080133,14.23,9.7,11.885428,10.2,,10.2,10.2,12.15,17.71,,9.03,11.95,14.23,,-0.39375,,,0.0033000002,,,0.15509713,,,2.55,,10.2,,,,,,,,,,,,,945890000000.0,0.2309,,79220000000.0,0.17059999999999997,0.35100000000000003,,3200000000.0,-0.0355,-99100000000.0,0.23800000000000002,0.09210000000000002,0.0084,0.12,,,,,,-0.25379999999999997,-0.3258,0.3223,0.5920000000000001,,0.067,-0.045,-0.0755,42900000000.0,,-0.91,0.457,0.038,-0.986,,,,,
ITRM,0.6444,1.64,1.8008623,2.44,0.6444,0.71288574,1.64,0.940332,1.02,1.02,1.06,7.19,-0.5706521,0.505,1.09,2.44,-0.61,-0.8926544,-1.84,-2.733,0.0086,0.70066,-5.566,0.15509713,,0.03577,0.8,0.0148,1.64,,,,,,,,,,,,,21970000000.0,0.6335000000000001,0.003,21240000000.0,0.5676,0.29,-0.8885,15980000000.0,0.34619999999999995,-83500000000.0,0.402,0.011399999999999999,-0.1176,-0.324,-0.1881,-0.6097,-2.217,-0.8236,2.7880000000000003,-0.7667,-0.8540000000000001,1.0788,0.584,,0.6249,0.2749,-0.5157,0.0,,,,,,,,,,
NETE,6.88,6.71,6.262681,9.46,6.88,7.3734283,6.71,1.375696,6.71,6.71,8.96,20.08,-149.83333,1.47,8.91,9.46,-263.103,0.5962877,-0.06,0.678,0.0145000005,0.06616,-1.32,0.15509713,13.259587,0.1633,0.21,0.0164,6.71,0.65572155,0.646,-0.087139994,,,,,,,,,,52230000000.0,0.30670000000000003,0.021,4179999999.9999995,0.3895,0.494,0.0,3880000000.0,0.3458,-5500000000.0,0.059000000000000004,0.0172,0.1223,-0.252,-0.0087,4.0223,-0.249,1.0667,-1.272,1.8006,-0.5523,5.1073,0.7879999999999999,1470000000.0,0.3699,-0.0591,0.6878,63000000000.0,0.433,-0.512,0.153,-0.17,-0.07400000000000001,-0.087,,,0.251,
NNDM,2.13,2.6,1.6939855,3.28,2.13,1.6708572,2.6,2.273029,2.36,2.36,2.81,4.9,-12.434782,0.51,2.8,3.28,-1.331,-0.5515789,-0.23,1.882,0.019199999,0.01657,-1.42,0.15509713,1.5196599,,0.74,,2.6,25.471016,3.335,,,,,,,,,,,152240000000.0,0.3427,,30610000000.0,1.0,,,2620000000.0,0.7333,-16000000000.0,0.122,0.3393,0.34909999999999997,0.718,3.6517,2.8127999999999997,-0.462,-0.35719999999999996,-0.672,0.1304,-0.4163,4.6078,,2120000000.0,0.8269,0.5355,0.6203,5200000000.0,,-1.002,0.287,-0.897,,,,,,
SLNO,2.07,2.04,2.3750362,,2.07,1.97,2.04,0.559085,,,2.48,4.39,-5.9761906,1.18,2.47,,-3.653,0.21052623,-0.42,0.706,0.0175,0.53152,-0.658,0.15509713,3.5552409,0.13816,2.33,0.0223,2.04,,,,,,,,,,,,-0.35,195500000000.0,0.2126,0.1382,79590000000.0,0.3906,0.0,1.6522999999999999,47310000000.0,0.1729,-27000000000.0,0.57,0.0294,0.2184,-0.597,1.0189,0.016200000000000003,-0.607,0.6959000000000001,-1.13,-0.1463,-0.4282,1.1271,0.493,,0.2594,0.304,-0.010700000000000001,,0.385,,,,,,0.15,,,
SNDL,0.1902,0.2,0.6138406,0.2565,0.1902,0.33037144,0.2,,0.1964,0.1964,0.237,5.25,-0.5468182,0.165,0.244,0.2565,,-0.95922744,-0.44,,0.0757,0.14164,,0.15509713,,0.35246,1.06,0.0951,0.2,,,,,,,,,,,,,46800000000.0,0.265,0.3525,144620000000.0,0.1506,0.7120000000000001,0.0,108650000000.0,-0.2924,-233700000000.0,0.07400000000000001,0.1008,-0.7006,-2.755,0.011200000000000002,-0.5777,-0.721,-0.9506999999999999,-1.671,-0.9201,-0.9542,0.4573,-0.7909999999999999,8690000000.0,-0.0817,-0.42460000000000003,-0.7713,66800000000.0,,-0.547,0.151,0.047,,,,,,
TOUR,0.9265,1.1618,1.019355,1.25,0.9265,1.0281714,1.1618,1.417502,1.08,1.08,1.18,3.4,-3.5757573,0.725,1.17,1.25,,-0.70064515,-0.33,4.197,0.0011,0.21922001,-0.368,0.15509713,0.2811532,0.025020001,0.63,,1.1618,,,-0.48271,,,,,,,,,,137970000000.0,0.272,0.025,123380000000.0,0.36950000000000005,,0.0,23890000000.0,0.11320000000000001,-106900000000.0,0.105,0.0059,-0.1128,-2.804,-0.3289,0.1512,-0.12,-0.6131,-0.27399999999999997,-0.5317000000000001,-0.6529,0.6271,0.12300000000000001,,0.22219999999999998,0.1143,-0.1142,221400000000.0,0.155,-0.298,0.461,-0.935,-0.5670000000000001,-0.483,-0.0001,,-0.084,
UAMY,0.2438,0.2899,0.41130435,0.295,0.2438,0.45885715,0.2899,0.885172,0.2551,0.2551,0.2977,0.59,0.51785713,0.23,0.2929,0.295,-21.897,-0.5102041,0.56,0.115,0.005,0.03477,-0.045,0.15509713,2.521739,0.25873,7.63,0.0056,0.2899,3.1983347,2.752,-0.44595,,,,,,,,,,22810000000.0,0.1895,0.079,70180000000.0,-0.3207,,0.0,68410000000.0,-0.4191,-3100000000.0,0.032,0.005600000000000001,-0.4045,-5.452999999999999,0.0509,-0.1714,-0.21600000000000003,-0.4775,-0.355,-0.2468,-0.5085000000000001,0.2675,0.43700000000000006,,-0.34380000000000005,-0.36329999999999996,-0.28559999999999997,6900000000.0,-0.162,-0.42100000000000004,-0.071,-0.304,-0.45799999999999996,-0.45299999999999996,,,-0.052000000000000005,
WSG,1.8,2.19,2.1903188,2.45,1.8,1.9914286,2.19,,2.02,2.02,2.34,4.85,5.948718,1.36,2.28,2.45,,-0.54545456,0.39,,0.00090000004,0.18536,,0.15509713,,,0.92,,2.19,,,-0.42148,,,,,,,,,-10.66,325170000000.0,0.2889,,136690000000.0,0.24059999999999998,47.0,,40690000000.0,0.08410000000000001,-336700000000.0,0.063,0.0032,0.1107,-6.337000000000001,-0.0375,0.08410000000000001,-0.18600000000000003,-0.4229,-1.29,-0.053099999999999994,-0.5216,0.7059000000000001,-0.679,,0.1934,0.1577,-0.0695,835800000000.0,,-0.247,0.379,-0.753,-0.376,-0.48,0.1463,,,
YGYI,0.4706,0.475,1.2669275,0.733,0.4706,0.75457144,0.475,2.283166,0.4702,0.4702,0.6099,4.99,-30.015001,0.45,0.6,0.733,-1.628,-0.8901869,-0.02,1.856,0.0235,0.07372,-1.182,0.15509713,0.3234375,0.64149004,7.54,0.045300003,0.475,0.101052284,0.174,-0.16055,,,,,,,,,,19460000000.0,0.2767,0.6415000000000001,30040000000.0,-0.067,,0.0,10850000000.0,-0.22039999999999998,-31000000000.0,0.040999999999999995,0.06559999999999999,-0.5743,-1.0070000000000001,-0.397,-0.10400000000000001,-0.249,-0.8642,-0.698,-0.8159000000000001,-0.8797,0.33399999999999996,0.419,,-0.08199999999999999,-0.3283,-0.6119,180100000000.0,-0.5770000000000001,-0.2,0.519,-0.13,-0.153,-0.172,,,0.13699999999999998,
,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,regularMarketDayHigh,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,beta,regularMarketDayLow,priceToSalesTrailing12Months,dayLow,ask,fiftyTwoWeekHigh,forwardPE,fiftyTwoWeekLow,bid,dayHigh,enterpriseToRevenue,profitMargins,enterpriseToEbitda,52WeekChange,forwardEps,bookValue,sharesPercentSharesOut,heldPercentInstitutions,trailingEps,SandP52WeekChange,priceToBook,heldPercentInsiders,shortRatio,shortPercentOfFloat,regularMarketPrice,pegRatio,dividendRate,dividendYield,trailingPE,Market Cap,Change,Insider Own,Shs Outstand,Perf Week,Insider Trans,Shs Float,Perf Month,Income,Inst Own,Short Float,Perf Quarter,Sales,EPS this Y,Inst Trans,Perf Half Y,ROA,Perf Year,EPS next 5Y,ROE,Perf YTD,EPS past 5Y,ROI,52W High,Sales past 5Y,Gross Margin,52W Low,Sales Q/Q,Oper. Margin,EPS Q/Q,Profit Margin,SMA20,SMA50,SMA200,EPS next Y,Dividend %,Avg Volume,Payout
ADES,4.06,5.69,5.091439,0.18472907,0.9615,6.25,4.06,4.0494285,0.75,5.69,0.596989,4.81,1.5338193,4.81,4.89,14.37,1.1221198,3.52,4.87,6.25,1.616,-0.21529,-9.04,-0.70168996,4.34,4.393,0.0608,0.69704,-0.705,0.15542006,1.1085818,0.02856,7.09,0.083100006,5.69,,,,,75920000000.0,0.20199999999999999,0.008,18010000000.0,0.0125,0.0,17950000000.0,0.049100000000000005,-12500000000.0,0.632,0.0629,-0.1663,58900000000.0,0.11699999999999999,-0.0755,-0.2914,-0.079,-0.7047,0.5,-0.128,-0.6133,0.992,-0.175,-0.6819,0.32899999999999996,0.28800000000000003,0.38659999999999994,-0.263,-0.794,-3.9960000000000004,-0.215,0.2324,0.1825,-0.2787,,,,
AMAG,9.4,12.98,8.334892,,,13.8,9.4,9.886,,12.98,1.120401,12.55,1.5751725,12.55,13.61,13.8,35.789474,4.41,13.6,13.8,1.614,-0.86947,-6.492,-0.15921295,0.38,7.234,0.2947,1.3431599,-7.599,0.15542006,1.8800111,0.01745,26.71,0.61509997,12.98,0.39,,,,328060000000.0,0.4468,0.011000000000000001,34350000000.0,0.0592,0.0,33689999999.999996,-0.09269999999999999,-259500000000.0,,0.3016,0.1401,297000000000.0,-1.784,-0.025,0.521,-0.322,-0.1861,,-0.815,-0.22760000000000002,-0.354,-0.8,0.0052,0.214,0.64,2.0839,-0.324,-0.797,0.892,-0.8740000000000001,0.4347,0.36979999999999996,0.5373,1.6030000000000002,,,
BBBY,14.98,18.3,8.873813,0.034045395,,20.37,14.98,12.623714,0.51,18.3,2.554626,17.95,0.24931525,17.95,19.52,20.37,,3.43,19.53,20.37,0.487,-0.05509,-58.256,0.4557823,-0.01,11.747,0.5758,1.1455001,-4.418,0.15542006,1.6659573,0.05071,10.72,0.7583,18.3,-0.08,0.68,0.17940001,,1810000000.0,0.3084,0.025,123700000000.0,0.1217,0.0134,118740000000.0,0.2299,-588000000000.0,,0.6111,0.4079,9890000000.0,-3.8310000000000004,-0.043899999999999995,2.9525,-0.069,0.45159999999999995,0.65,-0.312,-0.1341,-0.244,-0.16399999999999998,0.1017,-0.012,0.304,4.7143,-0.49200000000000005,-0.076,0.04,-0.055,0.5159,0.6103999999999999,0.8828,0.966,0.0454,9830000000.0,
CHFS,0.2915,0.295,0.46122304,,,0.3737,0.2915,0.37314287,,0.295,1.567447,0.2915,4.788784,0.2915,0.3374,1.9,-0.20612715,0.28,0.337,0.3737,0.94,-2.85455,-0.335,-0.80921054,-1.73,0.222,0.0197,0.047659997,-1.248,0.15542006,1.6063062,0.00033,0.18,0.0197,0.295,,,,,23960000000.0,0.1575,0.0003,37920000000.0,-0.0557,0.0,36710000000.0,-0.20620000000000002,-23500000000.0,0.027000000000000003,0.0441,-0.4235,6100000000.0,0.779,0.3383,-0.336,-2.589,-0.7903,,-3.985,-0.6615000000000001,,-9.057,-0.8223999999999999,0.7959999999999999,0.563,0.22690000000000002,0.11800000000000001,,0.946,,0.0678,-0.31920000000000004,-0.33590000000000003,0.429,,11420000000.0,
ENLV,5.94,10.51,5.224928,,,11.83,5.94,5.077429,,10.51,,7.91,,7.91,8.24,18.13,-7.2345133,3.59,8.21,11.83,,,-5.655,-0.4686941,-1.13,2.242,0.0016,0.12589,-0.819,0.15542006,3.646298,0.42084998,0.31,0.0023999999,10.51,,,,,78230000000.0,0.3749,0.4208,13440000000.0,0.21719999999999998,0.0,7530000000.0,0.1445,-9300000000.0,0.13699999999999998,0.0028000000000000004,0.1358,,0.779,-0.2489,0.26649999999999996,-0.33799999999999997,-0.7837999999999999,,-0.426,-0.2921,0.43799999999999994,,-0.7114,,,1.2749,,,-0.565,,0.6187,0.5708,0.3272,-0.43,,,
EXPR,0.61,0.6221,1.4934533,,,0.8085,0.61,0.9702857,,0.6221,1.919175,0.62,0.033694007,0.62,0.785,6.24,-6.7175,0.61,0.78,0.8085,0.668,-0.26208,-6.062,-0.8013029,-0.12,2.296,0.22559999,1.0959201,-6.284,0.15542006,0.35108885,0.06917,6.86,0.274,0.6221,,,,,41600000000.0,0.2705,0.039,64650000000.00001,-0.13019999999999998,0.0,62480000000.0,-0.45049999999999996,-406500000000.0,,0.2341,-0.5764,1550000000.0,-27.538,-0.0342,-0.5515,-0.221,-0.8195,,-1.197,-0.8747,-0.384,-0.41200000000000003,-0.8758,-0.013999999999999999,0.136,0.281,-0.48,-0.31,,-0.262,-0.08560000000000001,-0.2433,-0.6689,0.968,,2780000000.0,
GSUM,1.21,1.725,0.7905252,,,1.88,1.21,0.9808286,,1.725,2.13432,1.58,,1.58,1.65,2.5,3.4375,0.237,1.64,1.88,,-1.6473,,-0.2530864,0.48,1.799,0.0054,0.29381,-1.516,0.15542006,0.9171762,0.09047,0.39,,1.725,,,,,40220000000.0,0.3554,0.09050000000000001,33890000000.0,0.1,0.0,25440000000.0,0.3191,-78800000000.0,0.251,0.0074,0.7445,47800000000.0,0.059000000000000004,-0.2291,1.0862,-0.599,-0.2798,,2.7769999999999997,-0.008199999999999999,-0.434,-7.52,-0.344,0.213,0.763,5.9198,-0.68,,0.78,,0.4851,0.7909999999999999,0.7881999999999999,,,,
SLDB,2.03,5.21,2.6520863,,,6.1,2.03,2.3682857,,5.21,1.04755,4.08,,4.08,4.23,13.58,-5.3333335,1.93,4.23,6.1,,,-0.581,-0.804243,-0.78,0.884,0.0341,0.58094,-2.275,0.15542006,4.705882,0.29862,10.27,0.064,5.21,,,,,89560000000.0,1.0902,0.048,48160000000.0,-0.0558,-0.013000000000000001,26540000000.0,-0.1506,-106800000000.0,0.584,0.0591,-0.3048,,-0.294,0.016399999999999998,-0.09380000000000001,-1.166,-0.7940999999999999,,-1.495,-0.5438000000000001,,,-0.6875,,,1.1985,,,0.48200000000000004,,0.8862000000000001,0.7365999999999999,0.4385,0.45799999999999996,,,
TCS,6.21,6.32,3.3632374,,,7.8,6.21,4.7177143,,6.32,2.094202,6.33,0.45189086,6.33,7.55,7.8,24.837742,1.8,7.58,7.8,1.063,0.00223,15.95,0.37086082,0.31,5.424,0.0592,0.88848,0.039,0.15542006,1.4195613,0.09087,8.13,0.1445,6.32,5.83,,,197.42819,318950000000.0,0.1948,0.042,48390000000.0,-0.0016,0.0,18980000000.0,0.4612,1900000000.0,0.843,0.15710000000000002,0.9167000000000001,858100000000.0,-0.109,-0.0364,2.0743,0.002,0.3986,0.153,0.006999999999999999,0.47159999999999996,-0.087,0.06,0.0088,0.032,0.573,3.1222000000000003,-0.276,0.027999999999999997,-3.053,0.002,0.3771,0.6825,1.0831,3.2876999999999996,,,0.0
VVPR,9.16,9.52,2.5654964,,,11.147,9.16,6.5997143,,9.52,5.039377,9.5,2.9475029,9.5,10.75,14.84,,0.59,10.7,11.147,3.028,-0.10476,82.218,6.4110036,,1.306,0.0081,0.01071,-0.38,0.15542006,8.108729,0.81284,0.02,0.026500002,9.52,,,,,116240000000.0,0.16699999999999998,0.8128,13920000000.0,0.1819,0.0,2870000000.0,0.0044,-5100000000.0,0.015,0.038,5.8872,48700000000.0,-2.529,0.636,11.2542,-0.077,6.2126,,-0.231,7.7238,-0.49200000000000005,-0.045,-0.2796,,0.161,17.1186,-0.065,-0.026000000000000002,-1.3619999999999999,-0.105,0.2873,1.0544,4.041399999999999,,,2710000000.0,
