,previousClose,regularMarketOpen,twoHundredDayAverage,regularMarketDayHigh,regularMarketPreviousClose,fiftyDayAverage,open,beta,regularMarketDayLow,priceToSalesTrailing12Months,dayLow,ask,fiftyTwoWeekHigh,forwardPE,fiftyTwoWeekLow,bid,dayHigh,enterpriseToRevenue,profitMargins,enterpriseToEbitda,52WeekChange,forwardEps,bookValue,sharesPercentSharesOut,heldPercentInstitutions,trailingEps,SandP52WeekChange,priceToBook,heldPercentInsiders,shortRatio,shortPercentOfFloat,regularMarketPrice,trailingAnnualDividendYield,payoutRatio,trailingAnnualDividendRate,dividendRate,trailingPE,fiveYearAvgDividendYield,dividendYield,pegRatio,Market Cap,Change,Insider Own,Shs Outstand,Perf Week,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,Inst Own,Short Float,Perf Quarter,Sales,EPS this Y,Inst Trans,Perf Half Y,ROA,Perf Year,ROE,Perf YTD,EPS past 5Y,ROI,52W High,Gross Margin,52W Low,Sales Q/Q,EPS Q/Q,Avg Volume,SMA20,SMA50,SMA200,Sales past 5Y,Oper. Margin,Profit Margin,EPS next 5Y,Dividend %,Payout
WWR,2.51,3.32,1.8418705,,,3.34,2.51,1.8854285,,3.32,1.874581,2.65,,2.65,2.89,9.25,-5.9183674,0.25,2.88,3.34,,,-1.938,-0.18506491,-0.49,2.645,0.0353,0.01408,-2.836,0.15542006,1.0964084,0.00046999997,0.16,0.0353,3.32,,,,,20050000000.0,0.1514,0.006999999999999999,8289999999.999999,0.8058,0.0,7560000000.0,0.3141,-10400000000.0,0.01,0.038599999999999995,0.0681,,0.86,,1.5612000000000001,-0.38799999999999996,-0.24170000000000003,0.2,-0.62,0.18960000000000002,0.541,,-0.6876000000000001,,,10.56,,,0.764,,0.602,0.43170000000000003,0.5099,,,3040000000.0,
,previousClose,regularMarketOpen,twoHundredDayAverage,regularMarketDayHigh,regularMarketPreviousClose,fiftyDayAverage,open,beta,regularMarketDayLow,priceToSalesTrailing12Months,dayLow,ask,fiftyTwoWeekHigh,forwardPE,fiftyTwoWeekLow,dayHigh,enterpriseToRevenue,profitMargins,enterpriseToEbitda,52WeekChange,forwardEps,bookValue,sharesPercentSharesOut,heldPercentInstitutions,trailingEps,SandP52WeekChange,priceToBook,heldPercentInsiders,shortRatio,pegRatio,shortPercentOfFloat,regularMarketPrice,trailingAnnualDividendYield,trailingAnnualDividendRate,bid,trailingPE,lastDividendValue,payoutRatio,dividendRate,fiveYearAvgDividendYield,dividendYield,Market Cap,Change,Insider Own,Shs Outstand,Perf Week,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,Inst Own,Short Float,Perf Quarter,Sales,EPS this Y,Inst Trans,Perf Half Y,ROA,Perf Year,EPS next 5Y,ROE,Perf YTD,EPS past 5Y,ROI,52W High,Sales past 5Y,52W Low,Sales Q/Q,EPS Q/Q,SMA20,SMA50,SMA200,Gross Margin,Oper. Margin,Profit Margin,Avg Volume,Dividend %,Payout
ADRO,14.3,11.3,2.7024286,15.68,14.3,2.659,11.3,0.290412,11.3,8.124457,11.3,14.02,15.68,-21.553846,0.901,15.68,2.09,-2.30923,-0.934,1.8316832,-0.65,0.575,0.0396,0.44755,-0.801,0.14525354,24.36522,0.29837,4.66,-0.55,0.048600003,11.3,,,,,,,,,,1110000000.0,3.8986,0.006999999999999999,80860000000.0,4.9872000000000005,-0.121,-0.1075,57010000000.0,3.7013,-64599999999.99999,0.562,0.056299999999999996,4.4727,28000000000.0,0.15,0.0492,4.5157,-0.223,13.593800000000002,0.09,-1.0170000000000001,10.8729,-0.304,-1.337,2.4678,0.052000000000000005,14.547699999999999,0.14300000000000002,0.115,4.6197,4.2401,4.5382,,,,,,
ARA,6.92,11.35,6.6267858,11.83,6.92,6.574,11.35,1.568715,11.31,0.4886763,11.31,11.75,11.83,,5.57,11.83,1.359,-0.00193,9.588,0.10720003,0.09,-2.241,0.0242,0.87835,-0.331,0.14525354,,0.06528,15.73,,0.0552,11.35,0.18786126,1.3,11.55,,,,,,,399280000000.0,0.6647,0.057999999999999996,32860000000.0,0.8432,1.5619999999999998,0.0,14040000000.0,0.7245999999999999,-10600000000.0,0.8240000000000001,0.059699999999999996,0.7481,815800000000.0,0.311,-0.018799999999999997,0.9492,-0.009000000000000001,0.9136,,0.132,0.1109,-0.265,0.13699999999999998,0.0868,0.08,1.0682,-0.038,1.046,0.8009999999999999,0.7589,0.5638000000000001,0.252,0.07400000000000001,-0.013000000000000001,,,
BDR,0.8243,0.8243,0.7055,1.15,0.8243,0.8797143,0.8243,0.379041,0.8,0.5445154,0.8,1.02,3.8,,0.38,1.15,0.844,-0.46418,-1.974,0.18840575,,0.44,0.0017,0.04408,-0.875,0.14525354,2.3068182,0.63402003,,,0.0087,0.8243,,,0.98,,,,,,,10340000000.0,0.23129999999999998,0.099,9770000000.0,0.17420000000000002,,0.0,3450000000.0,0.16670000000000001,-8500000000.0,0.042,0.004699999999999999,0.3716,18200000000.0,0.486,-0.0635,0.7807,-0.48200000000000004,0.5318999999999999,,-1.204,0.33549999999999996,0.11800000000000001,-0.758,-0.7329000000000001,-0.07400000000000001,1.6711,-0.29600000000000004,-0.319,0.2125,0.2021,0.4021,0.11699999999999999,-0.44799999999999995,-0.46399999999999997,1780000000.0,,
BEEM,12.47,12.74,9.8725,,12.47,12.343572,12.74,0.120401,12.56,19.836514,12.56,14.98,,,6.095,,15.79,-0.74734,-21.871,0.7814286,,,0.08189999,0.14267999,,0.14525354,,0.14308,2.08,,0.0924,12.74,,,14.56,,,,,,,97580000000.0,0.2021,0.006999999999999999,6690000000.0,0.3035,0.847,,5910000000.0,0.1014,-3800000000.0,0.111,0.09300000000000001,0.5005,5100000000.0,0.292,-0.12369999999999999,1.1053,-0.516,1.4534,,-0.665,2.2167,0.138,-0.546,-0.062,0.377,2.8465,-0.063,0.248,0.2108,0.1591,0.6408,-0.028999999999999998,-0.741,-0.747,,,
CBAT,2.54,2.22,0.7262143,3.45,2.54,1.0182858,2.22,3.076365,2.2,8.399572,2.2,3.05,3.75,,0.36,3.45,6.781,-0.37978,-44.533,3.3793106,,0.237,0.0016,0.00806,-0.18,0.14525354,13.206751,0.43778,0.08,,0.0034999999,2.22,,,2.92,,,,,,,112430000000.0,0.2323,0.298,60430000000.0,0.2776,,0.6492,22600000000.0,3.2297000000000002,-9200000000.0,0.003,0.0045000000000000005,1.3534,24300000000.0,-2.782,-0.0926,6.8229999999999995,-0.094,4.5496,0.3,-0.715,1.7216999999999998,-0.17600000000000002,-0.20199999999999999,-0.1653,0.098,7.694400000000001,0.07,0.698,1.5077,2.2259,3.2443,0.055999999999999994,-0.344,-0.38,7040000000.0,,
CTIC,2.475,2.36,1.1489285,3.2,2.475,1.1817143,2.36,1.44593,2.34,96.292366,2.34,3.24,3.2,-4.397059,0.62,3.2,52.918,,-3.33,2.1794872,-0.68,0.771,0.0047999998,0.46245998,-0.705,0.14525354,3.8780804,0.0039,1.55,,0.0062,2.36,,,3.23,,,,,,,216150000000.0,0.20809999999999998,0.0039000000000000003,73690000000.0,1.8476,0.0,0.0,73530000000.0,1.875,-44400000000.0,0.5,0.0048,1.5126,2300000000.0,-0.317,-0.0554,2.1543,-0.66,2.8255,,-1.263,0.8924,0.361,-1.234,0.1157,-0.439,3.8226,,-0.004,1.4901,1.3625,1.5275,,,,2770000000.0,,
ENLV,8.79,8.74,5.250393,10.82,8.79,5.180286,8.74,,8.43,,8.43,10.42,16.94,-9.159292,3.59,10.82,,,-5.655,-0.15072465,-1.13,2.242,0.0016,0.12589,-0.819,0.14525354,4.616414,0.42084998,0.31,,0.0023999999,8.74,,,10.15,,,,,,,136310000000.0,0.1775,0.4208,13440000000.0,1.0909,-0.43,0.0,7530000000.0,1.0295,-9300000000.0,0.13699999999999998,0.0028000000000000004,0.9096,,0.779,-0.2489,1.1340000000000001,-0.33799999999999997,-0.0742,,-0.426,0.2334,0.43799999999999994,,-0.6206,,1.883,,-0.565,0.9790000000000001,0.9673,0.6818000000000001,,,,,,
GBR,1.35,1.35,1.131,1.68,1.35,1.3505714,1.35,2.183946,1.27,17.2539,1.27,1.55,2.19,,0.55,1.68,15.285,,-15.219,-0.099999964,,0.424,0.0277,0.021960001,-0.501,0.14525354,3.6792452,0.59626997,1.62,,0.0685,1.35,,,1.43,,,,,,,7990000000.0,0.15560000000000002,0.5963,5130000000.0,0.248,,0.0,2069999999.9999998,0.1384,-2600000000.0,0.021,0.06849999999999999,0.2581,500000000.0,-1.2329999999999999,0.2874,0.3,-0.45,0.006500000000000001,,-1.104,0.2683,0.037000000000000005,-1.074,-0.2877,-0.16899999999999998,1.8363999999999998,-0.5,0.027999999999999997,0.20420000000000002,0.1377,0.3712,-0.33,,,,,
HMHC,2.01,2.1,1.95775,2.5,2.01,2.1387143,2.1,1.347268,2.1,0.26450428,2.1,2.38,6.85,-3.4109588,1.03,2.5,0.809,-0.35248002,-88.917,-0.58641976,-0.73,1.504,0.048800003,0.99117,-3.531,0.14525354,1.6555852,0.00712,2.26,-0.13,0.0684,2.1,,,2.33,,,,,,,317100000000.0,0.23879999999999998,0.005,125460000000.0,0.5,0.762,-0.009300000000000001,124840000000.0,0.0596,-440000000000.0,0.94,0.0492,0.4561,1250000000.0,-0.547,-0.042800000000000005,0.6382,-0.18100000000000002,-0.502,0.05,-1.056,-0.6015999999999999,-0.168,-0.13699999999999998,-0.6365,0.003,1.4175,-0.354,0.07,0.2696,0.0692,-0.2009,0.39,-0.317,-0.35200000000000004,5530000000.0,,
IDT,6.88,8.45,6.1847143,10.49,6.88,6.659714,8.45,,8.15,0.18879603,8.15,9.72,10.49,6.3799996,4.81,10.49,0.118,0.01592,3.795,-0.24145532,1.5,2.707,0.006,0.47120997,0.776,0.14525354,3.5352788,0.32958,2.51,,0.01,8.45,,,9.62,12.332474,0.09,,,,,239010000000.0,0.391,0.3296,24970000000.0,0.5166,,-0.0006,22640000000.0,0.4413,,0.47119999999999995,0.0070999999999999995,0.5024000000000001,1340000000.0,,,0.8728,,-0.06269999999999999,,,0.3273,0.1025,,-0.0691,,0.9895999999999999,-0.057999999999999996,-0.7609999999999999,0.4593,0.43810000000000004,0.45520000000000005,,,,,,
LAC,12.5,11.4,5.2415,15.3,12.5,8.273714,11.4,2.082122,11.36,-892.46204,11.36,14.3,15.3,,1.92,15.3,-971.54,,-57.102,3.0584416,,1.589,0.051599998,0.1434,0.466,0.14525354,9.2511015,0.37366,2.48,,,11.4,,,14.5,31.545065,,,,,,1330000000.0,0.17600000000000002,0.3737,90640000000.0,0.7212999999999999,,0.0,56410000000.0,0.8726,,0.1434,0.083,1.5972,-1490000000.0,,,4.9514,,3.8355,,,3.6372000000000004,,,0.1369,,6.6563,,,0.6758,0.8917,2.0071,,,,2560000000.0,,
LONE,0.2445,0.5401,0.48664287,0.59,0.2445,0.28657144,0.5401,3.014492,0.31,0.053098213,0.31,0.295,3.2,-1.2053846,0.19,0.59,3.642,-1.39057,3.212,-0.91078067,-0.26,-1.192,0.0394,0.47419998,-8.706,0.14525354,,0.17790002,0.27,,0.049000002,0.5401,,,0.29,,,,,,,7310000000.0,0.2818,0.031,25310000000.0,0.49310000000000004,0.72,0.0,22550000000.0,-0.1564,-223600000000.0,0.293,0.044500000000000005,-0.2895,156400000000.0,0.93,-0.2921,-0.3732,-0.331,-0.8859999999999999,,-3.023,-0.8798999999999999,-0.31,-0.047,-0.9020999999999999,0.106,0.6495000000000001,-0.815,0.04,0.2304,-0.0321,-0.6426000000000001,0.779,,,2640000000.0,,
MMLP,1.15,1.03,1.8419286,1.4,1.15,1.4285715,1.03,3.264214,1.03,0.06856778,1.03,1.37,5.62,-6.380953,0.91,1.4,0.813,0.03421,5.716,-0.7516199,-0.21,-0.926,0.014199999,0.26375,0.67,0.14525354,,0.17884001,2.99,-2.28,0.0233,1.03,0.3304348,0.38,1.3,,0.005,0.9328,0.02,20.72,0.0174,52270000000.0,0.16519999999999999,0.017,38660000000.0,0.1074,-0.5,0.0582,31860000000.0,-0.036000000000000004,25800000000.0,0.46799999999999997,0.0173,-0.2796,759300000000.0,1.396,-0.013300000000000001,0.2182,0.04,-0.7137,0.036000000000000004,-0.7290000000000001,-0.6675,0.215,0.10400000000000001,-0.7615999999999999,-0.124,0.4807,-0.249,0.679,0.045,-0.1641,-0.40700000000000003,0.46,0.09300000000000001,0.034,,0.0149,0.935
PACD,0.232,0.22,0.44507143,0.2915,0.232,0.25685716,0.22,2.581382,0.215,0.097511515,0.215,0.361,6.65,-0.07903955,0.21,0.2915,4.263,-2.53609,-9.82,-0.9325513,-3.54,12.285,0.0583,0.9535,-7.287,0.14525354,0.022775743,0.066479996,0.89,,0.1228,0.22,,,0.35,,,,,,,20310000000.0,0.20600000000000002,0.0665,75200000000.0,0.08109999999999999,0.08800000000000001,0.0,70810000000.0,0.1796,-547299999999.99994,0.166,0.061900000000000004,-0.4156,215800000000.0,0.745,-0.8223999999999999,-0.23,-0.237,-0.9162,0.321,-0.5,-0.9314,-0.149,-0.217,-0.9579000000000001,-0.267,0.3649,-0.491,-0.185,0.1286,-0.1079,-0.7317,-0.26,,,4870000000.0,,
PED,1.52,1.46,0.91050714,1.75,1.52,1.0818,1.46,1.405797,1.35,10.9277,1.35,1.7,2.5,,0.667,1.75,10.786,-1.16845,-69.606,0.08571434,,1.388,0.0056,0.00612,-0.189,0.14525354,1.2608069,0.88272005,0.07,,0.0471,1.46,,,1.74,,,,,,,113140000000.0,0.15130000000000002,0.125,72130000000.0,0.5351,,-0.0039000000000000003,8090000000.0,0.6827,-12600000000.0,0.01,0.050300000000000004,0.9812000000000001,10800000000.0,-1.046,0.6640999999999999,0.5217,-0.11,0.25,,-0.122,0.0542,0.54,-0.09699999999999999,-0.3,0.21899999999999997,1.6244999999999998,-0.8290000000000001,0.24,0.5403,0.7278,0.6446,0.44299999999999995,,,2220000000.0,,
PLSE,11.66,11.54,9.5973215,14.51,11.66,10.795428,11.54,1.897478,11.4762,,11.4762,14.66,16.299,-8.226994,5.11,14.51,,,-5.63,-0.19917583,-1.63,1.683,0.0954,0.10808,-2.323,0.14525354,7.9679146,0.45811,24.08,,0.1542,11.54,,,11.11,,,,,,,319830000000.0,0.1501,0.46799999999999997,21530000000.0,0.1452,0.177,0.0008,13010000000.0,0.43119999999999997,-48700000000.0,0.11900000000000001,0.185,0.2944,,-0.03,0.3527,1.0442,-1.078,-0.0802,,-1.435,0.0,,,-0.1773,,1.6243,,0.039,0.19079999999999997,0.2407,0.3115,,,,,,
PRPH,3.9,3.78,2.0320714,5.2,3.9,3.030857,3.78,0.320512,3.78,5.2340293,3.78,5.49,5.2,,1.2,5.2,4.719,-0.14310999,-40.916,0.97969544,,0.94,0.0016,0.04328,-0.142,0.14525354,5.4787235,0.26931,0.45,,0.0021,3.78,,,4.87,,0.25,,,,,51910000000.0,0.32049999999999995,0.235,11590000000.0,0.3446,,0.0,8480000000.0,0.9288,-1600000000.0,0.04,0.0022,2.6782999999999997,11400000000.0,-0.95,-0.1024,1.8611000000000002,-0.125,1.9051,,-0.139,1.6141999999999999,0.105,-0.289,0.1369,-0.149,3.2917,1.1179999999999999,1.056,0.5841,0.9168999999999999,1.5781999999999998,0.309,-0.149,-0.14300000000000002,,,
SLDB,3.46,3.35,2.6578572,4.25,3.46,2.3951428,3.35,1.04755,3.25,,3.25,4.37,13.58,-5.3589745,1.93,4.25,,,-1.553,-0.6550349,-0.78,0.884,0.0341,0.58094,-2.275,0.14525354,4.7285066,0.29862,10.27,,0.064,3.35,,,4.34,,,,,,,184420000000.0,0.20809999999999998,0.048,48160000000.0,0.981,0.45799999999999996,-0.013000000000000001,26540000000.0,0.8414,-106800000000.0,0.584,0.0591,0.39799999999999996,,-0.294,0.016399999999999998,0.9904999999999999,-1.166,-0.5969,,-1.495,-0.060700000000000004,,,-0.6922,,1.1658,,0.48200000000000004,0.8103,0.7021999999999999,0.41950000000000004,,,,3220000000.0,,
TNAV,3.67,4.1642,4.857,4.44,3.67,4.3731427,4.1642,0.172798,4.03,0.852077,4.03,4.36,6.5,39.545452,3.45,4.44,0.277,-0.00387,16.691,-0.244856,0.11,2.048,0.0146,0.54963,-0.023,0.14525354,2.1240232,0.37248,3.11,1.63,0.0186,4.1642,,,4.35,,,,,,,202540000000.0,0.18530000000000002,0.008,47310000000.0,0.19829999999999998,0.15789999999999998,-0.47090000000000004,29070000000.0,-0.0625,3100000000.0,0.547,0.023700000000000002,-0.1929,240400000000.0,1.1159999999999999,0.0102,0.0767,-0.003,-0.0842,0.25,-0.009000000000000001,-0.10490000000000001,0.161,-0.008,-0.3308,0.084,0.2609,-0.315,0.08800000000000001,0.11380000000000001,-0.0754,-0.12480000000000001,0.474,0.003,-0.004,,,
VVPR,10.63,10.01,2.6231,12.9799,10.63,6.8368573,10.01,5.039377,9.65,3.4150958,9.65,12.46,14.84,,0.59,12.9799,3.894,-0.10476,105.721,7.3965244,,1.306,0.0081,0.01071,-0.38,0.14525354,9.3951,0.81284,0.02,,0.026500002,10.01,,,11.9,,,,,,,155710000000.0,0.1543,0.8128,13920000000.0,0.4435,,0.0,2870000000.0,0.3818,-5100000000.0,0.015,0.038,6.0114,48700000000.0,-2.529,0.636,17.313499999999998,-0.077,8.9256,,-0.231,10.685699999999999,-0.49200000000000005,-0.045,-0.1732,,19.7966,-0.065,-1.3619999999999999,0.4622,1.2834,4.6596,0.161,-0.026000000000000002,-0.105,2730000000.0,,
WWR,2.96,2.7,1.8498571,5.62,2.96,1.9108571,2.7,1.874581,2.67,,2.67,4.09,9.25,-9.020408,0.25,5.62,,,-3.544,0.03859651,-0.49,2.645,0.0353,0.01408,-2.836,0.14525354,1.6710775,0.00046999997,0.16,,0.0353,2.7,,,4.08,,,,,,,35320000000.0,0.4932,0.006999999999999999,8289999999.999999,1.9664,,0.0,7560000000.0,1.2323,-10400000000.0,0.01,0.038599999999999995,0.631,,0.86,,3.3762,-0.38799999999999996,0.4351,0.2,-0.62,1.0948,0.541,,-0.5222,,16.68,,0.764,1.3853,1.1763,1.3041999999999998,,,,3480000000.0,,
XTNT,0.8203,2.25,0.92535716,2.5,0.8203,0.8997143,2.25,1.581382,1.34,0.3584642,1.34,1.5,3.5,-1.6185567,0.55,2.5,1.678,-0.14554,127.023,-0.70714283,-0.97,-3.544,0.0017,0.89663005,-0.65,0.14525354,,0.064,0.05,-0.08,0.0057,2.25,,,1.49,,,,,,,21900000000.0,0.9139,0.023,13220000000.0,1.0658,-0.865,0.0,13010000000.0,0.8106,-8400000000.0,0.8,0.0017000000000000001,0.5985,58000000000.0,0.895,-0.1027,1.4154,-0.198,-0.4472,0.2,0.187,-0.0187,0.506,-0.073,-0.5514,0.129,1.8544999999999998,-0.314,-0.265,0.8987,0.607,0.4722,0.655,-0.048,-0.146,1020000000.0,,
,previousClose,regularMarketOpen,twoHundredDayAverage,regularMarketDayHigh,regularMarketPreviousClose,fiftyDayAverage,open,beta,regularMarketDayLow,priceToSalesTrailing12Months,dayLow,ask,fiftyTwoWeekHigh,fiftyTwoWeekLow,bid,dayHigh,enterpriseToRevenue,profitMargins,enterpriseToEbitda,52WeekChange,bookValue,sharesPercentSharesOut,heldPercentInstitutions,trailingEps,SandP52WeekChange,priceToBook,heldPercentInsiders,shortRatio,shortPercentOfFloat,regularMarketPrice,forwardPE,forwardEps,pegRatio,trailingPE,lastDividendValue,Market Cap,Change,Insider Own,Shs Outstand,Perf Week,Insider Trans,Shs Float,Perf Month,Income,Inst Own,Short Float,Perf Quarter,Sales,EPS this Y,Inst Trans,Perf Half Y,Perf Year,Perf YTD,ROI,52W High,Gross Margin,52W Low,Sales Q/Q,Avg Volume,SMA20,SMA50,SMA200,EPS next Y,ROA,EPS next 5Y,ROE,EPS past 5Y,Sales past 5Y,Oper. Margin,EPS Q/Q,Profit Margin,Payout
AIHS,0.56,0.531,0.54814494,0.6698,0.56,0.49891177,0.531,0.279494,0.531,2.4456131,0.531,0.64,2.35,0.26,0.6636,0.6698,2.586,-0.85458,-4.187,0.64705884,0.029,0.0041,0.00481,-0.351,0.13938725,22.931036,0.61626,0.1,0.006,0.531,,,,,,31950000000.0,0.1875,0.6163000000000001,29010000000.0,-0.05,0.0,25420000000.0,0.33,-4900000000.0,0.005,0.006999999999999999,-0.2028,11800000000.0,-1.4509999999999998,1.1219,0.7223999999999999,0.9851000000000001,-0.0075,-0.586,-0.7170000000000001,0.247,1.5577,-0.78,7160000000.0,0.259,0.23800000000000002,0.1886,,,,,,,,,,
AOSL,13.07,14.28,10.896449,15.97,13.07,13.032059,14.28,2.358521,14.1722,0.8396841,14.1722,15.37,15.97,5.82,15.19,15.97,1.112,-0.0141900005,16.537,0.07838285,11.606,0.0138,0.62536997,-0.27,0.13938725,1.3251766,0.21391001,2.85,0.0172,14.28,10.680555,1.44,0.7,,,392500000000.0,0.17670000000000002,0.002,25230000000.0,0.17579999999999998,-0.038599999999999995,20020000000.0,0.184,-6600000000.0,0.618,0.0174,0.4496,464900000000.0,-4.524,0.0040999999999999995,1.1301999999999999,0.26789999999999997,0.1292,-0.031,0.0199,0.221,1.6425999999999998,0.094,,0.21109999999999998,0.2235,0.37200000000000005,0.2938,-0.009000000000000001,0.17,-0.023,0.02,0.07200000000000001,-0.03,-1.044,-0.013999999999999999,
ARTL,0.86,0.85,1.1249927,1.49,0.86,0.9033529,0.85,0.981371,0.83,,0.83,1.08,4.423,0.61,0.991,1.49,,,-16.229,-0.5943396,0.864,0.0356,0.00235,-1.35,0.13938725,1.261574,0.14553,0.22,0.0416,0.85,-0.66463417,-1.64,,,,5070000000.0,0.26739999999999997,0.071,3470000000.0,0.3627,0.0,3350000000.0,0.40700000000000003,-4500000000.0,0.003,0.04769999999999999,-0.128,,-3.361,,0.2152,-0.4171,-0.5963,,-0.7536,,0.7868999999999999,,,0.2661,0.1007,-0.2006,0.006,-0.909,,-1.031,,,,-0.638,,
AXGT,4.52,4.61,3.2018116,5.74,4.52,3.6132352,4.61,1.276889,4.61,,4.61,5.58,6.93,1.41,5.63,5.74,,,-2.699,-0.22866899,1.43,0.0063,0.13871,-1.776,0.13938725,3.9370632,0.4758,0.58,0.0114,4.61,-4.109489,-1.37,,,,238260000000.0,0.24559999999999998,0.002,43290000000.0,0.203,1.2789,23260000000.0,0.8704000000000001,-53200000000.0,0.3,0.011399999999999999,1.1007,,0.635,0.024900000000000002,1.1245,-0.0679,0.09960000000000001,,-0.18760000000000002,,2.9929,,,0.41369999999999996,0.6408,0.6252,-0.142,-0.7509999999999999,,-1.495,-0.10099999999999999,,,0.8390000000000001,,
BEEM,14.99,15.215,10.286296,17.47,14.99,12.52,15.215,0.124655,15.1,23.07864,15.1,17.49,17.47,6.095,17.07,17.47,19.535,-0.74734,-27.058,1.1414285,,0.08189999,0.14267999,,0.13938725,,0.14308,2.08,0.0924,15.215,,,,,,96970000000.0,0.1634,0.006999999999999999,6690000000.0,0.46799999999999997,0.0,5910000000.0,0.38520000000000004,-3800000000.0,0.111,0.09300000000000001,0.7284,5100000000.0,0.292,-0.1418,1.3441,1.7904,2.7425,-0.546,0.09140000000000001,-0.028999999999999998,3.4751999999999996,-0.063,,0.3951,0.3492,0.8976000000000001,0.847,-0.516,,-0.665,0.138,0.377,-0.741,0.248,-0.747,
CBAT,3.13,3.1,0.7506522,4.78,3.13,1.0911765,3.1,2.169884,2.95,11.136812,2.95,4.31,4.78,0.36,4.28,4.78,9.759,-0.37978,-64.096,4.589286,0.237,0.0016,0.00806,-0.18,0.13938725,17.51055,0.43778,0.08,0.0034999999,3.1,,,,,,219450000000.0,0.3259,0.298,60430000000.0,0.5779,0.365,22600000000.0,5.3252999999999995,-9200000000.0,0.003,0.0045000000000000005,2.7387,24300000000.0,-2.782,-0.06480000000000001,9.3698,6.1575999999999995,2.6087000000000002,-0.20199999999999999,0.1067,0.055999999999999994,10.5278,0.07,7300000000.0,2.0251,3.0858999999999996,4.551,,-0.094,0.3,-0.715,-0.17600000000000002,0.098,-0.344,0.698,-0.38,
CEI,0.58,0.5911,1.1227536,0.8,0.58,0.57117647,0.5911,1.392339,0.58,60.551865,0.58,0.87,8.5,0.46,0.865,0.8,50.762,,-3.575,-0.92266667,0.471,0.042600002,0.00385,-2.946,0.13938725,1.6668789,0.0999,0.53,0.042600002,0.5911,,,,,,20300000000.0,0.35359999999999997,0.0999,23870000000.0,0.5097999999999999,0.0,19680000000.0,0.5835,-10000000000.0,0.009000000000000001,0.051699999999999996,-0.2863,300000000.0,-1.021,,-0.5710000000000001,-0.8987999999999999,-0.589,-1.9340000000000002,-0.9107999999999999,-0.375,0.7223999999999999,-0.722,2780000000.0,0.4673,0.1841,-0.3871,,,,,,-0.33299999999999996,,0.998,,
CRVS,4.07,5.71,3.403261,5.74,4.07,3.8852942,5.71,2.033879,4.7796,,4.7796,4.65,6.88,1.01,4.6,5.74,,,-1.245,0.47463775,1.813,0.0571,0.75637,-1.55,0.13938725,2.68064,0.06313,4.67,0.1185,5.71,-3.1558442,-1.54,,,,136610000000.00002,0.1941,0.05,29430000000.0,0.1883,-0.5225,23320000000.0,0.4727,-45600000000.0,0.743,0.0687,-0.0192,,0.068,-0.008,1.3707,0.8409,-0.1066,,-0.29359999999999997,,3.8119,,2130000000.0,0.2187,0.22699999999999998,0.3085,-0.222,-0.581,,-0.695,,,,0.18600000000000003,,
ENLV,10.35,13.86,5.2955437,,10.35,5.3238235,13.86,,12.65,,12.65,14.55,16.94,3.59,14.18,,,,-12.354,0.06921494,2.242,0.0016,0.12589,-0.819,0.13938725,6.3782334,0.42084998,0.31,0.0023999999,13.86,-12.654867,-1.13,,,,163450000000.0,0.38159999999999994,0.4208,13440000000.0,1.8316999999999999,0.0,7530000000.0,1.9124,-9300000000.0,0.13699999999999998,0.0028000000000000004,1.6779,,0.779,-0.2764,2.0952,0.38159999999999994,0.7041,,-0.2113,,2.9833,,,1.5991,1.6693,1.321,-0.43,-0.33799999999999997,,-0.426,0.43799999999999994,,,-0.565,,
GRNQ,1.09,2.47,0.94539857,2.74,1.09,1.1038235,2.47,-0.554478,1.75,31.09949,1.75,1.87,3.12,0.21,1.86,2.74,18.73,-0.44287997,-53.281,0.28235292,0.109,0.0004,,-0.029,0.13938725,17.06422,0.78489,,0.0011999999,2.47,-26.571428,-0.07,,,,123210000000.0,0.7064,0.7848999999999999,55510000000.0,0.8234999999999999,0.0,16530000000.000002,0.8234999999999999,-1600000000.0,0.001,0.0016,0.1481,3500000000.0,0.845,0.6881,4.3143,1.296,2.2632,-0.302,-0.40380000000000005,0.773,7.8571,-0.765,2490000000.0,0.7287,0.8099,1.2693,,-0.17,,-0.387,-0.498,,-0.418,,-0.44299999999999995,
HGEN,9.85,13.19,12.89493,13.32,9.85,12.096572,13.19,-2.252619,11.5101,,11.5101,12.2,33.95,1.5,12.1,13.32,,,,1.8142858,0.753,0.0652,0.01194,-1.258,0.13938725,16.122177,0.86213,0.65,0.0746,13.19,,,,,,607970000000.0,0.2325,0.8621,30680000000.0,0.1809,0.0,30600000000.0,-0.017,-30900000000.0,0.2,0.0019,-0.534,,0.273,,1.2073,1.2481,3.9805,,-0.6424,,7.0933,,,0.22579999999999997,-0.2152,0.2626,,-2.802,,,0.602,,,-4.212,,
